drinking water source,total,geo_code,geo_level,geo_version
CoveredWell/Kuwa,373,39,district,2016
Not Stated Source of Water,143,39,district,2016
Other Source of water,61,39,district,2016
River/Stream,156,39,district,2016
Sprout Water,3131,39,district,2016
Tap/Piped,37032,39,district,2016
Tubewell/HandPump,103,39,district,2016
Uncovered Well/Kuwa,1049,39,district,2016
CoveredWell/Kuwa,132,37005,local,2016
Not Stated Source of Water,18,37005,local,2016
Other Source of water,0,37005,local,2016
River/Stream,26,37005,local,2016
Sprout Water,770,37005,local,2016
Tap/Piped,4578,37005,local,2016
Tubewell/HandPump,8,37005,local,2016
Uncovered Well/Kuwa,356,37005,local,2016
CoveredWell/Kuwa,40,37007,local,2016
Not Stated Source of Water,22,37007,local,2016
Other Source of water,2,37007,local,2016
River/Stream,49,37007,local,2016
Sprout Water,415,37007,local,2016
Tap/Piped,3963,37007,local,2016
Tubewell/HandPump,8,37007,local,2016
Uncovered Well/Kuwa,252,37007,local,2016
CoveredWell/Kuwa,49,37001,local,2016
Not Stated Source of Water,36,37001,local,2016
Other Source of water,51,37001,local,2016
River/Stream,8,37001,local,2016
Sprout Water,496,37001,local,2016
Tap/Piped,9670,37001,local,2016
Tubewell/HandPump,10,37001,local,2016
Uncovered Well/Kuwa,102,37001,local,2016
CoveredWell/Kuwa,2,37006,local,2016
Not Stated Source of Water,9,37006,local,2016
Other Source of water,0,37006,local,2016
River/Stream,17,37006,local,2016
Sprout Water,176,37006,local,2016
Tap/Piped,4183,37006,local,2016
Tubewell/HandPump,0,37006,local,2016
Uncovered Well/Kuwa,22,37006,local,2016
CoveredWell/Kuwa,103,37008,local,2016
Not Stated Source of Water,38,37008,local,2016
Other Source of water,8,37008,local,2016
River/Stream,32,37008,local,2016
Sprout Water,642,37008,local,2016
Tap/Piped,6214,37008,local,2016
Tubewell/HandPump,68,37008,local,2016
Uncovered Well/Kuwa,94,37008,local,2016
CoveredWell/Kuwa,12,37004,local,2016
Not Stated Source of Water,12,37004,local,2016
Other Source of water,0,37004,local,2016
River/Stream,12,37004,local,2016
Sprout Water,25,37004,local,2016
Tap/Piped,2378,37004,local,2016
Tubewell/HandPump,2,37004,local,2016
Uncovered Well/Kuwa,11,37004,local,2016
CoveredWell/Kuwa,15,37003,local,2016
Not Stated Source of Water,2,37003,local,2016
Other Source of water,0,37003,local,2016
River/Stream,5,37003,local,2016
Sprout Water,179,37003,local,2016
Tap/Piped,2333,37003,local,2016
Tubewell/HandPump,2,37003,local,2016
Uncovered Well/Kuwa,54,37003,local,2016
CoveredWell/Kuwa,20,37002,local,2016
Not Stated Source of Water,6,37002,local,2016
Other Source of water,0,37002,local,2016
River/Stream,7,37002,local,2016
Sprout Water,428,37002,local,2016
Tap/Piped,3713,37002,local,2016
Tubewell/HandPump,5,37002,local,2016
Uncovered Well/Kuwa,158,37002,local,2016
CoveredWell/Kuwa,1266,34,district,2016
Not Stated Source of Water,425,34,district,2016
Other Source of water,1935,34,district,2016
River/Stream,482,34,district,2016
Sprout Water,3527,34,district,2016
Tap/Piped,115822,34,district,2016
Tubewell/HandPump,171,34,district,2016
Uncovered Well/Kuwa,1831,34,district,2016
CoveredWell/Kuwa,234,40005,local,2016
Not Stated Source of Water,4,40005,local,2016
Other Source of water,20,40005,local,2016
River/Stream,28,40005,local,2016
Sprout Water,660,40005,local,2016
Tap/Piped,2660,40005,local,2016
Tubewell/HandPump,2,40005,local,2016
Uncovered Well/Kuwa,172,40005,local,2016
CoveredWell/Kuwa,9,40001,local,2016
Not Stated Source of Water,22,40001,local,2016
Other Source of water,3,40001,local,2016
River/Stream,13,40001,local,2016
Sprout Water,186,40001,local,2016
Tap/Piped,5743,40001,local,2016
Tubewell/HandPump,4,40001,local,2016
Uncovered Well/Kuwa,49,40001,local,2016
CoveredWell/Kuwa,38,40003,local,2016
Not Stated Source of Water,12,40003,local,2016
Other Source of water,2,40003,local,2016
River/Stream,67,40003,local,2016
Sprout Water,57,40003,local,2016
Tap/Piped,4245,40003,local,2016
Tubewell/HandPump,2,40003,local,2016
Uncovered Well/Kuwa,85,40003,local,2016
CoveredWell/Kuwa,13,40002,local,2016
Not Stated Source of Water,26,40002,local,2016
Other Source of water,1,40002,local,2016
River/Stream,17,40002,local,2016
Sprout Water,43,40002,local,2016
Tap/Piped,5310,40002,local,2016
Tubewell/HandPump,4,40002,local,2016
Uncovered Well/Kuwa,98,40002,local,2016
CoveredWell/Kuwa,972,40004,local,2016
Not Stated Source of Water,361,40004,local,2016
Other Source of water,1909,40004,local,2016
River/Stream,357,40004,local,2016
Sprout Water,2581,40004,local,2016
Tap/Piped,97864,40004,local,2016
Tubewell/HandPump,159,40004,local,2016
Uncovered Well/Kuwa,1427,40004,local,2016
CoveredWell/Kuwa,0,42,district,2016
Not Stated Source of Water,5,42,district,2016
Other Source of water,0,42,district,2016
River/Stream,4,42,district,2016
Sprout Water,26,42,district,2016
Tap/Piped,1413,42,district,2016
Tubewell/HandPump,0,42,district,2016
Uncovered Well/Kuwa,0,42,district,2016
CoveredWell/Kuwa,0,41003,local,2016
Not Stated Source of Water,4,41003,local,2016
Other Source of water,0,41003,local,2016
River/Stream,0,41003,local,2016
Sprout Water,2,41003,local,2016
Tap/Piped,448,41003,local,2016
Tubewell/HandPump,0,41003,local,2016
Uncovered Well/Kuwa,0,41003,local,2016
CoveredWell/Kuwa,0,41001,local,2016
Not Stated Source of Water,0,41001,local,2016
Other Source of water,0,41001,local,2016
River/Stream,1,41001,local,2016
Sprout Water,1,41001,local,2016
Tap/Piped,277,41001,local,2016
Tubewell/HandPump,0,41001,local,2016
Uncovered Well/Kuwa,0,41001,local,2016
CoveredWell/Kuwa,0,41004,local,2016
Not Stated Source of Water,1,41004,local,2016
Other Source of water,0,41004,local,2016
River/Stream,2,41004,local,2016
Sprout Water,22,41004,local,2016
Tap/Piped,568,41004,local,2016
Tubewell/HandPump,0,41004,local,2016
Uncovered Well/Kuwa,0,41004,local,2016
CoveredWell/Kuwa,0,41002,local,2016
Not Stated Source of Water,0,41002,local,2016
Other Source of water,0,41002,local,2016
River/Stream,1,41002,local,2016
Sprout Water,1,41002,local,2016
Tap/Piped,120,41002,local,2016
Tubewell/HandPump,0,41002,local,2016
Uncovered Well/Kuwa,0,41002,local,2016
CoveredWell/Kuwa,4326,72,district,2016
Not Stated Source of Water,428,72,district,2016
Other Source of water,78,72,district,2016
River/Stream,426,72,district,2016
Sprout Water,4945,72,district,2016
Tap/Piped,58688,72,district,2016
Tubewell/HandPump,211,72,district,2016
Uncovered Well/Kuwa,9184,72,district,2016
CoveredWell/Kuwa,46,38006,local,2016
Not Stated Source of Water,19,38006,local,2016
Other Source of water,6,38006,local,2016
River/Stream,49,38006,local,2016
Sprout Water,104,38006,local,2016
Tap/Piped,3095,38006,local,2016
Tubewell/HandPump,3,38006,local,2016
Uncovered Well/Kuwa,113,38006,local,2016
CoveredWell/Kuwa,720,38009,local,2016
Not Stated Source of Water,20,38009,local,2016
Other Source of water,4,38009,local,2016
River/Stream,12,38009,local,2016
Sprout Water,331,38009,local,2016
Tap/Piped,2848,38009,local,2016
Tubewell/HandPump,5,38009,local,2016
Uncovered Well/Kuwa,1275,38009,local,2016
CoveredWell/Kuwa,14,38001,local,2016
Not Stated Source of Water,14,38001,local,2016
Other Source of water,8,38001,local,2016
River/Stream,85,38001,local,2016
Sprout Water,88,38001,local,2016
Tap/Piped,4576,38001,local,2016
Tubewell/HandPump,32,38001,local,2016
Uncovered Well/Kuwa,94,38001,local,2016
CoveredWell/Kuwa,299,38004,local,2016
Not Stated Source of Water,92,38004,local,2016
Other Source of water,2,38004,local,2016
River/Stream,11,38004,local,2016
Sprout Water,1086,38004,local,2016
Tap/Piped,5010,38004,local,2016
Tubewell/HandPump,8,38004,local,2016
Uncovered Well/Kuwa,980,38004,local,2016
CoveredWell/Kuwa,858,38003,local,2016
Not Stated Source of Water,87,38003,local,2016
Other Source of water,5,38003,local,2016
River/Stream,64,38003,local,2016
Sprout Water,1490,38003,local,2016
Tap/Piped,8006,38003,local,2016
Tubewell/HandPump,86,38003,local,2016
Uncovered Well/Kuwa,1499,38003,local,2016
CoveredWell/Kuwa,55,38002,local,2016
Not Stated Source of Water,29,38002,local,2016
Other Source of water,2,38002,local,2016
River/Stream,44,38002,local,2016
Sprout Water,185,38002,local,2016
Tap/Piped,4128,38002,local,2016
Tubewell/HandPump,11,38002,local,2016
Uncovered Well/Kuwa,399,38002,local,2016
CoveredWell/Kuwa,403,38007,local,2016
Not Stated Source of Water,14,38007,local,2016
Other Source of water,4,38007,local,2016
River/Stream,2,38007,local,2016
Sprout Water,196,38007,local,2016
Tap/Piped,2226,38007,local,2016
Tubewell/HandPump,7,38007,local,2016
Uncovered Well/Kuwa,1285,38007,local,2016
CoveredWell/Kuwa,456,38010,local,2016
Not Stated Source of Water,28,38010,local,2016
Other Source of water,23,38010,local,2016
River/Stream,26,38010,local,2016
Sprout Water,371,38010,local,2016
Tap/Piped,10604,38010,local,2016
Tubewell/HandPump,10,38010,local,2016
Uncovered Well/Kuwa,667,38010,local,2016
CoveredWell/Kuwa,1145,38005,local,2016
Not Stated Source of Water,104,38005,local,2016
Other Source of water,20,38005,local,2016
River/Stream,54,38005,local,2016
Sprout Water,642,38005,local,2016
Tap/Piped,14449,38005,local,2016
Tubewell/HandPump,32,38005,local,2016
Uncovered Well/Kuwa,1893,38005,local,2016
CoveredWell/Kuwa,330,38008,local,2016
Not Stated Source of Water,21,38008,local,2016
Other Source of water,4,38008,local,2016
River/Stream,79,38008,local,2016
Sprout Water,452,38008,local,2016
Tap/Piped,3746,38008,local,2016
Tubewell/HandPump,17,38008,local,2016
Uncovered Well/Kuwa,979,38008,local,2016
CoveredWell/Kuwa,1,45,district,2016
Not Stated Source of Water,15,45,district,2016
Other Source of water,2,45,district,2016
River/Stream,174,45,district,2016
Sprout Water,76,45,district,2016
Tap/Piped,3029,45,district,2016
Tubewell/HandPump,1,45,district,2016
Uncovered Well/Kuwa,7,45,district,2016
CoveredWell/Kuwa,0,42001,local,2016
Not Stated Source of Water,1,42001,local,2016
Other Source of water,2,42001,local,2016
River/Stream,7,42001,local,2016
Sprout Water,3,42001,local,2016
Tap/Piped,712,42001,local,2016
Tubewell/HandPump,0,42001,local,2016
Uncovered Well/Kuwa,0,42001,local,2016
CoveredWell/Kuwa,1,42004,local,2016
Not Stated Source of Water,2,42004,local,2016
Other Source of water,0,42004,local,2016
River/Stream,126,42004,local,2016
Sprout Water,1,42004,local,2016
Tap/Piped,398,42004,local,2016
Tubewell/HandPump,0,42004,local,2016
Uncovered Well/Kuwa,4,42004,local,2016
CoveredWell/Kuwa,0,42005,local,2016
Not Stated Source of Water,5,42005,local,2016
Other Source of water,0,42005,local,2016
River/Stream,9,42005,local,2016
Sprout Water,42,42005,local,2016
Tap/Piped,711,42005,local,2016
Tubewell/HandPump,0,42005,local,2016
Uncovered Well/Kuwa,3,42005,local,2016
CoveredWell/Kuwa,0,42002,local,2016
Not Stated Source of Water,3,42002,local,2016
Other Source of water,0,42002,local,2016
River/Stream,30,42002,local,2016
Sprout Water,26,42002,local,2016
Tap/Piped,345,42002,local,2016
Tubewell/HandPump,0,42002,local,2016
Uncovered Well/Kuwa,0,42002,local,2016
CoveredWell/Kuwa,0,42003,local,2016
Not Stated Source of Water,4,42003,local,2016
Other Source of water,0,42003,local,2016
River/Stream,2,42003,local,2016
Sprout Water,4,42003,local,2016
Tap/Piped,863,42003,local,2016
Tubewell/HandPump,1,42003,local,2016
Uncovered Well/Kuwa,0,42003,local,2016
CoveredWell/Kuwa,244,52,district,2016
Not Stated Source of Water,87,52,district,2016
Other Source of water,65,52,district,2016
River/Stream,230,52,district,2016
Sprout Water,4855,52,district,2016
Tap/Piped,29434,52,district,2016
Tubewell/HandPump,26,52,district,2016
Uncovered Well/Kuwa,757,52,district,2016
CoveredWell/Kuwa,9,44004,local,2016
Not Stated Source of Water,1,44004,local,2016
Other Source of water,5,44004,local,2016
River/Stream,18,44004,local,2016
Sprout Water,122,44004,local,2016
Tap/Piped,2013,44004,local,2016
Tubewell/HandPump,1,44004,local,2016
Uncovered Well/Kuwa,60,44004,local,2016
CoveredWell/Kuwa,29,44006,local,2016
Not Stated Source of Water,3,44006,local,2016
Other Source of water,20,44006,local,2016
River/Stream,40,44006,local,2016
Sprout Water,215,44006,local,2016
Tap/Piped,2841,44006,local,2016
Tubewell/HandPump,3,44006,local,2016
Uncovered Well/Kuwa,143,44006,local,2016
CoveredWell/Kuwa,17,44002,local,2016
Not Stated Source of Water,17,44002,local,2016
Other Source of water,8,44002,local,2016
River/Stream,13,44002,local,2016
Sprout Water,2130,44002,local,2016
Tap/Piped,3290,44002,local,2016
Tubewell/HandPump,1,44002,local,2016
Uncovered Well/Kuwa,85,44002,local,2016
CoveredWell/Kuwa,51,44007,local,2016
Not Stated Source of Water,11,44007,local,2016
Other Source of water,24,44007,local,2016
River/Stream,74,44007,local,2016
Sprout Water,758,44007,local,2016
Tap/Piped,4777,44007,local,2016
Tubewell/HandPump,6,44007,local,2016
Uncovered Well/Kuwa,182,44007,local,2016
CoveredWell/Kuwa,100,44003,local,2016
Not Stated Source of Water,20,44003,local,2016
Other Source of water,6,44003,local,2016
River/Stream,35,44003,local,2016
Sprout Water,1206,44003,local,2016
Tap/Piped,8818,44003,local,2016
Tubewell/HandPump,7,44003,local,2016
Uncovered Well/Kuwa,119,44003,local,2016
CoveredWell/Kuwa,30,44001,local,2016
Not Stated Source of Water,14,44001,local,2016
Other Source of water,2,44001,local,2016
River/Stream,3,44001,local,2016
Sprout Water,139,44001,local,2016
Tap/Piped,2605,44001,local,2016
Tubewell/HandPump,6,44001,local,2016
Uncovered Well/Kuwa,142,44001,local,2016
CoveredWell/Kuwa,8,44005,local,2016
Not Stated Source of Water,21,44005,local,2016
Other Source of water,0,44005,local,2016
River/Stream,47,44005,local,2016
Sprout Water,285,44005,local,2016
Tap/Piped,5090,44005,local,2016
Tubewell/HandPump,2,44005,local,2016
Uncovered Well/Kuwa,26,44005,local,2016
CoveredWell/Kuwa,4487,2,province,2016
Not Stated Source of Water,10696,2,province,2016
Other Source of water,13478,2,province,2016
River/Stream,2578,2,province,2016
Sprout Water,3735,2,province,2016
Tap/Piped,97472,2,province,2016
Tubewell/HandPump,762099,2,province,2016
Uncovered Well/Kuwa,37542,2,province,2016
CoveredWell/Kuwa,1292,64,district,2016
Not Stated Source of Water,1407,64,district,2016
Other Source of water,2524,64,district,2016
River/Stream,691,64,district,2016
Sprout Water,307,64,district,2016
Tap/Piped,15630,64,district,2016
Tubewell/HandPump,102551,64,district,2016
Uncovered Well/Kuwa,8401,64,district,2016
CoveredWell/Kuwa,3,19020,local,2016
Not Stated Source of Water,40,19020,local,2016
Other Source of water,33,19020,local,2016
River/Stream,1,19020,local,2016
Sprout Water,1,19020,local,2016
Tap/Piped,161,19020,local,2016
Tubewell/HandPump,4225,19020,local,2016
Uncovered Well/Kuwa,21,19020,local,2016
CoveredWell/Kuwa,6,19005,local,2016
Not Stated Source of Water,94,19005,local,2016
Other Source of water,141,19005,local,2016
River/Stream,0,19005,local,2016
Sprout Water,0,19005,local,2016
Tap/Piped,257,19005,local,2016
Tubewell/HandPump,3490,19005,local,2016
Uncovered Well/Kuwa,20,19005,local,2016
CoveredWell/Kuwa,39,19008,local,2016
Not Stated Source of Water,45,19008,local,2016
Other Source of water,319,19008,local,2016
River/Stream,0,19008,local,2016
Sprout Water,0,19008,local,2016
Tap/Piped,87,19008,local,2016
Tubewell/HandPump,4955,19008,local,2016
Uncovered Well/Kuwa,95,19008,local,2016
CoveredWell/Kuwa,8,19016,local,2016
Not Stated Source of Water,34,19016,local,2016
Other Source of water,67,19016,local,2016
River/Stream,0,19016,local,2016
Sprout Water,1,19016,local,2016
Tap/Piped,120,19016,local,2016
Tubewell/HandPump,3835,19016,local,2016
Uncovered Well/Kuwa,8,19016,local,2016
CoveredWell/Kuwa,17,19012,local,2016
Not Stated Source of Water,43,19012,local,2016
Other Source of water,103,19012,local,2016
River/Stream,0,19012,local,2016
Sprout Water,1,19012,local,2016
Tap/Piped,597,19012,local,2016
Tubewell/HandPump,4939,19012,local,2016
Uncovered Well/Kuwa,204,19012,local,2016
CoveredWell/Kuwa,3,19009,local,2016
Not Stated Source of Water,55,19009,local,2016
Other Source of water,111,19009,local,2016
River/Stream,3,19009,local,2016
Sprout Water,1,19009,local,2016
Tap/Piped,20,19009,local,2016
Tubewell/HandPump,3771,19009,local,2016
Uncovered Well/Kuwa,0,19009,local,2016
CoveredWell/Kuwa,11,19010,local,2016
Not Stated Source of Water,141,19010,local,2016
Other Source of water,147,19010,local,2016
River/Stream,0,19010,local,2016
Sprout Water,3,19010,local,2016
Tap/Piped,706,19010,local,2016
Tubewell/HandPump,6881,19010,local,2016
Uncovered Well/Kuwa,13,19010,local,2016
CoveredWell/Kuwa,473,19013,local,2016
Not Stated Source of Water,90,19013,local,2016
Other Source of water,45,19013,local,2016
River/Stream,53,19013,local,2016
Sprout Water,4,19013,local,2016
Tap/Piped,606,19013,local,2016
Tubewell/HandPump,5740,19013,local,2016
Uncovered Well/Kuwa,1590,19013,local,2016
CoveredWell/Kuwa,12,19007,local,2016
Not Stated Source of Water,39,19007,local,2016
Other Source of water,11,19007,local,2016
River/Stream,0,19007,local,2016
Sprout Water,5,19007,local,2016
Tap/Piped,636,19007,local,2016
Tubewell/HandPump,3604,19007,local,2016
Uncovered Well/Kuwa,102,19007,local,2016
CoveredWell/Kuwa,171,19017,local,2016
Not Stated Source of Water,81,19017,local,2016
Other Source of water,113,19017,local,2016
River/Stream,386,19017,local,2016
Sprout Water,62,19017,local,2016
Tap/Piped,2712,19017,local,2016
Tubewell/HandPump,5885,19017,local,2016
Uncovered Well/Kuwa,2828,19017,local,2016
CoveredWell/Kuwa,26,19018,local,2016
Not Stated Source of Water,71,19018,local,2016
Other Source of water,184,19018,local,2016
River/Stream,0,19018,local,2016
Sprout Water,2,19018,local,2016
Tap/Piped,1000,19018,local,2016
Tubewell/HandPump,6587,19018,local,2016
Uncovered Well/Kuwa,42,19018,local,2016
CoveredWell/Kuwa,5,19011,local,2016
Not Stated Source of Water,64,19011,local,2016
Other Source of water,200,19011,local,2016
River/Stream,9,19011,local,2016
Sprout Water,1,19011,local,2016
Tap/Piped,832,19011,local,2016
Tubewell/HandPump,5364,19011,local,2016
Uncovered Well/Kuwa,42,19011,local,2016
CoveredWell/Kuwa,242,19001,local,2016
Not Stated Source of Water,66,19001,local,2016
Other Source of water,134,19001,local,2016
River/Stream,100,19001,local,2016
Sprout Water,60,19001,local,2016
Tap/Piped,1658,19001,local,2016
Tubewell/HandPump,3801,19001,local,2016
