caste or ethnic group,total,geo_code,geo_level,geo_version
Kalwar,59,5014,local,2016
Kamar,45,5014,local,2016
Kami,554,5014,local,2016
Kathabaniyan,113,5014,local,2016
Kayastha,85,5014,local,2016
Kewat,562,5014,local,2016
Khawas,31,5014,local,2016
Koiri/Kushwaha,191,5014,local,2016
Kumal,182,5014,local,2016
Kumhar,57,5014,local,2016
Kurmi,47,5014,local,2016
Kusunda,11,5014,local,2016
Limbu,1191,5014,local,2016
Lodh,11,5014,local,2016
Lohar,133,5014,local,2016
Magar,448,5014,local,2016
Majhi,857,5014,local,2016
Mallaha,513,5014,local,2016
Marwadi,22,5014,local,2016
Meche,11,5014,local,2016
Musahar,1231,5014,local,2016
Musalman,4295,5014,local,2016
Newar,1330,5014,local,2016
Nuniya,457,5014,local,2016
Others,93,5014,local,2016
Punjabi/Sikh,14,5014,local,2016
Rai,935,5014,local,2016
Rajbansi,2570,5014,local,2016
Rajput,39,5014,local,2016
Sanyasi/Dasnami,1053,5014,local,2016
Sarki,264,5014,local,2016
Satar/ Santhal,2531,5014,local,2016
Sonar,149,5014,local,2016
Sudhi,347,5014,local,2016
Sunuwar,51,5014,local,2016
Tajpuriya,4695,5014,local,2016
Tamang,656,5014,local,2016
Tatma/Tatwa,534,5014,local,2016
Teli,1094,5014,local,2016
Terai Others,884,5014,local,2016
Thakuri,29,5014,local,2016
Tharu,489,5014,local,2016
Undefined Others,147,5014,local,2016
Yadav,903,5014,local,2016
Yakkha,54,5014,local,2016
Badhaee,64,5003,local,2016
Badi,13,5003,local,2016
Bangali,83,5003,local,2016
Bantar/Sardar,3668,5003,local,2016
Baraee,26,5003,local,2016
Bhote,12,5003,local,2016
Bin,237,5003,local,2016
Brahman - Hill,4663,5003,local,2016
Brahman - Tarai,132,5003,local,2016
Byasi/Sauka,15,5003,local,2016
Chamar/ Harijan/ Ram,329,5003,local,2016
Chamling,26,5003,local,2016
Chhetri,3276,5003,local,2016
Damai/Dholi,142,5003,local,2016
Danuwar,14,5003,local,2016
Dhanuk,95,5003,local,2016
Dhobi,21,5003,local,2016
Dom,27,5003,local,2016
Dusadh/ Pasawan/ Pasi,524,5003,local,2016
Foreigner,68,5003,local,2016
Gharti/Bhujel,54,5003,local,2016
Gurung,69,5003,local,2016
Hajam/Thakur,237,5003,local,2016
Halwai,361,5003,local,2016
Jhangad/ Dhagar,856,5003,local,2016
Kalwar,25,5003,local,2016
Kami,318,5003,local,2016
Kathabaniyan,81,5003,local,2016
Kayastha,193,5003,local,2016
Kewat,66,5003,local,2016
Khatwe,348,5003,local,2016
Khawas,1941,5003,local,2016
Koiri/Kushwaha,110,5003,local,2016
Kumal,145,5003,local,2016
Kurmi,34,5003,local,2016
Limbu,419,5003,local,2016
Magar,709,5003,local,2016
Majhi,189,5003,local,2016
Mali,37,5003,local,2016
Mallaha,109,5003,local,2016
Marwadi,47,5003,local,2016
Musahar,3522,5003,local,2016
Musalman,2299,5003,local,2016
Newar,513,5003,local,2016
Nuniya,20,5003,local,2016
Nurang,32,5003,local,2016
Others,173,5003,local,2016
Pattharkatta/ Kushwadiya,13,5003,local,2016
Rai,420,5003,local,2016
Rajbansi,2085,5003,local,2016
Rajput,248,5003,local,2016
Sanyasi/Dasnami,91,5003,local,2016
Sarki,65,5003,local,2016
Satar/ Santhal,26,5003,local,2016
Sherpa,48,5003,local,2016
Sonar,21,5003,local,2016
Sudhi,26,5003,local,2016
Tamang,239,5003,local,2016
Tatma/Tatwa,11,5003,local,2016
Teli,574,5003,local,2016
Terai Others,160,5003,local,2016
Thakuri,16,5003,local,2016
Tharu,10285,5003,local,2016
Undefined Others,123,5003,local,2016
Yadav,780,5003,local,2016
Yakkha,13,5003,local,2016
Aathpariya,60,5017,local,2016
Badi,14,5017,local,2016
Bangali,132,5017,local,2016
Bantaba,39,5017,local,2016
Bhote,18,5017,local,2016
Brahman - Hill,9947,5017,local,2016
Brahman - Tarai,27,5017,local,2016
Chamar/ Harijan/ Ram,25,5017,local,2016
Chamling,31,5017,local,2016
Chhetri,12557,5017,local,2016
Dalit Others,12,5017,local,2016
Damai/Dholi,1730,5017,local,2016
Danuwar,695,5017,local,2016
Dhanuk,23,5017,local,2016
Dhimal,3951,5017,local,2016
Dhobi,11,5017,local,2016
Dom,41,5017,local,2016
Dusadh/ Pasawan/ Pasi,30,5017,local,2016
Gharti/Bhujel,466,5017,local,2016
Gurung,565,5017,local,2016
Hajam/Thakur,127,5017,local,2016
Halwai,201,5017,local,2016
Jhangad/ Dhagar,212,5017,local,2016
Kalwar,123,5017,local,2016
Kami,2394,5017,local,2016
Kathabaniyan,325,5017,local,2016
Kayastha,74,5017,local,2016
Khawas,25,5017,local,2016
Koche,37,5017,local,2016
Koiri/Kushwaha,42,5017,local,2016
Kulung,19,5017,local,2016
Kumal,86,5017,local,2016
Kurmi,13,5017,local,2016
Limbu,4484,5017,local,2016
Magar,1501,5017,local,2016
Majhi,939,5017,local,2016
Mallaha,82,5017,local,2016
Marwadi,234,5017,local,2016
Meche,15,5017,local,2016
Musahar,64,5017,local,2016
Musalman,336,5017,local,2016
Newar,3751,5017,local,2016
Others,129,5017,local,2016
Rai,2743,5017,local,2016
Rajbansi,253,5017,local,2016
Rajput,28,5017,local,2016
Sanyasi/Dasnami,478,5017,local,2016
Sarbaria,29,5017,local,2016
Sarki,361,5017,local,2016
Satar/ Santhal,721,5017,local,2016
Sherpa,22,5017,local,2016
Sunuwar,69,5017,local,2016
Tajpuriya,19,5017,local,2016
Tamang,2922,5017,local,2016
Teli,212,5017,local,2016
Thakuri,14,5017,local,2016
Tharu,896,5017,local,2016
Undefined Others,120,5017,local,2016
Yadav,143,5017,local,2016
Yakkha,79,5017,local,2016
Amat,52,5016,local,2016
Badhaee,34,5016,local,2016
Badi,139,5016,local,2016
Bangali,23,5016,local,2016
Bantar/Sardar,373,5016,local,2016
Baraee,35,5016,local,2016
Bhote,26,5016,local,2016
Bin,29,5016,local,2016
Brahman - Hill,1847,5016,local,2016
Brahman - Tarai,94,5016,local,2016
Chamar/ Harijan/ Ram,239,5016,local,2016
Chamling,18,5016,local,2016
Chhetri,2843,5016,local,2016
Dalit Others,13,5016,local,2016
Damai/Dholi,203,5016,local,2016
Danuwar,32,5016,local,2016
Dhanuk,149,5016,local,2016
Dom,33,5016,local,2016
Dusadh/ Pasawan/ Pasi,951,5016,local,2016
Gangai,4210,5016,local,2016
Ghale,61,5016,local,2016
Gharti/Bhujel,42,5016,local,2016
Gurung,108,5016,local,2016
Hajam/Thakur,779,5016,local,2016
Halwai,219,5016,local,2016
Kalwar,36,5016,local,2016
Kamar,133,5016,local,2016
Kami,213,5016,local,2016
Kathabaniyan,97,5016,local,2016
Kayastha,29,5016,local,2016
Kewat,4869,5016,local,2016
Khaling,12,5016,local,2016
Khatwe,649,5016,local,2016
Koche,11,5016,local,2016
Koiri/Kushwaha,422,5016,local,2016
Kumal,264,5016,local,2016
Kumhar,77,5016,local,2016
Kurmi,17,5016,local,2016
Limbu,376,5016,local,2016
Lohar,15,5016,local,2016
Magar,134,5016,local,2016
Majhi,587,5016,local,2016
Mallaha,1197,5016,local,2016
Marwadi,41,5016,local,2016
Musahar,4219,5016,local,2016
Musalman,8447,5016,local,2016
Newar,607,5016,local,2016
Nuniya,323,5016,local,2016
Nurang,64,5016,local,2016
Others,72,5016,local,2016
Rai,632,5016,local,2016
Rajbansi,5753,5016,local,2016
Rajput,128,5016,local,2016
Sanyasi/Dasnami,30,5016,local,2016
Sarki,102,5016,local,2016
Satar/ Santhal,1674,5016,local,2016
Sonar,145,5016,local,2016
Sudhi,162,5016,local,2016
Sunuwar,38,5016,local,2016
Tajpuriya,521,5016,local,2016
Tamang,546,5016,local,2016
Tatma/Tatwa,188,5016,local,2016
Teli,1987,5016,local,2016
Terai Others,488,5016,local,2016
Thakali,87,5016,local,2016
Thakuri,13,5016,local,2016
Tharu,123,5016,local,2016
Undefined Others,193,5016,local,2016
Yadav,2444,5016,local,2016
Yakkha,41,5016,local,2016
Badi,14,5007,local,2016
Bahing,24,5007,local,2016
Bangali,36,5007,local,2016
Bantaba,42,5007,local,2016
Bantar/Sardar,93,5007,local,2016
Bin,29,5007,local,2016
Brahman - Hill,5620,5007,local,2016
Chhetri,7982,5007,local,2016
Damai/Dholi,876,5007,local,2016
Danuwar,75,5007,local,2016
Dhanuk,38,5007,local,2016
Dhimal,1659,5007,local,2016
Gharti/Bhujel,284,5007,local,2016
Gurung,828,5007,local,2016
Hajam/Thakur,70,5007,local,2016
Halwai,101,5007,local,2016
Jhangad/ Dhagar,297,5007,local,2016
Kalwar,18,5007,local,2016
Kami,1058,5007,local,2016
Kathabaniyan,46,5007,local,2016
Kayastha,18,5007,local,2016
Kewat,61,5007,local,2016
Kulung,39,5007,local,2016
Limbu,2576,5007,local,2016
Magar,871,5007,local,2016
Majhi,1034,5007,local,2016
Mallaha,60,5007,local,2016
Marwadi,48,5007,local,2016
Mewahang Bala,20,5007,local,2016
Munda,105,5007,local,2016
Musahar,1061,5007,local,2016
Musalman,174,5007,local,2016
Newar,816,5007,local,2016
Others,93,5007,local,2016
Rai,2782,5007,local,2016
Rajbansi,1370,5007,local,2016
Rajput,19,5007,local,2016
Sanyasi/Dasnami,671,5007,local,2016
Sarki,411,5007,local,2016
Satar/ Santhal,1569,5007,local,2016
Sherpa,82,5007,local,2016
Sonar,56,5007,local,2016
Sudhi,12,5007,local,2016
Sunuwar,33,5007,local,2016
Tamang,1373,5007,local,2016
Teli,295,5007,local,2016
Terai Others,40,5007,local,2016
Thakuri,27,5007,local,2016
Thami,36,5007,local,2016
Tharu,2698,5007,local,2016
Undefined Others,98,5007,local,2016
Yadav,164,5007,local,2016
Yakkha,131,5007,local,2016
Amat,37,5001,local,2016
Badhaee,30,5001,local,2016
Badi,19,5001,local,2016
Bangali,69,5001,local,2016
Bantaba,66,5001,local,2016
Bantar/Sardar,299,5001,local,2016
Baraee,13,5001,local,2016
Bhote,12,5001,local,2016
Brahman - Hill,7359,5001,local,2016
Chamar/ Harijan/ Ram,63,5001,local,2016
Chamling,66,5001,local,2016
Chhetri,12327,5001,local,2016
Dalit Others,29,5001,local,2016
Damai/Dholi,1317,5001,local,2016
Danuwar,121,5001,local,2016
Darai,15,5001,local,2016
Dhanuk,34,5001,local,2016
Dhimal,3230,5001,local,2016
Dom,32,5001,local,2016
Dusadh/ Pasawan/ Pasi,47,5001,local,2016
Ghale,17,5001,local,2016
Gharti/Bhujel,508,5001,local,2016
Gurung,1963,5001,local,2016
Hajam/Thakur,136,5001,local,2016
Halwai,100,5001,local,2016
Jhangad/ Dhagar,293,5001,local,2016
Kalwar,119,5001,local,2016
Kami,2075,5001,local,2016
Kathabaniyan,68,5001,local,2016
Khaling,15,5001,local,2016
Khawas,3633,5001,local,2016
Koiri/Kushwaha,256,5001,local,2016
Kulung,457,5001,local,2016
Kumal,86,5001,local,2016
Kumhar,38,5001,local,2016
Kurmi,15,5001,local,2016
Limbu,3027,5001,local,2016
Loharung,16,5001,local,2016
Magar,1587,5001,local,2016
Majhi,576,5001,local,2016
Mallaha,77,5001,local,2016
Marwadi,56,5001,local,2016
Musahar,592,5001,local,2016
Musalman,223,5001,local,2016
Newar,2103,5001,local,2016
Nuniya,12,5001,local,2016
Others,83,5001,local,2016
Pattharkatta/ Kushwadiya,26,5001,local,2016
Punjabi/Sikh,15,5001,local,2016
Rai,7070,5001,local,2016
Rajbansi,3072,5001,local,2016
Rajput,39,5001,local,2016
Samgpang,37,5001,local,2016
Sanyasi/Dasnami,1233,5001,local,2016
Sarki,627,5001,local,2016
Satar/ Santhal,180,5001,local,2016
Sherpa,98,5001,local,2016
Sudhi,15,5001,local,2016
Sunuwar,56,5001,local,2016
Tamang,2706,5001,local,2016
Teli,478,5001,local,2016
Terai Others,58,5001,local,2016
Thakuri,15,5001,local,2016
Tharu,6248,5001,local,2016
Thulung,48,5001,local,2016
Undefined Others,104,5001,local,2016
Yadav,186,5001,local,2016
Yakkha,245,5001,local,2016
Yamphu,20,5001,local,2016
Badi,15,5012,local,2016
Bangali,84,5012,local,2016
Bantaba,48,5012,local,2016
Bin,14,5012,local,2016
Brahman - Hill,9373,5012,local,2016
Chamar/ Harijan/ Ram,101,5012,local,2016
Chamling,38,5012,local,2016
Chhetri,12087,5012,local,2016
Damai/Dholi,1842,5012,local,2016
Danuwar,37,5012,local,2016
Dhanuk,365,5012,local,2016
Dhimal,1877,5012,local,2016
Dhobi,26,5012,local,2016
Dom,18,5012,local,2016
Dusadh/ Pasawan/ Pasi,123,5012,local,2016
Gangai,15,5012,local,2016
Gharti/Bhujel,373,5012,local,2016
Gurung,1320,5012,local,2016
Hajam/Thakur,84,5012,local,2016
Halwai,303,5012,local,2016
Jhangad/ Dhagar,189,5012,local,2016
Kalwar,50,5012,local,2016
Kami,2780,5012,local,2016
Kathabaniyan,60,5012,local,2016
Kayastha,11,5012,local,2016
Kewat,22,5012,local,2016
Khatwe,44,5012,local,2016
Khawas,25,5012,local,2016
Koiri/Kushwaha,128,5012,local,2016
Kulung,14,5012,local,2016
Kumal,44,5012,local,2016
Limbu,8401,5012,local,2016
Lohar,33,5012,local,2016
Magar,2960,5012,local,2016
Majhi,968,5012,local,2016
Mallaha,31,5012,local,2016
Marwadi,46,5012,local,2016
Musahar,417,5012,local,2016
Musalman,181,5012,local,2016
Newar,1827,5012,local,2016
Nuniya,65,5012,local,2016
Others,103,5012,local,2016
Punjabi/Sikh,15,5012,local,2016
Rai,7590,5012,local,2016
Rajbansi,379,5012,local,2016
Rajput,30,5012,local,2016
Sanyasi/Dasnami,517,5012,local,2016
Sarki,373,5012,local,2016
Satar/ Santhal,333,5012,local,2016
Sherpa,64,5012,local,2016
Sunuwar,110,5012,local,2016
Tajpuriya,15,5012,local,2016
Tamang,2969,5012,local,2016
Tatma/Tatwa,13,5012,local,2016
Teli,174,5012,local,2016
Terai Others,194,5012,local,2016
Thakuri,106,5012,local,2016
Thami,21,5012,local,2016
Tharu,1288,5012,local,2016
Thulung,16,5012,local,2016
Undefined Others,245,5012,local,2016
Yadav,40,5012,local,2016
Yakkha,98,5012,local,2016
Badi,35,5011,local,2016
Bangali,25,5011,local,2016
Brahman - Hill,3907,5011,local,2016
Chamling,20,5011,local,2016
Chhetri,4788,5011,local,2016
Damai/Dholi,1188,5011,local,2016
Danuwar,71,5011,local,2016
Dhanuk,18,5011,local,2016
Gharti/Bhujel,118,5011,local,2016
Gurung,161,5011,local,2016
Hajam/Thakur,15,5011,local,2016
Halwai,79,5011,local,2016
Kalwar,42,5011,local,2016
Kami,1754,5011,local,2016
Kathabaniyan,19,5011,local,2016
Koiri/Kushwaha,16,5011,local,2016
Limbu,2759,5011,local,2016
Magar,2051,5011,local,2016
Majhi,90,5011,local,2016
Musalman,11,5011,local,2016
Newar,1956,5011,local,2016
Others,93,5011,local,2016
Rai,6991,5011,local,2016
Sanyasi/Dasnami,104,5011,local,2016
Sarki,125,5011,local,2016
Sunuwar,71,5011,local,2016
Tamang,1917,5011,local,2016
Teli,147,5011,local,2016
Tharu,82,5011,local,2016
Undefined Others,55,5011,local,2016
Amat,14,5005,local,2016
Badhaee,13,5005,local,2016
Bangali,27,5005,local,2016
Bantar/Sardar,2474,5005,local,2016
Baraee,51,5005,local,2016
Bhote,19,5005,local,2016
Bin,219,5005,local,2016
Brahman - Hill,2226,5005,local,2016
Brahman - Tarai,32,5005,local,2016
Chamar/ Harijan/ Ram,137,5005,local,2016
Chhetri,1452,5005,local,2016
Damai/Dholi,78,5005,local,2016
Dhanuk,107,5005,local,2016
Dom,24,5005,local,2016
Dusadh/ Pasawan/ Pasi,12,5005,local,2016
Gaderi/Bhedihar,24,5005,local,2016
Gharti/Bhujel,31,5005,local,2016
Gurung,12,5005,local,2016
Hajam/Thakur,233,5005,local,2016
Halwai,74,5005,local,2016
Janajati Others,12,5005,local,2016
Jhangad/ Dhagar,382,5005,local,2016
Kahar,112,5005,local,2016
Kalwar,70,5005,local,2016
Kami,512,5005,local,2016
Kathabaniyan,35,5005,local,2016
Khatwe,30,5005,local,2016
Khawas,771,5005,local,2016
Koiri/Kushwaha,42,5005,local,2016
Kulung,25,5005,local,2016
Kumal,41,5005,local,2016
Kumhar,29,5005,local,2016
Kurmi,27,5005,local,2016
Limbu,42,5005,local,2016
Magar,365,5005,local,2016
Majhi,12,5005,local,2016
Mali,17,5005,local,2016
Mallaha,135,5005,local,2016
Marwadi,62,5005,local,2016
Musahar,1413,5005,local,2016
Musalman,259,5005,local,2016
Newar,281,5005,local,2016
Others,92,5005,local,2016
Punjabi/Sikh,45,5005,local,2016
Rai,162,5005,local,2016
Rajbansi,828,5005,local,2016
Sanyasi/Dasnami,210,5005,local,2016
Sarbaria,21,5005,local,2016
Sarki,71,5005,local,2016
Satar/ Santhal,35,5005,local,2016
Sherpa,11,5005,local,2016
Sudhi,116,5005,local,2016
Sunuwar,17,5005,local,2016
Tamang,270,5005,local,2016
Teli,460,5005,local,2016
Terai Others,54,5005,local,2016
Thakuri,17,5005,local,2016
Tharu,18240,5005,local,2016
Undefined Others,57,5005,local,2016
Yadav,78,5005,local,2016
Badhaee,112,5013,local,2016
Badi,28,5013,local,2016
Bangali,219,5013,local,2016
Bantaba,35,5013,local,2016
Bantar/Sardar,2771,5013,local,2016
Bin,171,5013,local,2016
Brahman - Hill,4548,5013,local,2016
Brahman - Tarai,120,5013,local,2016
Chamar/ Harijan/ Ram,129,5013,local,2016
Chhetri,4414,5013,local,2016
Dalit Others,61,5013,local,2016
Damai/Dholi,146,5013,local,2016
Dhanuk,3145,5013,local,2016
Dhimal,185,5013,local,2016
Dhobi,30,5013,local,2016
Dom,80,5013,local,2016
Dusadh/ Pasawan/ Pasi,558,5013,local,2016
Gaderi/Bhedihar,16,5013,local,2016
Gangai,83,5013,local,2016
Gharti/Bhujel,236,5013,local,2016
Gurung,69,5013,local,2016
Hajam/Thakur,496,5013,local,2016
Halwai,491,5013,local,2016
Jhangad/ Dhagar,910,5013,local,2016
Kahar,47,5013,local,2016
Kalwar,117,5013,local,2016
Kamar,17,5013,local,2016
Kami,263,5013,local,2016
Kanu,41,5013,local,2016
Kathabaniyan,281,5013,local,2016
Kayastha,62,5013,local,2016
Kewat,6384,5013,local,2016
Khatwe,61,5013,local,2016
Khawas,1162,5013,local,2016
Koiri/Kushwaha,430,5013,local,2016
Kumal,122,5013,local,2016
Kumhar,156,5013,local,2016
Kurmi,203,5013,local,2016
Limbu,221,5013,local,2016
Magar,651,5013,local,2016
Majhi,245,5013,local,2016
Mali,32,5013,local,2016
Mallaha,788,5013,local,2016
Marwadi,865,5013,local,2016
Musahar,3627,5013,local,2016
Musalman,1226,5013,local,2016
Newar,405,5013,local,2016
Nuniya,283,5013,local,2016
Others,82,5013,local,2016
Pattharkatta/ Kushwadiya,25,5013,local,2016
Punjabi/Sikh,14,5013,local,2016
Rai,359,5013,local,2016
Rajbansi,3022,5013,local,2016
Rajput,120,5013,local,2016
Raute,13,5013,local,2016
Samgpang,17,5013,local,2016
Sanyasi/Dasnami,196,5013,local,2016
Sarki,488,5013,local,2016
Satar/ Santhal,3560,5013,local,2016
Sonar,207,5013,local,2016
Sudhi,562,5013,local,2016
Tajpuriya,1197,5013,local,2016
Tamang,235,5013,local,2016
Tatma/Tatwa,54,5013,local,2016
Teli,1501,5013,local,2016
Terai Others,326,5013,local,2016
Thakuri,113,5013,local,2016
Thami,37,5013,local,2016
Tharu,1720,5013,local,2016
Undefined Others,116,5013,local,2016
Yadav,1307,5013,local,2016
Badhaee,29,5008,local,2016
Badi,195,5008,local,2016
Bangali,186,5008,local,2016
Bantar/Sardar,7819,5008,local,2016
Baraee,100,5008,local,2016
Bin,33,5008,local,2016
Brahman - Hill,1281,5008,local,2016
Brahman - Tarai,83,5008,local,2016
Chamar/ Harijan/ Ram,489,5008,local,2016
Chhetri,1295,5008,local,2016
Dalit Others,500,5008,local,2016
Damai/Dholi,33,5008,local,2016
Danuwar,26,5008,local,2016
Dhanuk,415,5008,local,2016
Dhobi,29,5008,local,2016
Dom,157,5008,local,2016
Dusadh/ Pasawan/ Pasi,733,5008,local,2016
Foreigner,25,5008,local,2016
Gangai,878,5008,local,2016
Gharti/Bhujel,19,5008,local,2016
Gurung,37,5008,local,2016
Hajam/Thakur,370,5008,local,2016
Halwai,460,5008,local,2016
Jhangad/ Dhagar,862,5008,local,2016
Kalwar,100,5008,local,2016
Kami,240,5008,local,2016
Kathabaniyan,795,5008,local,2016
Kayastha,85,5008,local,2016
Kewat,2005,5008,local,2016
Khawas,113,5008,local,2016
Koiri/Kushwaha,774,5008,local,2016
Kumhar,57,5008,local,2016
Kurmi,60,5008,local,2016
Limbu,39,5008,local,2016
Lohar,39,5008,local,2016
Magar,178,5008,local,2016
Majhi,91,5008,local,2016
Mallaha,861,5008,local,2016
Marwadi,514,5008,local,2016
Munda,697,5008,local,2016
Musahar,2142,5008,local,2016
Musalman,2820,5008,local,2016
Newar,472,5008,local,2016
Nuniya,30,5008,local,2016
Others,87,5008,local,2016
Rai,270,5008,local,2016
Rajbansi,5377,5008,local,2016
Rajbhar,78,5008,local,2016
Rajdhob,67,5008,local,2016
Rajput,107,5008,local,2016
Sanyasi/Dasnami,67,5008,local,2016
Sarbaria,21,5008,local,2016
Sarki,32,5008,local,2016
Satar/ Santhal,726,5008,local,2016
Sonar,640,5008,local,2016
Sudhi,84,5008,local,2016
Sunuwar,16,5008,local,2016
Tamang,174,5008,local,2016
Tatma/Tatwa,65,5008,local,2016
Teli,316,5008,local,2016
Terai Others,646,5008,local,2016
Thakuri,38,5008,local,2016
Tharu,1986,5008,local,2016
Undefined Others,86,5008,local,2016
Yadav,726,5008,local,2016
Badhaee,71,5004,local,2016
Badi,20,5004,local,2016
Bangali,33,5004,local,2016
Bantar/Sardar,3091,5004,local,2016
Baraee,98,5004,local,2016
Bin,33,5004,local,2016
Brahman - Hill,462,5004,local,2016
Brahman - Tarai,78,5004,local,2016
Chamar/ Harijan/ Ram,429,5004,local,2016
Chhetri,421,5004,local,2016
Damai/Dholi,47,5004,local,2016
Dhanuk,192,5004,local,2016
Dhobi,209,5004,local,2016
Dom,22,5004,local,2016
Dusadh/ Pasawan/ Pasi,1360,5004,local,2016
Gangai,10701,5004,local,2016
Gharti/Bhujel,17,5004,local,2016
Gurung,49,5004,local,2016
Hajam/Thakur,523,5004,local,2016
Halwai,427,5004,local,2016
Kahar,141,5004,local,2016
Kalwar,11,5004,local,2016
Kamar,45,5004,local,2016
Kami,78,5004,local,2016
Kathabaniyan,425,5004,local,2016
Kayastha,53,5004,local,2016
Kewat,2874,5004,local,2016
Khawas,712,5004,local,2016
Koiri/Kushwaha,16,5004,local,2016
Kumhar,37,5004,local,2016
Limbu,19,5004,local,2016
Lohar,45,5004,local,2016
Magar,40,5004,local,2016
Mali,17,5004,local,2016
Mallaha,940,5004,local,2016
Marwadi,36,5004,local,2016
Musahar,2474,5004,local,2016
Musalman,3229,5004,local,2016
Newar,45,5004,local,2016
Nuniya,1345,5004,local,2016
Others,64,5004,local,2016
Rai,14,5004,local,2016
Rajbansi,2755,5004,local,2016
Rajput,26,5004,local,2016
Sanyasi/Dasnami,132,5004,local,2016
Sarki,28,5004,local,2016
Satar/ Santhal,1250,5004,local,2016
Sonar,194,5004,local,2016
Sudhi,970,5004,local,2016
Sunuwar,32,5004,local,2016
Tamang,19,5004,local,2016
Teli,239,5004,local,2016
Terai Others,1362,5004,local,2016
Tharu,174,5004,local,2016
Undefined Others,52,5004,local,2016
Yadav,1218,5004,local,2016
Badhaee,22,5006,local,2016
Bangali,15,5006,local,2016
Bantar/Sardar,16,5006,local,2016
Baraee,90,5006,local,2016
Bin,403,5006,local,2016
Brahman - Hill,291,5006,local,2016
Brahman - Tarai,73,5006,local,2016
Byasi/Sauka,11,5006,local,2016
Chamar/ Harijan/ Ram,284,5006,local,2016
Chepang /Praja,216,5006,local,2016
Chhetri,108,5006,local,2016
Dhanuk,562,5006,local,2016
Dhobi,145,5006,local,2016
Dom,36,5006,local,2016
Dusadh/ Pasawan/ Pasi,238,5006,local,2016
Gangai,6850,5006,local,2016
Gurung,232,5006,local,2016
Hajam/Thakur,421,5006,local,2016
Halwai,180,5006,local,2016
Kahar,417,5006,local,2016
Kalwar,32,5006,local,2016
Kamar,27,5006,local,2016
Kami,35,5006,local,2016
Kathabaniyan,105,5006,local,2016
Kayastha,111,5006,local,2016
Kewat,910,5006,local,2016
Khaling,12,5006,local,2016
Koiri/Kushwaha,509,5006,local,2016
Kurmi,196,5006,local,2016
Limbu,45,5006,local,2016
Lohar,62,5006,local,2016
Magar,240,5006,local,2016
Majhi,11,5006,local,2016
Mali,24,5006,local,2016
Mallaha,2175,5006,local,2016
Musahar,2589,5006,local,2016
Musalman,2735,5006,local,2016
Newar,84,5006,local,2016
Nuniya,1880,5006,local,2016
Others,46,5006,local,2016
Rai,17,5006,local,2016
Rajbansi,3947,5006,local,2016
Rajbhar,1043,5006,local,2016
Rajput,419,5006,local,2016
Sanyasi/Dasnami,90,5006,local,2016
Sarbaria,1448,5006,local,2016
Sarki,155,5006,local,2016
Satar/ Santhal,6224,5006,local,2016
Sonar,109,5006,local,2016
Sudhi,1092,5006,local,2016
Sunuwar,1102,5006,local,2016
Tamang,47,5006,local,2016
Tatma/Tatwa,12,5006,local,2016
Teli,1226,5006,local,2016
Terai Others,612,5006,local,2016
Thakuri,26,5006,local,2016
Undefined Others,69,5006,local,2016
Yadav,1743,5006,local,2016
Bantaba,163,5009,local,2016
Brahman - Hill,2419,5009,local,2016
Chamling,29,5009,local,2016
Chhetri,4250,5009,local,2016
Damai/Dholi,804,5009,local,2016
Gharti/Bhujel,255,5009,local,2016
Gurung,421,5009,local,2016
Hajam/Thakur,29,5009,local,2016
Halwai,49,5009,local,2016
Jhangad/ Dhagar,25,5009,local,2016
Kami,1975,5009,local,2016
Kathabaniyan,18,5009,local,2016
Kumal,38,5009,local,2016
Kumhar,17,5009,local,2016
Limbu,6639,5009,local,2016
Magar,4234,5009,local,2016
Majhi,21,5009,local,2016
Musahar,139,5009,local,2016
Musalman,30,5009,local,2016
Newar,870,5009,local,2016
Others,78,5009,local,2016
Pattharkatta/ Kushwadiya,54,5009,local,2016
Rai,3275,5009,local,2016
Sanyasi/Dasnami,205,5009,local,2016
Sarki,340,5009,local,2016
Sherpa,22,5009,local,2016
Tamang,2447,5009,local,2016
Teli,66,5009,local,2016
Thakuri,432,5009,local,2016
Tharu,62,5009,local,2016
Undefined Others,34,5009,local,2016
Yadav,23,5009,local,2016
Yakkha,211,5009,local,2016
Yamphu,757,5009,local,2016
Amat,147,5002,local,2016
Badhaee,858,5002,local,2016
Badi,392,5002,local,2016
Bangali,2109,5002,local,2016
Bantaba,218,5002,local,2016
Bantar/Sardar,1449,5002,local,2016
Baraee,359,5002,local,2016
Bhote,17,5002,local,2016
Bin,230,5002,local,2016
Brahman - Hill,40176,5002,local,2016
Brahman - Tarai,1111,5002,local,2016
Byasi/Sauka,24,5002,local,2016
Chamar/ Harijan/ Ram,1240,5002,local,2016
Chamling,161,5002,local,2016
Chepang /Praja,12,5002,local,2016
Chhetri,21381,5002,local,2016
Dalit Others,607,5002,local,2016
Damai/Dholi,375,5002,local,2016
Danuwar,146,5002,local,2016
Dev,366,5002,local,2016
Dhanuk,6210,5002,local,2016
Dhimal,123,5002,local,2016
Dhobi,687,5002,local,2016
Dhunia,60,5002,local,2016
Dom,601,5002,local,2016
Dusadh/ Pasawan/ Pasi,2545,5002,local,2016
Foreigner,151,5002,local,2016
Gaderi/Bhedihar,304,5002,local,2016
Gangai,663,5002,local,2016
Gharti/Bhujel,696,5002,local,2016
