caste or ethnic group,total,geo_code,geo_level,geo_version
Danuwar,36,26004,local,2016
Dhanuk,28,26004,local,2016
Dhimal,34,26004,local,2016
Ghale,73,26004,local,2016
Gharti/Bhujel,484,26004,local,2016
Gurung,255,26004,local,2016
Hajam/Thakur,81,26004,local,2016
Halwai,33,26004,local,2016
Kalwar,32,26004,local,2016
Kami,625,26004,local,2016
Kathabaniyan,32,26004,local,2016
Kayastha,21,26004,local,2016
Koiri/Kushwaha,95,26004,local,2016
Kumal,27,26004,local,2016
Kurmi,16,26004,local,2016
Limbu,363,26004,local,2016
Magar,2262,26004,local,2016
Majhi,103,26004,local,2016
Marwadi,17,26004,local,2016
Musalman,217,26004,local,2016
Newar,23025,26004,local,2016
Others,144,26004,local,2016
Pahari,28,26004,local,2016
Rai,806,26004,local,2016
Rajbansi,13,26004,local,2016
Sanyasi/Dasnami,375,26004,local,2016
Sarki,893,26004,local,2016
Sherpa,90,26004,local,2016
Sudhi,45,26004,local,2016
Sunuwar,44,26004,local,2016
Tajpuriya,11,26004,local,2016
Tamang,8400,26004,local,2016
Tatma/Tatwa,12,26004,local,2016
Teli,88,26004,local,2016
Terai Others,110,26004,local,2016
Thakuri,219,26004,local,2016
Thami,16,26004,local,2016
Tharu,363,26004,local,2016
Yadav,149,26004,local,2016
Badi,67,26002,local,2016
Brahman - Hill,11528,26002,local,2016
Chhetri,14729,26002,local,2016
Dalit Others,464,26002,local,2016
Damai/Dholi,553,26002,local,2016
Dhanuk,12,26002,local,2016
Gharti/Bhujel,182,26002,local,2016
Gurung,462,26002,local,2016
Hajam/Thakur,26,26002,local,2016
Kami,467,26002,local,2016
Kanu,11,26002,local,2016
Kurmi,13,26002,local,2016
Limbu,68,26002,local,2016
Magar,982,26002,local,2016
Majhi,41,26002,local,2016
Musalman,63,26002,local,2016
Newar,16336,26002,local,2016
Others,108,26002,local,2016
Pahari,11,26002,local,2016
Rai,344,26002,local,2016
Sanyasi/Dasnami,1691,26002,local,2016
Sarki,436,26002,local,2016
Sherpa,23,26002,local,2016
Sunuwar,44,26002,local,2016
Tamang,6033,26002,local,2016
Teli,23,26002,local,2016
Terai Others,99,26002,local,2016
Thakuri,477,26002,local,2016
Thami,11,26002,local,2016
Tharu,94,26002,local,2016
Yadav,32,26002,local,2016
Badhaee,27,26003,local,2016
Badi,30,26003,local,2016
Bangali,25,26003,local,2016
Bantar/Sardar,12,26003,local,2016
Baraee,29,26003,local,2016
Bhote,20,26003,local,2016
Brahman - Hill,16184,26003,local,2016
Brahman - Tarai,121,26003,local,2016
Chamar/ Harijan/ Ram,15,26003,local,2016
Chhetri,14601,26003,local,2016
Dalit Others,136,26003,local,2016
Damai/Dholi,265,26003,local,2016
Danuwar,50,26003,local,2016
Dhanuk,44,26003,local,2016
Dhimal,25,26003,local,2016
Foreigner,23,26003,local,2016
Gharti/Bhujel,187,26003,local,2016
Gurung,517,26003,local,2016
Hajam/Thakur,139,26003,local,2016
Halwai,61,26003,local,2016
Jhangad/ Dhagar,21,26003,local,2016
Jirel,21,26003,local,2016
Kalwar,49,26003,local,2016
Kami,426,26003,local,2016
Kathabaniyan,21,26003,local,2016
Kayastha,92,26003,local,2016
Kewat,18,26003,local,2016
Khawas,11,26003,local,2016
Koiri/Kushwaha,74,26003,local,2016
Kumal,30,26003,local,2016
Kurmi,22,26003,local,2016
Limbu,483,26003,local,2016
Lohar,14,26003,local,2016
Magar,2298,26003,local,2016
Majhi,213,26003,local,2016
Mallaha,14,26003,local,2016
Marwadi,16,26003,local,2016
Musalman,864,26003,local,2016
Newar,34094,26003,local,2016
Others,105,26003,local,2016
Pahari,29,26003,local,2016
Punjabi/Sikh,34,26003,local,2016
Rai,1814,26003,local,2016
Rajbansi,45,26003,local,2016
Rajput,78,26003,local,2016
Sanyasi/Dasnami,652,26003,local,2016
Sarki,57,26003,local,2016
Satar/ Santhal,13,26003,local,2016
Sherpa,136,26003,local,2016
Sudhi,116,26003,local,2016
Sunuwar,177,26003,local,2016
Tamang,6749,26003,local,2016
Teli,185,26003,local,2016
Terai Others,72,26003,local,2016
Thakuri,410,26003,local,2016
Thami,54,26003,local,2016
Tharu,702,26003,local,2016
Thulung,12,26003,local,2016
Undefined Others,20,26003,local,2016
Yadav,269,26003,local,2016
Yakkha,15,26003,local,2016
Badi,16,26001,local,2016
Bangali,78,26001,local,2016
Brahman - Hill,2844,26001,local,2016
Brahman - Tarai,92,26001,local,2016
Chamar/ Harijan/ Ram,13,26001,local,2016
Chhetri,3605,26001,local,2016
Dalit Others,115,26001,local,2016
Damai/Dholi,119,26001,local,2016
Danuwar,25,26001,local,2016
Dhanuk,49,26001,local,2016
Dhimal,15,26001,local,2016
Foreigner,14,26001,local,2016
Gaine,39,26001,local,2016
Gharti/Bhujel,90,26001,local,2016
Gurung,287,26001,local,2016
Hajam/Thakur,116,26001,local,2016
Halwai,55,26001,local,2016
Kalwar,25,26001,local,2016
Kami,369,26001,local,2016
Kathabaniyan,66,26001,local,2016
Kayastha,33,26001,local,2016
Koiri/Kushwaha,56,26001,local,2016
Kumal,11,26001,local,2016
Kurmi,15,26001,local,2016
Limbu,157,26001,local,2016
Magar,928,26001,local,2016
Majhi,122,26001,local,2016
Marwadi,11,26001,local,2016
Musalman,246,26001,local,2016
Newar,64775,26001,local,2016
Others,174,26001,local,2016
Rai,463,26001,local,2016
Rajput,14,26001,local,2016
Sanyasi/Dasnami,205,26001,local,2016
Sarki,20,26001,local,2016
Sherpa,28,26001,local,2016
Sunuwar,27,26001,local,2016
Tamang,5633,26001,local,2016
Teli,132,26001,local,2016
Terai Others,184,26001,local,2016
Thakuri,115,26001,local,2016
Thami,16,26001,local,2016
Tharu,241,26001,local,2016
Yadav,110,26001,local,2016
Badi,115,20,district,2016
Brahman - Hill,16946,20,district,2016
Brahman - Tarai,35,20,district,2016
Chhetri,61874,20,district,2016
Dalit Others,13,20,district,2016
Damai/Dholi,4109,20,district,2016
Dhanuk,11,20,district,2016
Ghale,29,20,district,2016
Gharti/Bhujel,2689,20,district,2016
Gurung,969,20,district,2016
Hajam/Thakur,43,20,district,2016
Halwai,17,20,district,2016
Jirel,4489,20,district,2016
Kami,7924,20,district,2016
Kathabaniyan,37,20,district,2016
Koiri/Kushwaha,28,20,district,2016
Magar,2966,20,district,2016
Majhi,399,20,district,2016
Musalman,30,20,district,2016
Newar,17413,20,district,2016
Others,615,20,district,2016
Rai,120,20,district,2016
Sanyasi/Dasnami,1322,20,district,2016
Sarki,4019,20,district,2016
Sherpa,8840,20,district,2016
Sunuwar,1852,20,district,2016
Tamang,31138,20,district,2016
Teli,11,20,district,2016
Terai Others,33,20,district,2016
Thakuri,299,20,district,2016
Thami,16616,20,district,2016
Tharu,15,20,district,2016
Undefined Others,56,20,district,2016
Yadav,27,20,district,2016
Brahman - Hill,493,22003,local,2016
Chhetri,4006,22003,local,2016
Damai/Dholi,352,22003,local,2016
Gharti/Bhujel,267,22003,local,2016
Gurung,134,22003,local,2016
Hajam/Thakur,11,22003,local,2016
Kami,870,22003,local,2016
Koiri/Kushwaha,11,22003,local,2016
Magar,550,22003,local,2016
Newar,1070,22003,local,2016
Others,63,22003,local,2016
Sarki,172,22003,local,2016
Sherpa,1486,22003,local,2016
Sunuwar,12,22003,local,2016
Tamang,5370,22003,local,2016
Thakuri,74,22003,local,2016
Thami,3508,22003,local,2016
Badi,12,22008,local,2016
Brahman - Hill,578,22008,local,2016
Chhetri,6779,22008,local,2016
Damai/Dholi,297,22008,local,2016
Ghale,29,22008,local,2016
Gharti/Bhujel,317,22008,local,2016
Gurung,143,22008,local,2016
Kami,976,22008,local,2016
Magar,530,22008,local,2016
Newar,3802,22008,local,2016
Others,37,22008,local,2016
Sanyasi/Dasnami,34,22008,local,2016
Sarki,15,22008,local,2016
Sherpa,15,22008,local,2016
Tamang,6101,22008,local,2016
Thami,33,22008,local,2016
Brahman - Hill,3574,22009,local,2016
Chhetri,8138,22009,local,2016
Damai/Dholi,566,22009,local,2016
Gharti/Bhujel,428,22009,local,2016
Gurung,46,22009,local,2016
Kami,1123,22009,local,2016
Magar,156,22009,local,2016
Majhi,272,22009,local,2016
Newar,881,22009,local,2016
Others,54,22009,local,2016
Rai,13,22009,local,2016
Sanyasi/Dasnami,221,22009,local,2016
Sarki,1252,22009,local,2016
Sherpa,257,22009,local,2016
Sunuwar,1034,22009,local,2016
Tamang,820,22009,local,2016
Thami,14,22009,local,2016
Badi,53,22002,local,2016
Brahman - Hill,3599,22002,local,2016
Brahman - Tarai,18,22002,local,2016
Chhetri,9662,22002,local,2016
Dalit Others,13,22002,local,2016
Damai/Dholi,437,22002,local,2016
Dhanuk,11,22002,local,2016
Gharti/Bhujel,640,22002,local,2016
Gurung,77,22002,local,2016
Hajam/Thakur,32,22002,local,2016
Halwai,17,22002,local,2016
Jirel,38,22002,local,2016
Kami,1115,22002,local,2016
Kathabaniyan,37,22002,local,2016
Koiri/Kushwaha,17,22002,local,2016
Magar,178,22002,local,2016
Musalman,30,22002,local,2016
Newar,5868,22002,local,2016
Others,127,22002,local,2016
Rai,44,22002,local,2016
Sanyasi/Dasnami,107,22002,local,2016
Sarki,574,22002,local,2016
Sherpa,438,22002,local,2016
Sunuwar,35,22002,local,2016
Tamang,5073,22002,local,2016
Terai Others,14,22002,local,2016
Thakuri,101,22002,local,2016
Thami,4077,22002,local,2016
Undefined Others,42,22002,local,2016
Yadav,12,22002,local,2016
Brahman - Hill,294,22004,local,2016
Chhetri,6046,22004,local,2016
Damai/Dholi,326,22004,local,2016
Gharti/Bhujel,164,22004,local,2016
Gurung,524,22004,local,2016
Jirel,635,22004,local,2016
Kami,1011,22004,local,2016
Magar,322,22004,local,2016
Newar,753,22004,local,2016
Others,69,22004,local,2016
Sarki,204,22004,local,2016
Sherpa,3448,22004,local,2016
Tamang,3067,22004,local,2016
Terai Others,19,22004,local,2016
Thakuri,52,22004,local,2016
Thami,128,22004,local,2016
Badi,22,22006,local,2016
Brahman - Hill,3025,22006,local,2016
Brahman - Tarai,17,22006,local,2016
Chhetri,8214,22006,local,2016
Damai/Dholi,429,22006,local,2016
Gharti/Bhujel,47,22006,local,2016
Kami,430,22006,local,2016
Magar,59,22006,local,2016
Majhi,127,22006,local,2016
Newar,699,22006,local,2016
Others,59,22006,local,2016
Sarki,267,22006,local,2016
Sherpa,126,22006,local,2016
Sunuwar,26,22006,local,2016
Tamang,918,22006,local,2016
Thakuri,72,22006,local,2016
Thami,8417,22006,local,2016
Brahman - Hill,373,22005,local,2016
Chhetri,4366,22005,local,2016
Damai/Dholi,407,22005,local,2016
Gharti/Bhujel,74,22005,local,2016
Gurung,45,22005,local,2016
Jirel,3360,22005,local,2016
Kami,628,22005,local,2016
Magar,21,22005,local,2016
Newar,755,22005,local,2016
Others,69,22005,local,2016
Rai,41,22005,local,2016
Sanyasi/Dasnami,50,22005,local,2016
Sherpa,2792,22005,local,2016
Sunuwar,745,22005,local,2016
Tamang,1748,22005,local,2016
Teli,11,22005,local,2016
Tharu,15,22005,local,2016
Yadav,15,22005,local,2016
Brahman - Hill,1586,22007,local,2016
Chhetri,8673,22007,local,2016
Damai/Dholi,478,22007,local,2016
Gharti/Bhujel,472,22007,local,2016
Kami,1010,22007,local,2016
Magar,1078,22007,local,2016
Newar,1765,22007,local,2016
Others,63,22007,local,2016
Sanyasi/Dasnami,401,22007,local,2016
Sarki,508,22007,local,2016
Tamang,3849,22007,local,2016
Thami,313,22007,local,2016
Undefined Others,14,22007,local,2016
Badi,28,22001,local,2016
Brahman - Hill,3424,22001,local,2016
Chhetri,5990,22001,local,2016
Damai/Dholi,817,22001,local,2016
Gharti/Bhujel,280,22001,local,2016
Jirel,456,22001,local,2016
Kami,761,22001,local,2016
Magar,72,22001,local,2016
Newar,1820,22001,local,2016
Others,74,22001,local,2016
Rai,22,22001,local,2016
Sanyasi/Dasnami,509,22001,local,2016
Sarki,1027,22001,local,2016
Sherpa,278,22001,local,2016
Tamang,4192,22001,local,2016
Thami,126,22001,local,2016
Badhaee,31,41,district,2016
Badi,38,41,district,2016
Bangali,71,41,district,2016
Baraee,72,41,district,2016
Bhote,18,41,district,2016
Bin,35,41,district,2016
Brahman - Hill,58625,41,district,2016
Brahman - Tarai,331,41,district,2016
Brahmu/ Baramo,62,41,district,2016
Chamar/ Harijan/ Ram,39,41,district,2016
Chamling,34,41,district,2016
Chepang /Praja,19217,41,district,2016
Chhetri,43606,41,district,2016
Dalit Others,440,41,district,2016
Damai/Dholi,3441,41,district,2016
Danuwar,1392,41,district,2016
Darai,14,41,district,2016
Dev,12,41,district,2016
Dhanuk,106,41,district,2016
Dhobi,57,41,district,2016
Dom,11,41,district,2016
Dusadh/ Pasawan/ Pasi,22,41,district,2016
Foreigner,14,41,district,2016
Gaderi/Bhedihar,18,41,district,2016
Ghale,597,41,district,2016
Gharti/Bhujel,952,41,district,2016
Gurung,2788,41,district,2016
Hajam/Thakur,365,41,district,2016
Halwai,66,41,district,2016
Kalwar,436,41,district,2016
Kami,12068,41,district,2016
Kanu,372,41,district,2016
Kathabaniyan,1412,41,district,2016
Kayastha,193,41,district,2016
Kewat,20,41,district,2016
Koiri/Kushwaha,182,41,district,2016
Kumal,108,41,district,2016
Kumhar,22,41,district,2016
Kurmi,91,41,district,2016
Limbu,212,41,district,2016
Lodh,13,41,district,2016
Lohar,68,41,district,2016
Magar,18656,41,district,2016
Majhi,3156,41,district,2016
Mallaha,31,41,district,2016
Marwadi,294,41,district,2016
Musalman,1689,41,district,2016
Newar,25857,41,district,2016
Nuniya,22,41,district,2016
Others,871,41,district,2016
Pahari,1288,41,district,2016
Rai,7908,41,district,2016
Rajbansi,27,41,district,2016
Rajput,112,41,district,2016
Sanyasi/Dasnami,1357,41,district,2016
Sarki,1439,41,district,2016
Sherpa,20,41,district,2016
Sonar,103,41,district,2016
Sudhi,105,41,district,2016
Sunuwar,440,41,district,2016
Tamang,200670,41,district,2016
Tatma/Tatwa,37,41,district,2016
Teli,429,41,district,2016
Terai Others,274,41,district,2016
Thakuri,1782,41,district,2016
Thami,76,41,district,2016
Tharu,898,41,district,2016
Undefined Others,16,41,district,2016
Yadav,373,41,district,2016
Brahman - Hill,1806,31010,local,2016
Chhetri,8045,31010,local,2016
Dalit Others,39,31010,local,2016
Damai/Dholi,377,31010,local,2016
Ghale,67,31010,local,2016
Gharti/Bhujel,177,31010,local,2016
Gurung,502,31010,local,2016
Hajam/Thakur,12,31010,local,2016
Kalwar,85,31010,local,2016
Kami,651,31010,local,2016
Magar,853,31010,local,2016
Musalman,57,31010,local,2016
Newar,8372,31010,local,2016
Others,97,31010,local,2016
Rai,19,31010,local,2016
Sanyasi/Dasnami,52,31010,local,2016
Sarki,134,31010,local,2016
Sunuwar,71,31010,local,2016
Tamang,19657,31010,local,2016
Teli,11,31010,local,2016
Thakuri,496,31010,local,2016
Tharu,32,31010,local,2016
Yadav,11,31010,local,2016
Brahman - Hill,344,31006,local,2016
Chepang /Praja,4044,31006,local,2016
Chhetri,1089,31006,local,2016
Dalit Others,50,31006,local,2016
Damai/Dholi,165,31006,local,2016
Ghale,11,31006,local,2016
Gharti/Bhujel,131,31006,local,2016
Gurung,510,31006,local,2016
Kami,612,31006,local,2016
Magar,569,31006,local,2016
Newar,99,31006,local,2016
Others,68,31006,local,2016
Sanyasi/Dasnami,89,31006,local,2016
Tamang,16063,31006,local,2016
Thakuri,54,31006,local,2016
Yadav,24,31006,local,2016
Brahman - Hill,1708,31003,local,2016
Brahman - Tarai,17,31003,local,2016
Chepang /Praja,761,31003,local,2016
Chhetri,1623,31003,local,2016
Damai/Dholi,157,31003,local,2016
Gharti/Bhujel,24,31003,local,2016
Gurung,63,31003,local,2016
Kami,678,31003,local,2016
Kathabaniyan,16,31003,local,2016
Koiri/Kushwaha,27,31003,local,2016
Magar,3307,31003,local,2016
Musalman,19,31003,local,2016
Newar,781,31003,local,2016
Others,100,31003,local,2016
Rai,96,31003,local,2016
Sarki,48,31003,local,2016
Sunuwar,63,31003,local,2016
Tamang,13761,31003,local,2016
Teli,15,31003,local,2016
Thakuri,32,31003,local,2016
Tharu,33,31003,local,2016
Yadav,15,31003,local,2016
Brahman - Hill,521,31001,local,2016
Brahmu/ Baramo,37,31001,local,2016
Chhetri,601,31001,local,2016
Damai/Dholi,226,31001,local,2016
Danuwar,55,31001,local,2016
Dhanuk,14,31001,local,2016
Gharti/Bhujel,19,31001,local,2016
Kalwar,13,31001,local,2016
Kami,986,31001,local,2016
Kathabaniyan,15,31001,local,2016
Magar,3785,31001,local,2016
Majhi,1434,31001,local,2016
Newar,491,31001,local,2016
Others,80,31001,local,2016
Pahari,1187,31001,local,2016
Rai,2526,31001,local,2016
Sarki,41,31001,local,2016
Sunuwar,14,31001,local,2016
Tamang,18450,31001,local,2016
Brahman - Hill,223,31005,local,2016
Chhetri,1062,31005,local,2016
Damai/Dholi,54,31005,local,2016
Gurung,30,31005,local,2016
Hajam/Thakur,126,31005,local,2016
Kami,121,31005,local,2016
Magar,908,31005,local,2016
Newar,1178,31005,local,2016
Others,52,31005,local,2016
Sanyasi/Dasnami,31,31005,local,2016
Tamang,9957,31005,local,2016
Thakuri,50,31005,local,2016
Tharu,17,31005,local,2016
Brahman - Hill,2369,31002,local,2016
Brahman - Tarai,129,31002,local,2016
Brahmu/ Baramo,25,31002,local,2016
Chhetri,2312,31002,local,2016
Dalit Others,116,31002,local,2016
Damai/Dholi,149,31002,local,2016
Danuwar,448,31002,local,2016
Ghale,441,31002,local,2016
Gharti/Bhujel,14,31002,local,2016
Gurung,127,31002,local,2016
Kalwar,42,31002,local,2016
Kami,1207,31002,local,2016
Kathabaniyan,35,31002,local,2016
Limbu,13,31002,local,2016
Magar,568,31002,local,2016
Majhi,1326,31002,local,2016
Newar,151,31002,local,2016
Others,115,31002,local,2016
Pahari,55,31002,local,2016
Rai,824,31002,local,2016
Sonar,12,31002,local,2016
Sunuwar,61,31002,local,2016
Tamang,29039,31002,local,2016
Terai Others,17,31002,local,2016
Yadav,25,31002,local,2016
Brahman - Hill,4403,31008,local,2016
Chepang /Praja,3602,31008,local,2016
Chhetri,5001,31008,local,2016
Dalit Others,18,31008,local,2016
Damai/Dholi,539,31008,local,2016
Danuwar,28,31008,local,2016
Gharti/Bhujel,48,31008,local,2016
Gurung,215,31008,local,2016
Kami,1770,31008,local,2016
Kanu,12,31008,local,2016
Kathabaniyan,11,31008,local,2016
Limbu,59,31008,local,2016
Magar,1060,31008,local,2016
Majhi,197,31008,local,2016
Musalman,118,31008,local,2016
Newar,798,31008,local,2016
Others,92,31008,local,2016
Pahari,30,31008,local,2016
Rai,1401,31008,local,2016
Rajput,11,31008,local,2016
Sanyasi/Dasnami,632,31008,local,2016
Sarki,106,31008,local,2016
Tamang,17966,31008,local,2016
Teli,25,31008,local,2016
Thakuri,217,31008,local,2016
Tharu,24,31008,local,2016
Undefined Others,16,31008,local,2016
Brahman - Hill,59,31009,local,2016
Chepang /Praja,9799,31009,local,2016
Chhetri,1025,31009,local,2016
Damai/Dholi,156,31009,local,2016
Gharti/Bhujel,20,31009,local,2016
Kami,662,31009,local,2016
Magar,446,31009,local,2016
Newar,174,31009,local,2016
Others,90,31009,local,2016
Sanyasi/Dasnami,13,31009,local,2016
Sunuwar,34,31009,local,2016
Tamang,13235,31009,local,2016
Thakuri,465,31009,local,2016
Yadav,14,31009,local,2016
Brahman - Hill,6603,31007,local,2016
Chepang /Praja,15,31007,local,2016
Chhetri,1770,31007,local,2016
Damai/Dholi,202,31007,local,2016
Gurung,62,31007,local,2016
Kami,574,31007,local,2016
Magar,559,31007,local,2016
Newar,353,31007,local,2016
Others,58,31007,local,2016
Sanyasi/Dasnami,17,31007,local,2016
Sunuwar,22,31007,local,2016
Tamang,15048,31007,local,2016
Terai Others,16,31007,local,2016
Thakuri,23,31007,local,2016
Badhaee,31,31004,local,2016
Badi,38,31004,local,2016
Bangali,71,31004,local,2016
Baraee,72,31004,local,2016
Bhote,18,31004,local,2016
Bin,35,31004,local,2016
Brahman - Hill,40589,31004,local,2016
Brahman - Tarai,185,31004,local,2016
Chamar/ Harijan/ Ram,39,31004,local,2016
Chamling,34,31004,local,2016
Chepang /Praja,996,31004,local,2016
Chhetri,21078,31004,local,2016
Dalit Others,217,31004,local,2016
Damai/Dholi,1416,31004,local,2016
Danuwar,861,31004,local,2016
Darai,14,31004,local,2016
Dev,12,31004,local,2016
Dhanuk,92,31004,local,2016
Dhobi,57,31004,local,2016
Dom,11,31004,local,2016
Dusadh/ Pasawan/ Pasi,22,31004,local,2016
Foreigner,14,31004,local,2016
Gaderi/Bhedihar,18,31004,local,2016
Ghale,78,31004,local,2016
Gharti/Bhujel,519,31004,local,2016
Gurung,1279,31004,local,2016
Hajam/Thakur,227,31004,local,2016
Halwai,66,31004,local,2016
Kalwar,296,31004,local,2016
Kami,4807,31004,local,2016
Kanu,360,31004,local,2016
Kathabaniyan,1335,31004,local,2016
Kayastha,193,31004,local,2016
Kewat,20,31004,local,2016
Koiri/Kushwaha,155,31004,local,2016
Kumal,108,31004,local,2016
Kumhar,22,31004,local,2016
Kurmi,91,31004,local,2016
Limbu,140,31004,local,2016
Lodh,13,31004,local,2016
Lohar,68,31004,local,2016
Magar,6601,31004,local,2016
Majhi,199,31004,local,2016
Mallaha,31,31004,local,2016
Marwadi,294,31004,local,2016
Musalman,1495,31004,local,2016
Newar,13460,31004,local,2016
Nuniya,22,31004,local,2016
Others,119,31004,local,2016
Pahari,16,31004,local,2016
Rai,3042,31004,local,2016
Rajbansi,27,31004,local,2016
Rajput,101,31004,local,2016
Sanyasi/Dasnami,523,31004,local,2016
Sarki,1110,31004,local,2016
Sherpa,20,31004,local,2016
Sonar,91,31004,local,2016
Sudhi,105,31004,local,2016
Sunuwar,175,31004,local,2016
Tamang,47494,31004,local,2016
Tatma/Tatwa,37,31004,local,2016
Teli,378,31004,local,2016
Terai Others,241,31004,local,2016
Thakuri,445,31004,local,2016
Thami,76,31004,local,2016
Tharu,792,31004,local,2016
Yadav,284,31004,local,2016
Badi,109,36,district,2016
Bangali,16,36,district,2016
Bhote,203,36,district,2016
Brahman - Hill,80829,36,district,2016
Brahman - Tarai,33,36,district,2016
Chamar/ Harijan/ Ram,36,36,district,2016
Chhetri,50063,36,district,2016
Dalit Others,945,36,district,2016
Damai/Dholi,5531,36,district,2016
Danuwar,6850,36,district,2016
Dhanuk,19,36,district,2016
Dhobi,13,36,district,2016
Gaine,13,36,district,2016
Ghale,13,36,district,2016
Gharti/Bhujel,3357,36,district,2016
Gurung,1004,36,district,2016
Hajam/Thakur,104,36,district,2016
Halwai,19,36,district,2016
Hayu,44,36,district,2016
Kalwar,86,36,district,2016
Kami,9138,36,district,2016
Kanu,13,36,district,2016
Kathabaniyan,92,36,district,2016
Kayastha,29,36,district,2016
Koiri/Kushwaha,21,36,district,2016
Kurmi,14,36,district,2016
Limbu,202,36,district,2016
Magar,14234,36,district,2016
Majhi,2736,36,district,2016
Marwadi,23,36,district,2016
Musalman,276,36,district,2016
Newar,49655,36,district,2016
Others,851,36,district,2016
Pahari,3528,36,district,2016
Rai,1008,36,district,2016
Sanyasi/Dasnami,3527,36,district,2016
Sarki,7096,36,district,2016
Sherpa,23,36,district,2016
Sonar,64,36,district,2016
Sudhi,18,36,district,2016
Sunuwar,171,36,district,2016
Tamang,129364,36,district,2016
Teli,154,36,district,2016
Terai Others,290,36,district,2016
Thakuri,2852,36,district,2016
Thami,133,36,district,2016
Tharu,213,36,district,2016
Undefined Others,89,36,district,2016
Yadav,120,36,district,2016
Badi,14,24001,local,2016
Bangali,16,24001,local,2016
Brahman - Hill,13795,24001,local,2016
Brahman - Tarai,20,24001,local,2016
Chamar/ Harijan/ Ram,16,24001,local,2016
Chhetri,11407,24001,local,2016
Dalit Others,208,24001,local,2016
Damai/Dholi,623,24001,local,2016
Danuwar,37,24001,local,2016
Dhanuk,19,24001,local,2016
Dhobi,13,24001,local,2016
Gaine,13,24001,local,2016
Gharti/Bhujel,758,24001,local,2016
Gurung,215,24001,local,2016
Hajam/Thakur,23,24001,local,2016
Kalwar,39,24001,local,2016
Kami,774,24001,local,2016
Kanu,13,24001,local,2016
Kathabaniyan,20,24001,local,2016
Kayastha,15,24001,local,2016
Koiri/Kushwaha,21,24001,local,2016
Kurmi,14,24001,local,2016
Limbu,58,24001,local,2016
Magar,1214,24001,local,2016
Majhi,71,24001,local,2016
Marwadi,23,24001,local,2016
Musalman,130,24001,local,2016
Newar,18122,24001,local,2016
Others,80,24001,local,2016
Pahari,11,24001,local,2016
Rai,278,24001,local,2016
Sanyasi/Dasnami,405,24001,local,2016
Sarki,964,24001,local,2016
Sherpa,23,24001,local,2016
Sudhi,18,24001,local,2016
Sunuwar,22,24001,local,2016
Tamang,5565,24001,local,2016
Teli,110,24001,local,2016
Terai Others,171,24001,local,2016
Thakuri,87,24001,local,2016
Thami,14,24001,local,2016
Tharu,103,24001,local,2016
Undefined Others,14,24001,local,2016
Yadav,72,24001,local,2016
Brahman - Hill,9762,24011,local,2016
Chhetri,3460,24011,local,2016
Dalit Others,128,24011,local,2016
Damai/Dholi,789,24011,local,2016
Danuwar,5041,24011,local,2016
Gharti/Bhujel,531,24011,local,2016
Gurung,15,24011,local,2016
Hajam/Thakur,21,24011,local,2016
Kalwar,25,24011,local,2016
Kami,1336,24011,local,2016
Kathabaniyan,60,24011,local,2016
Limbu,129,24011,local,2016
Magar,590,24011,local,2016
Musalman,41,24011,local,2016
Newar,4283,24011,local,2016
Others,100,24011,local,2016
Pahari,216,24011,local,2016
Rai,94,24011,local,2016
Sanyasi/Dasnami,626,24011,local,2016
Sarki,1911,24011,local,2016
Sunuwar,73,24011,local,2016
Tamang,8300,24011,local,2016
Teli,17,24011,local,2016
Thakuri,386,24011,local,2016
Tharu,21,24011,local,2016
Undefined Others,30,24011,local,2016
Yadav,12,24011,local,2016
Brahman - Hill,88,24007,local,2016
Chhetri,205,24007,local,2016
Damai/Dholi,26,24007,local,2016
Kami,495,24007,local,2016
Magar,3880,24007,local,2016
Majhi,190,24007,local,2016
Newar,478,24007,local,2016
Others,43,24007,local,2016
Pahari,25,24007,local,2016
Sarki,76,24007,local,2016
Tamang,12777,24007,local,2016
Badi,25,24010,local,2016
Brahman - Hill,12691,24010,local,2016
Chhetri,12902,24010,local,2016
Damai/Dholi,636,24010,local,2016
Danuwar,30,24010,local,2016
Gharti/Bhujel,476,24010,local,2016
Gurung,164,24010,local,2016
Halwai,19,24010,local,2016
Kalwar,22,24010,local,2016
Kami,546,24010,local,2016
Magar,320,24010,local,2016
Musalman,57,24010,local,2016
Newar,8666,24010,local,2016
Others,90,24010,local,2016
Pahari,325,24010,local,2016
Rai,222,24010,local,2016
Sanyasi/Dasnami,370,24010,local,2016
Sarki,717,24010,local,2016
Tamang,8095,24010,local,2016
Teli,15,24010,local,2016
Terai Others,60,24010,local,2016
Thakuri,65,24010,local,2016
Thami,42,24010,local,2016
Tharu,23,24010,local,2016
Yadav,17,24010,local,2016
Badi,13,24008,local,2016
Bhote,163,24008,local,2016
Brahman - Hill,11401,24008,local,2016
Chhetri,3383,24008,local,2016
Dalit Others,87,24008,local,2016
Damai/Dholi,812,24008,local,2016
Danuwar,1701,24008,local,2016
Gharti/Bhujel,265,24008,local,2016
Gurung,431,24008,local,2016
Kami,792,24008,local,2016
Kathabaniyan,12,24008,local,2016
Magar,258,24008,local,2016
Majhi,327,24008,local,2016
Musalman,17,24008,local,2016
Newar,2107,24008,local,2016
Others,76,24008,local,2016
Rai,264,24008,local,2016
Sanyasi/Dasnami,299,24008,local,2016
Sarki,983,24008,local,2016
Sonar,47,24008,local,2016
Tamang,9010,24008,local,2016
