language,total,geo_code,geo_level,geo_version
Gurung,66,4002,local,2016
Hindi,11,4002,local,2016
Limbu,1312,4002,local,2016
Magar,257,4002,local,2016
Maithili,2704,4002,local,2016
Majhi,31,4002,local,2016
Meche,157,4002,local,2016
Nepali,13340,4002,local,2016
Newar,596,4002,local,2016
Not Reported,42,4002,local,2016
Others,64,4002,local,2016
Rai,536,4002,local,2016
Rajbanshi,7703,4002,local,2016
Santhali,2586,4002,local,2016
Sherpa,53,4002,local,2016
Sign Language,11,4002,local,2016
Sunuwar,40,4002,local,2016
Tajpuriya,155,4002,local,2016
Tamang,637,4002,local,2016
Tharu,188,4002,local,2016
Urdu,2839,4002,local,2016
Bangla,17,4005,local,2016
Bantawa,180,4005,local,2016
Bhojpuri,117,4005,local,2016
Chamling,134,4005,local,2016
Danuwar,97,4005,local,2016
Dhimal,744,4005,local,2016
Gurung,79,4005,local,2016
Hindi,22,4005,local,2016
Khaling,28,4005,local,2016
Kisan,70,4005,local,2016
Kulung,71,4005,local,2016
Kumal,13,4005,local,2016
Lapcha,68,4005,local,2016
Limbu,4522,4005,local,2016
Lohorung,20,4005,local,2016
Magar,613,4005,local,2016
Maithili,334,4005,local,2016
Majhi,21,4005,local,2016
Nepali,30330,4005,local,2016
Newar,561,4005,local,2016
Not Reported,235,4005,local,2016
Others,171,4005,local,2016
Rai,1189,4005,local,2016
Rajbanshi,307,4005,local,2016
Sampang,20,4005,local,2016
Santhali,13,4005,local,2016
Sherpa,120,4005,local,2016
Sunuwar,50,4005,local,2016
Tamang,954,4005,local,2016
Tharu,353,4005,local,2016
Thulung,14,4005,local,2016
Urdu,101,4005,local,2016
Yakkha,17,4005,local,2016
Bangla,105,4007,local,2016
Bantawa,59,4007,local,2016
Bhojpuri,94,4007,local,2016
Bhujel,14,4007,local,2016
Chamling,52,4007,local,2016
Danuwar,53,4007,local,2016
Dhimal,179,4007,local,2016
Doteli,12,4007,local,2016
Ganagai,258,4007,local,2016
Gurung,80,4007,local,2016
Hindi,104,4007,local,2016
Limbu,1144,4007,local,2016
Magar,333,4007,local,2016
Maithili,3790,4007,local,2016
Majhi,62,4007,local,2016
Nepali,32868,4007,local,2016
Newar,725,4007,local,2016
Not Reported,648,4007,local,2016
Others,320,4007,local,2016
Rai,458,4007,local,2016
Rajbanshi,3723,4007,local,2016
Sampang,16,4007,local,2016
Santhali,2403,4007,local,2016
Sunuwar,46,4007,local,2016
Tajpuriya,3694,4007,local,2016
Tamang,792,4007,local,2016
Tharu,469,4007,local,2016
Uranw/Urau,37,4007,local,2016
Urdu,467,4007,local,2016
Yakkha,28,4007,local,2016
Bahing,67,11,district,2016
Bantawa,35777,11,district,2016
Bhojpuri,104,11,district,2016
Bhujel,457,11,district,2016
Chamling,2236,11,district,2016
Dumi,50,11,district,2016
Dungmali,5465,11,district,2016
Ghale,229,11,district,2016
Gurung,495,11,district,2016
Khaling,256,11,district,2016
Khash,34,11,district,2016
Koyee,281,11,district,2016
Kulung,4428,11,district,2016
Lhomi,13,11,district,2016
Limbu,148,11,district,2016
Magar,6216,11,district,2016
Maithili,300,11,district,2016
Mewahang,594,11,district,2016
Nachhiring,1312,11,district,2016
Nepali,88765,11,district,2016
Newar,8069,11,district,2016
Not Reported,374,11,district,2016
Others,1585,11,district,2016
Rai,2614,11,district,2016
Sam,75,11,district,2016
Sampang,3608,11,district,2016
Sanskrit,119,11,district,2016
Sherpa,2806,11,district,2016
Sunuwar,86,11,district,2016
Tamang,13605,11,district,2016
Thami,190,11,district,2016
Tharu,44,11,district,2016
Thulung,556,11,district,2016
Yakkha,241,11,district,2016
Yamphu/Yamphe,26,11,district,2016
Bantawa,3003,10003,local,2016
Bhujel,26,10003,local,2016
Chamling,150,10003,local,2016
Dungmali,37,10003,local,2016
Gurung,208,10003,local,2016
Khash,34,10003,local,2016
Kulung,11,10003,local,2016
Limbu,34,10003,local,2016
Magar,209,10003,local,2016
Maithili,84,10003,local,2016
Nepali,14027,10003,local,2016
Newar,4080,10003,local,2016
Not Reported,113,10003,local,2016
Others,365,10003,local,2016
Rai,385,10003,local,2016
Sampang,741,10003,local,2016
Sanskrit,74,10003,local,2016
Sherpa,517,10003,local,2016
Tamang,3077,10003,local,2016
Tharu,12,10003,local,2016
Thulung,17,10003,local,2016
Bahing,39,10008,local,2016
Bantawa,661,10008,local,2016
Bhojpuri,104,10008,local,2016
Chamling,122,10008,local,2016
Dumi,32,10008,local,2016
Ghale,32,10008,local,2016
Gurung,212,10008,local,2016
Khaling,11,10008,local,2016
Koyee,54,10008,local,2016
Kulung,757,10008,local,2016
Limbu,43,10008,local,2016
Magar,634,10008,local,2016
Maithili,35,10008,local,2016
Mewahang,24,10008,local,2016
Nachhiring,68,10008,local,2016
Nepali,18176,10008,local,2016
Newar,1184,10008,local,2016
Not Reported,41,10008,local,2016
Others,892,10008,local,2016
Rai,407,10008,local,2016
Sam,63,10008,local,2016
Sampang,2539,10008,local,2016
Sherpa,763,10008,local,2016
Sunuwar,72,10008,local,2016
Tamang,4502,10008,local,2016
Tharu,19,10008,local,2016
Thulung,120,10008,local,2016
Bantawa,36,10007,local,2016
Chamling,27,10007,local,2016
Dumi,18,10007,local,2016
Ghale,197,10007,local,2016
Gurung,22,10007,local,2016
Khaling,17,10007,local,2016
Kulung,3620,10007,local,2016
Lhomi,13,10007,local,2016
Limbu,39,10007,local,2016
Magar,97,10007,local,2016
Maithili,20,10007,local,2016
Mewahang,570,10007,local,2016
Nachhiring,1244,10007,local,2016
Nepali,4895,10007,local,2016
Newar,115,10007,local,2016
Not Reported,16,10007,local,2016
Others,40,10007,local,2016
Rai,79,10007,local,2016
Sam,12,10007,local,2016
Sampang,130,10007,local,2016
Sherpa,524,10007,local,2016
Sunuwar,14,10007,local,2016
Tamang,932,10007,local,2016
Thulung,167,10007,local,2016
Yakkha,241,10007,local,2016
Yamphu/Yamphe,26,10007,local,2016
Bantawa,476,10005,local,2016
Bhujel,68,10005,local,2016
Dungmali,4012,10005,local,2016
Khaling,34,10005,local,2016
Limbu,19,10005,local,2016
Magar,254,10005,local,2016
Maithili,14,10005,local,2016
Nepali,8485,10005,local,2016
Newar,302,10005,local,2016
Others,35,10005,local,2016
Rai,297,10005,local,2016
Sherpa,175,10005,local,2016
Tamang,1223,10005,local,2016
Bantawa,6872,10001,local,2016
Chamling,82,10001,local,2016
Khaling,123,10001,local,2016
Magar,1637,10001,local,2016
Maithili,25,10001,local,2016
Nepali,8698,10001,local,2016
Newar,206,10001,local,2016
Not Reported,17,10001,local,2016
Others,24,10001,local,2016
Rai,255,10001,local,2016
Sherpa,527,10001,local,2016
Tamang,240,10001,local,2016
Thulung,14,10001,local,2016
Bantawa,1186,10002,local,2016
Bhujel,101,10002,local,2016
Chamling,56,10002,local,2016
Dungmali,1416,10002,local,2016
Limbu,13,10002,local,2016
Magar,2366,10002,local,2016
Maithili,24,10002,local,2016
Nepali,9568,10002,local,2016
Newar,1209,10002,local,2016
Not Reported,108,10002,local,2016
Others,71,10002,local,2016
Rai,242,10002,local,2016
Tamang,1137,10002,local,2016
Thami,190,10002,local,2016
Bahing,28,10004,local,2016
Bantawa,11087,10004,local,2016
Chamling,417,10004,local,2016
Khaling,71,10004,local,2016
Kulung,40,10004,local,2016
Magar,176,10004,local,2016
Maithili,38,10004,local,2016
Nepali,7054,10004,local,2016
Newar,27,10004,local,2016
Not Reported,48,10004,local,2016
Others,57,10004,local,2016
Rai,751,10004,local,2016
Tamang,399,10004,local,2016
Tharu,13,10004,local,2016
Thulung,198,10004,local,2016
Bantawa,6244,10009,local,2016
Bhujel,132,10009,local,2016
Chamling,849,10009,local,2016
Gurung,53,10009,local,2016
Koyee,227,10009,local,2016
Magar,220,10009,local,2016
Maithili,27,10009,local,2016
Nepali,8466,10009,local,2016
Newar,739,10009,local,2016
Not Reported,12,10009,local,2016
Others,65,10009,local,2016
Rai,95,10009,local,2016
Sampang,198,10009,local,2016
Sanskrit,45,10009,local,2016
Sherpa,204,10009,local,2016
Tamang,595,10009,local,2016
Thulung,40,10009,local,2016
Bantawa,6212,10006,local,2016
Bhujel,130,10006,local,2016
Chamling,533,10006,local,2016
Magar,623,10006,local,2016
Maithili,33,10006,local,2016
Nepali,9396,10006,local,2016
Newar,207,10006,local,2016
Not Reported,19,10006,local,2016
Others,36,10006,local,2016
Rai,103,10006,local,2016
Sherpa,96,10006,local,2016
Tamang,1500,10006,local,2016
Athpariya,5434,18,district,2016
Bangla,11,18,district,2016
Bantawa,15643,18,district,2016
Bhojpuri,84,18,district,2016
Bhujel,284,18,district,2016
Bote,13,18,district,2016
Chamling,416,18,district,2016
Chhiling,1928,18,district,2016
Chhintang,3691,18,district,2016
Dungmali,74,18,district,2016
Gurung,550,18,district,2016
Hindi,113,18,district,2016
Khaling,75,18,district,2016
Kuki,11,18,district,2016
Kulung,48,18,district,2016
Limbu,20250,18,district,2016
Lohorung,164,18,district,2016
Magar,15035,18,district,2016
Maithili,823,18,district,2016
Majhi,158,18,district,2016
Nachhiring,127,18,district,2016
Nepali,69832,18,district,2016
Newar,3459,18,district,2016
Not Reported,397,18,district,2016
Others,507,18,district,2016
Phangduwali,290,18,district,2016
Rai,5604,18,district,2016
Rajsthani,14,18,district,2016
Sampang,126,18,district,2016
Sanskrit,15,18,district,2016
Sherpa,647,18,district,2016
Sign Language,14,18,district,2016
Tamang,9178,18,district,2016
Tharu,100,18,district,2016
Thulung,62,18,district,2016
Urdu,102,18,district,2016
Wambule,158,18,district,2016
Yakkha,4833,18,district,2016
Yamphu/Yamphe,1128,18,district,2016
Athpariya,78,7006,local,2016
Bantawa,673,7006,local,2016
Bhujel,28,7006,local,2016
Dungmali,12,7006,local,2016
Gurung,204,7006,local,2016
Hindi,21,7006,local,2016
Limbu,148,7006,local,2016
Magar,2967,7006,local,2016
Maithili,94,7006,local,2016
Nachhiring,114,7006,local,2016
Nepali,11871,7006,local,2016
Newar,139,7006,local,2016
Not Reported,69,7006,local,2016
Others,38,7006,local,2016
Phangduwali,290,7006,local,2016
Rai,1937,7006,local,2016
Sampang,20,7006,local,2016
Sherpa,43,7006,local,2016
Sign Language,14,7006,local,2016
Tamang,3174,7006,local,2016
Yakkha,144,7006,local,2016
Bantawa,7457,7004,local,2016
Chamling,212,7004,local,2016
Chhiling,1875,7004,local,2016
Chhintang,3448,7004,local,2016
Dungmali,62,7004,local,2016
Khaling,43,7004,local,2016
Kuki,11,7004,local,2016
Limbu,30,7004,local,2016
Magar,277,7004,local,2016
Maithili,17,7004,local,2016
Nepali,4824,7004,local,2016
Newar,36,7004,local,2016
Not Reported,24,7004,local,2016
Others,61,7004,local,2016
Rai,123,7004,local,2016
Tamang,60,7004,local,2016
Tharu,14,7004,local,2016
Thulung,42,7004,local,2016
Wambule,144,7004,local,2016
Bhojpuri,19,7002,local,2016
Bhujel,126,7002,local,2016
Gurung,216,7002,local,2016
Limbu,5792,7002,local,2016
Magar,2077,7002,local,2016
Maithili,61,7002,local,2016
Nepali,8142,7002,local,2016
Newar,407,7002,local,2016
Not Reported,37,7002,local,2016
Others,42,7002,local,2016
Rai,176,7002,local,2016
Sherpa,412,7002,local,2016
Tamang,796,7002,local,2016
Yakkha,19,7002,local,2016
Bantawa,16,7005,local,2016
Bhojpuri,13,7005,local,2016
Bhujel,31,7005,local,2016
Hindi,22,7005,local,2016
Limbu,661,7005,local,2016
Magar,2574,7005,local,2016
Maithili,57,7005,local,2016
Nepali,18544,7005,local,2016
Newar,432,7005,local,2016
Others,52,7005,local,2016
Rai,151,7005,local,2016
Tamang,753,7005,local,2016
Yakkha,1494,7005,local,2016
Athpariya,5356,7003,local,2016
Bangla,11,7003,local,2016
Bantawa,774,7003,local,2016
Bhojpuri,52,7003,local,2016
Bhujel,65,7003,local,2016
Chamling,130,7003,local,2016
Chhiling,53,7003,local,2016
Chhintang,29,7003,local,2016
Gurung,75,7003,local,2016
Hindi,70,7003,local,2016
Khaling,32,7003,local,2016
Kulung,48,7003,local,2016
Limbu,1298,7003,local,2016
Magar,2410,7003,local,2016
Maithili,451,7003,local,2016
Majhi,46,7003,local,2016
Nachhiring,13,7003,local,2016
Nepali,18233,7003,local,2016
Newar,2274,7003,local,2016
Not Reported,142,7003,local,2016
Others,92,7003,local,2016
Rai,1645,7003,local,2016
Rajsthani,14,7003,local,2016
Sampang,106,7003,local,2016
Sherpa,192,7003,local,2016
Tamang,2575,7003,local,2016
Tharu,54,7003,local,2016
Thulung,20,7003,local,2016
Urdu,102,7003,local,2016
Yakkha,231,7003,local,2016
Yamphu/Yamphe,26,7003,local,2016
Bantawa,52,7001,local,2016
Bhujel,34,7001,local,2016
Chamling,22,7001,local,2016
Gurung,36,7001,local,2016
Limbu,6293,7001,local,2016
Magar,3046,7001,local,2016
Maithili,39,7001,local,2016
Majhi,112,7001,local,2016
Nepali,5586,7001,local,2016
Newar,73,7001,local,2016
Not Reported,18,7001,local,2016
Others,73,7001,local,2016
Rai,412,7001,local,2016
Sanskrit,15,7001,local,2016
Tamang,1194,7001,local,2016
Tharu,11,7001,local,2016
Yakkha,1507,7001,local,2016
Yamphu/Yamphe,760,7001,local,2016
Bantawa,6671,7007,local,2016
Bote,13,7007,local,2016
Chamling,52,7007,local,2016
Chhintang,214,7007,local,2016
Gurung,19,7007,local,2016
Limbu,6028,7007,local,2016
Lohorung,164,7007,local,2016
Magar,1684,7007,local,2016
Maithili,104,7007,local,2016
Nepali,2632,7007,local,2016
Newar,98,7007,local,2016
Not Reported,107,7007,local,2016
Others,149,7007,local,2016
Rai,1160,7007,local,2016
Tamang,626,7007,local,2016
Tharu,21,7007,local,2016
Wambule,14,7007,local,2016
Yakkha,1438,7007,local,2016
Yamphu/Yamphe,342,7007,local,2016
Bahing,144,62,district,2016
Bantawa,285,62,district,2016
Belhare,68,62,district,2016
Bhojpuri,12,62,district,2016
Bhujel,189,62,district,2016
Bote,22,62,district,2016
Chamling,1393,62,district,2016
Dumi,186,62,district,2016
Gurung,4611,62,district,2016
Jero/Jerung,111,62,district,2016
Khaling,1789,62,district,2016
Koyee,108,62,district,2016
Kulung,10510,62,district,2016
Kumal,56,62,district,2016
Lhomi,591,62,district,2016
Limbu,7845,62,district,2016
Lohorung,2819,62,district,2016
Magar,3619,62,district,2016
Maithili,445,62,district,2016
Majhi,53,62,district,2016
Mewahang,2492,62,district,2016
Nachhiring,390,62,district,2016
Nepali,72862,62,district,2016
Newar,3029,62,district,2016
Not Reported,342,62,district,2016
Others,863,62,district,2016
Puma,38,62,district,2016
Rai,3485,62,district,2016
Rajsthani,35,62,district,2016
Sampang,181,62,district,2016
Sanskrit,12,62,district,2016
Sherpa,12623,62,district,2016
Sindhi,148,62,district,2016
Sunuwar,15,62,district,2016
Tamang,13996,62,district,2016
Tharu,38,62,district,2016
Thulung,975,62,district,2016
Yakkha,6795,62,district,2016
Yamphu/Yamphe,5047,62,district,2016
Bantawa,28,9004,local,2016
Chamling,31,9004,local,2016
Gurung,676,9004,local,2016
Limbu,154,9004,local,2016
Magar,1085,9004,local,2016
Maithili,30,9004,local,2016
Nachhiring,55,9004,local,2016
Nepali,10697,9004,local,2016
Newar,117,9004,local,2016
Not Reported,34,9004,local,2016
Others,91,9004,local,2016
Rai,154,9004,local,2016
Sherpa,320,9004,local,2016
Sunuwar,15,9004,local,2016
Tamang,1107,9004,local,2016
Yakkha,3641,9004,local,2016
Bahing,45,9001,local,2016
Belhare,68,9001,local,2016
Chamling,51,9001,local,2016
Gurung,44,9001,local,2016
Khaling,298,9001,local,2016
Kulung,95,9001,local,2016
Lhomi,570,9001,local,2016
Nepali,686,9001,local,2016
Newar,26,9001,local,2016
Not Reported,21,9001,local,2016
Others,39,9001,local,2016
Rai,131,9001,local,2016
Sherpa,3667,9001,local,2016
Tamang,616,9001,local,2016
Thulung,35,9001,local,2016
Yamphu/Yamphe,184,9001,local,2016
Bantawa,13,9010,local,2016
Chamling,25,9010,local,2016
Dumi,16,9010,local,2016
Khaling,40,9010,local,2016
Kulung,7702,9010,local,2016
Limbu,18,9010,local,2016
Maithili,148,9010,local,2016
Mewahang,1894,9010,local,2016
Nachhiring,187,9010,local,2016
Nepali,739,9010,local,2016
Not Reported,11,9010,local,2016
Others,27,9010,local,2016
Rai,323,9010,local,2016
Sampang,35,9010,local,2016
Sherpa,177,9010,local,2016
Sindhi,148,9010,local,2016
Tamang,223,9010,local,2016
Thulung,80,9010,local,2016
Chamling,125,9007,local,2016
Gurung,653,9007,local,2016
Khaling,313,9007,local,2016
Kulung,1177,9007,local,2016
Limbu,50,9007,local,2016
Magar,23,9007,local,2016
Maithili,21,9007,local,2016
Mewahang,477,9007,local,2016
Nachhiring,18,9007,local,2016
Nepali,2410,9007,local,2016
Not Reported,27,9007,local,2016
Others,64,9007,local,2016
Rai,289,9007,local,2016
Sherpa,2687,9007,local,2016
Tamang,1452,9007,local,2016
Yamphu/Yamphe,3786,9007,local,2016
Bantawa,101,9006,local,2016
Bhujel,134,9006,local,2016
Chamling,86,9006,local,2016
Gurung,1080,9006,local,2016
Khaling,72,9006,local,2016
Kulung,24,9006,local,2016
Limbu,1369,9006,local,2016
Magar,18,9006,local,2016
Maithili,49,9006,local,2016
Nepali,7914,9006,local,2016
Newar,237,9006,local,2016
Not Reported,18,9006,local,2016
Others,103,9006,local,2016
Rai,182,9006,local,2016
Sampang,25,9006,local,2016
Sherpa,621,9006,local,2016
Tamang,1477,9006,local,2016
Thulung,35,9006,local,2016
Yakkha,908,9006,local,2016
Yamphu/Yamphe,17,9006,local,2016
Bantawa,28,9002,local,2016
Chamling,544,9002,local,2016
Dumi,49,9002,local,2016
Gurung,224,9002,local,2016
Jero/Jerung,111,9002,local,2016
Khaling,463,9002,local,2016
Kulung,242,9002,local,2016
Limbu,2617,9002,local,2016
Magar,480,9002,local,2016
Maithili,58,9002,local,2016
Nachhiring,15,9002,local,2016
Nepali,13211,9002,local,2016
Newar,764,9002,local,2016
Not Reported,88,9002,local,2016
Others,69,9002,local,2016
Puma,38,9002,local,2016
Rai,444,9002,local,2016
Rajsthani,35,9002,local,2016
Sampang,12,9002,local,2016
Sherpa,2836,9002,local,2016
Tamang,3701,9002,local,2016
Tharu,13,9002,local,2016
Thulung,369,9002,local,2016
Yakkha,897,9002,local,2016
Bahing,29,9005,local,2016
Bantawa,65,9005,local,2016
Bhojpuri,12,9005,local,2016
Bhujel,55,9005,local,2016
Bote,22,9005,local,2016
Chamling,72,9005,local,2016
Dumi,52,9005,local,2016
Gurung,537,9005,local,2016
Khaling,98,9005,local,2016
Koyee,108,9005,local,2016
Kulung,913,9005,local,2016
Kumal,56,9005,local,2016
Lhomi,21,9005,local,2016
Limbu,96,9005,local,2016
Lohorung,1721,9005,local,2016
Magar,880,9005,local,2016
Maithili,95,9005,local,2016
Majhi,53,9005,local,2016
Mewahang,60,9005,local,2016
Nachhiring,56,9005,local,2016
Nepali,21411,9005,local,2016
Newar,670,9005,local,2016
Not Reported,57,9005,local,2016
Others,234,9005,local,2016
Rai,974,9005,local,2016
Sampang,40,9005,local,2016
Sherpa,1087,9005,local,2016
Tamang,1271,9005,local,2016
Tharu,25,9005,local,2016
Thulung,117,9005,local,2016
Yakkha,54,9005,local,2016
Yamphu/Yamphe,236,9005,local,2016
Bahing,70,9003,local,2016
Chamling,72,9003,local,2016
Dumi,69,9003,local,2016
Gurung,1033,9003,local,2016
Khaling,299,9003,local,2016
Kulung,357,9003,local,2016
Lohorung,757,9003,local,2016
Magar,12,9003,local,2016
Maithili,12,9003,local,2016
Mewahang,61,9003,local,2016
Nachhiring,33,9003,local,2016
Nepali,2085,9003,local,2016
Others,108,9003,local,2016
Rai,166,9003,local,2016
Sampang,58,9003,local,2016
Sanskrit,12,9003,local,2016
Sherpa,698,9003,local,2016
Tamang,40,9003,local,2016
Thulung,275,9003,local,2016
Yakkha,80,9003,local,2016
Yamphu/Yamphe,768,9003,local,2016
Bantawa,50,9008,local,2016
Chamling,325,9008,local,2016
Gurung,174,9008,local,2016
Khaling,206,9008,local,2016
Limbu,1322,9008,local,2016
Lohorung,12,9008,local,2016
Magar,420,9008,local,2016
Maithili,32,9008,local,2016
Nachhiring,26,9008,local,2016
Nepali,9207,9008,local,2016
Newar,1085,9008,local,2016
Not Reported,63,9008,local,2016
Others,45,9008,local,2016
Rai,185,9008,local,2016
Sampang,11,9008,local,2016
Sherpa,530,9008,local,2016
Tamang,2613,9008,local,2016
Yakkha,1215,9008,local,2016
Chamling,62,9009,local,2016
Gurung,190,9009,local,2016
Limbu,2219,9009,local,2016
Lohorung,329,9009,local,2016
Magar,701,9009,local,2016
Nepali,4502,9009,local,2016
Newar,130,9009,local,2016
Not Reported,23,9009,local,2016
Others,83,9009,local,2016
Rai,637,9009,local,2016
Tamang,1496,9009,local,2016
Thulung,64,9009,local,2016
Yamphu/Yamphe,56,9009,local,2016
Bahing,682,75,district,2016
Bangla,22,75,district,2016
Bantawa,11721,75,district,2016
Bhojpuri,597,75,district,2016
Bhujel,120,75,district,2016
Bote,93,75,district,2016
Chamling,20130,75,district,2016
Danuwar,5638,75,district,2016
Dumi,221,75,district,2016
Gurung,134,75,district,2016
Hindi,113,75,district,2016
Jero/Jerung,42,75,district,2016
Khaling,66,75,district,2016
Koyee,13,75,district,2016
Kulung,39,75,district,2016
Limbu,188,75,district,2016
Magar,36820,75,district,2016
Maithili,12457,75,district,2016
Majhi,1252,75,district,2016
Nepali,162965,75,district,2016
Newar,3607,75,district,2016
Not Reported,581,75,district,2016
Others,703,75,district,2016
Puma,1620,75,district,2016
Rai,8551,75,district,2016
Rajsthani,38,75,district,2016
Sampang,256,75,district,2016
Sanskrit,39,75,district,2016
Sherpa,444,75,district,2016
Sign Language,50,75,district,2016
Sunuwar,1200,75,district,2016
Tamang,18423,75,district,2016
Thami,61,75,district,2016
Tharu,23471,75,district,2016
Thulung,832,75,district,2016
Tilung,153,75,district,2016
Uranw/Urau,48,75,district,2016
Urdu,1062,75,district,2016
Waling/Walung,13,75,district,2016
Wambule,931,75,district,2016
Yakkha,33,75,district,2016
Bahing,14,14006,local,2016
Chamling,2454,14006,local,2016
Magar,3002,14006,local,2016
Maithili,26,14006,local,2016
Nepali,5813,14006,local,2016
Newar,601,14006,local,2016
Others,31,14006,local,2016
Rai,146,14006,local,2016
Sunuwar,415,14006,local,2016
Tamang,1836,14006,local,2016
Tilung,37,14006,local,2016
Wambule,187,14006,local,2016
Bantawa,123,14004,local,2016
Bhojpuri,17,14004,local,2016
Chamling,2874,14004,local,2016
Gurung,37,14004,local,2016
Magar,6170,14004,local,2016
Maithili,230,14004,local,2016
Nepali,10059,14004,local,2016
Newar,127,14004,local,2016
Not Reported,20,14004,local,2016
Others,94,14004,local,2016
Rai,1097,14004,local,2016
Sampang,28,14004,local,2016
Sherpa,195,14004,local,2016
Tamang,2397,14004,local,2016
Tharu,13,14004,local,2016
Bahing,74,14007,local,2016
Bangla,22,14007,local,2016
Bantawa,853,14007,local,2016
Bhojpuri,223,14007,local,2016
Bhujel,44,14007,local,2016
Bote,93,14007,local,2016
Chamling,3800,14007,local,2016
Danuwar,793,14007,local,2016
Dumi,25,14007,local,2016
Gurung,30,14007,local,2016
Hindi,54,14007,local,2016
Khaling,36,14007,local,2016
Kulung,13,14007,local,2016
Limbu,57,14007,local,2016
Magar,6026,14007,local,2016
Maithili,7533,14007,local,2016
Majhi,202,14007,local,2016
Nepali,48878,14007,local,2016
Newar,775,14007,local,2016
Not Reported,129,14007,local,2016
Others,281,14007,local,2016
Puma,33,14007,local,2016
Rai,2437,14007,local,2016
Rajsthani,26,14007,local,2016
Sampang,81,14007,local,2016
Sanskrit,21,14007,local,2016
Sherpa,70,14007,local,2016
Sunuwar,26,14007,local,2016
Tamang,1647,14007,local,2016
Tharu,12609,14007,local,2016
Thulung,80,14007,local,2016
Tilung,21,14007,local,2016
Urdu,482,14007,local,2016
Wambule,83,14007,local,2016
Bahing,19,14001,local,2016
Bantawa,7900,14001,local,2016
Bhojpuri,11,14001,local,2016
Chamling,1135,14001,local,2016
Dumi,35,14001,local,2016
Gurung,27,14001,local,2016
Kulung,26,14001,local,2016
Limbu,65,14001,local,2016
Magar,1133,14001,local,2016
Maithili,637,14001,local,2016
Majhi,228,14001,local,2016
Nepali,24707,14001,local,2016
Newar,178,14001,local,2016
Not Reported,51,14001,local,2016
Others,28,14001,local,2016
Puma,129,14001,local,2016
Rai,933,14001,local,2016
Sampang,90,14001,local,2016
Sherpa,20,14001,local,2016
Sunuwar,17,14001,local,2016
Tamang,1199,14001,local,2016
Thami,34,14001,local,2016
Tharu,3655,14001,local,2016
Thulung,68,14001,local,2016
Uranw/Urau,35,14001,local,2016
Urdu,13,14001,local,2016
Yakkha,13,14001,local,2016
Bantawa,35,14005,local,2016
Chamling,5247,14005,local,2016
Magar,1489,14005,local,2016
Majhi,107,14005,local,2016
Nepali,4480,14005,local,2016
Newar,16,14005,local,2016
Not Reported,18,14005,local,2016
Others,30,14005,local,2016
Rai,78,14005,local,2016
Sherpa,44,14005,local,2016
Sunuwar,12,14005,local,2016
Tamang,392,14005,local,2016
Tilung,20,14005,local,2016
Wambule,24,14005,local,2016
Bahing,84,14003,local,2016
Bantawa,30,14003,local,2016
Bhojpuri,313,14003,local,2016
Bhujel,24,14003,local,2016
Chamling,652,14003,local,2016
Danuwar,4815,14003,local,2016
Dumi,84,14003,local,2016
Gurung,40,14003,local,2016
Hindi,43,14003,local,2016
Jero/Jerung,42,14003,local,2016
Khaling,17,14003,local,2016
Limbu,20,14003,local,2016
Magar,8220,14003,local,2016
Maithili,2030,14003,local,2016
Majhi,600,14003,local,2016
Nepali,29249,14003,local,2016
Newar,1112,14003,local,2016
Not Reported,164,14003,local,2016
Others,107,14003,local,2016
Puma,15,14003,local,2016
Rai,1416,14003,local,2016
Sanskrit,18,14003,local,2016
Sign Language,37,14003,local,2016
Sunuwar,665,14003,local,2016
Tamang,4972,14003,local,2016
Thami,27,14003,local,2016
Tharu,56,14003,local,2016
Thulung,189,14003,local,2016
Tilung,75,14003,local,2016
Uranw/Urau,13,14003,local,2016
Urdu,412,14003,local,2016
Waling/Walung,13,14003,local,2016
Wambule,592,14003,local,2016
Chamling,957,14008,local,2016
Magar,8235,14008,local,2016
Maithili,55,14008,local,2016
Nepali,14744,14008,local,2016
Newar,228,14008,local,2016
Not Reported,120,14008,local,2016
Others,55,14008,local,2016
Rai,1173,14008,local,2016
Sherpa,47,14008,local,2016
Sunuwar,54,14008,local,2016
Tamang,5018,14008,local,2016
Wambule,45,14008,local,2016
Bahing,491,14002,local,2016
Bantawa,2780,14002,local,2016
Bhojpuri,33,14002,local,2016
Bhujel,52,14002,local,2016
Chamling,3011,14002,local,2016
Danuwar,30,14002,local,2016
Dumi,77,14002,local,2016
Hindi,16,14002,local,2016
Khaling,13,14002,local,2016
Koyee,13,14002,local,2016
Limbu,46,14002,local,2016
Magar,2545,14002,local,2016
Maithili,1946,14002,local,2016
Majhi,115,14002,local,2016
Nepali,25035,14002,local,2016
Newar,570,14002,local,2016
Not Reported,79,14002,local,2016
Others,77,14002,local,2016
Puma,1443,14002,local,2016
Rai,1271,14002,local,2016
Rajsthani,12,14002,local,2016
Sampang,57,14002,local,2016
Sherpa,68,14002,local,2016
Sign Language,13,14002,local,2016
Sunuwar,11,14002,local,2016
Tamang,962,14002,local,2016
Tharu,7138,14002,local,2016
Thulung,495,14002,local,2016
Urdu,155,14002,local,2016
Yakkha,20,14002,local,2016
Bahing,23,51,district,2016
Bantawa,10535,51,district,2016
Bhojpuri,172,51,district,2016
Bhujel,88,51,district,2016
Chamling,1245,51,district,2016
Doteli,15,51,district,2016
Dumi,13,51,district,2016
Gurung,2078,51,district,2016
