language,total,geo_code,geo_level,geo_version
Maithili,40,27003,local,2016
Nepali,13797,27003,local,2016
Newar,3979,27003,local,2016
Not Reported,25,27003,local,2016
Others,85,27003,local,2016
Pahari,12,27003,local,2016
Rai,14,27003,local,2016
Sherpa,46,27003,local,2016
Tamang,5664,27003,local,2016
Tharu,13,27003,local,2016
Tibetan,28,27003,local,2016
Bantawa,21,27008,local,2016
Bhojpuri,312,27008,local,2016
Doteli,48,27008,local,2016
Dura,21,27008,local,2016
English,21,27008,local,2016
Ghale,32,27008,local,2016
Gurung,1365,27008,local,2016
Hindi,268,27008,local,2016
Kham,55,27008,local,2016
Limbu,129,27008,local,2016
Magar,956,27008,local,2016
Maithili,892,27008,local,2016
Majhi,17,27008,local,2016
Nepali,47926,27008,local,2016
Newar,7615,27008,local,2016
Not Reported,12,27008,local,2016
Others,157,27008,local,2016
Rai,396,27008,local,2016
Rajsthani,18,27008,local,2016
Sherpa,408,27008,local,2016
Sunuwar,22,27008,local,2016
Tamang,6031,27008,local,2016
Thakali,78,27008,local,2016
Tharu,380,27008,local,2016
Tibetan,143,27008,local,2016
Urdu,97,27008,local,2016
Bhojpuri,26,27009,local,2016
Gurung,26,27009,local,2016
Hindi,11,27009,local,2016
Magar,30,27009,local,2016
Maithili,31,27009,local,2016
Nepali,10419,27009,local,2016
Newar,5871,27009,local,2016
Others,38,27009,local,2016
Rai,32,27009,local,2016
Sherpa,15,27009,local,2016
Tamang,8839,27009,local,2016
Achhami,15,27007,local,2016
Avadhi,60,27007,local,2016
Baitadeli,20,27007,local,2016
Bajhangi,29,27007,local,2016
Bajjika,40,27007,local,2016
Bantawa,40,27007,local,2016
Bhojpuri,354,27007,local,2016
Chamling,43,27007,local,2016
Chepang,15,27007,local,2016
Doteli,554,27007,local,2016
English,131,27007,local,2016
Gurung,280,27007,local,2016
Hindi,94,27007,local,2016
Khash,19,27007,local,2016
Kumal,12,27007,local,2016
Limbu,212,27007,local,2016
Magar,641,27007,local,2016
Maithili,1432,27007,local,2016
Nepali,34900,27007,local,2016
Newar,23065,27007,local,2016
Not Reported,20,27007,local,2016
Others,187,27007,local,2016
Rai,324,27007,local,2016
Rajbanshi,16,27007,local,2016
Sampang,21,27007,local,2016
Sherpa,46,27007,local,2016
Sunuwar,11,27007,local,2016
Tamang,2497,27007,local,2016
Thami,12,27007,local,2016
Tharu,473,27007,local,2016
Urdu,39,27007,local,2016
Bahing,13,27010,local,2016
Bantawa,17,27010,local,2016
Bhojpuri,238,27010,local,2016
Chamling,16,27010,local,2016
Chhantyal,69,27010,local,2016
Danuwar,20,27010,local,2016
Doteli,25,27010,local,2016
Dura,12,27010,local,2016
English,36,27010,local,2016
Ghale,51,27010,local,2016
Gurung,979,27010,local,2016
Hindi,67,27010,local,2016
Kham,73,27010,local,2016
Limbu,118,27010,local,2016
Lohorung,16,27010,local,2016
Magar,892,27010,local,2016
Maithili,268,27010,local,2016
Majhi,27,27010,local,2016
Nepali,59274,27010,local,2016
Newar,9334,27010,local,2016
Not Reported,13,27010,local,2016
Others,132,27010,local,2016
Rai,523,27010,local,2016
Sampang,14,27010,local,2016
Sherpa,248,27010,local,2016
Sign Language,11,27010,local,2016
Sunuwar,23,27010,local,2016
Tamang,8691,27010,local,2016
Tharu,185,27010,local,2016
Urdu,58,27010,local,2016
Avadhi,29,27011,local,2016
Bangla,36,27011,local,2016
Bantawa,51,27011,local,2016
Bhojpuri,571,27011,local,2016
Bhujel,13,27011,local,2016
Chamling,13,27011,local,2016
Chhantyal,201,27011,local,2016
Danuwar,17,27011,local,2016
Doteli,22,27011,local,2016
English,36,27011,local,2016
Ghale,227,27011,local,2016
Gurung,2600,27011,local,2016
Hindi,235,27011,local,2016
Jirel,14,27011,local,2016
Khaling,53,27011,local,2016
Kham,44,27011,local,2016
Kulung,16,27011,local,2016
Limbu,352,27011,local,2016
Magar,2000,27011,local,2016
Maithili,1513,27011,local,2016
Nepali,69831,27011,local,2016
Newar,12837,27011,local,2016
Not Reported,39,27011,local,2016
Others,227,27011,local,2016
Rai,969,27011,local,2016
Rajsthani,19,27011,local,2016
Sanskrit,23,27011,local,2016
Sherpa,558,27011,local,2016
Sunuwar,74,27011,local,2016
Tamang,5515,27011,local,2016
Thakali,107,27011,local,2016
Thami,30,27011,local,2016
Tharu,621,27011,local,2016
Thulung,35,27011,local,2016
Urdu,79,27011,local,2016
Wambule,25,27011,local,2016
Bhojpuri,49,55,district,2016
Doteli,54,55,district,2016
Gurung,54,55,district,2016
Hayu/Vayu,379,55,district,2016
Hyolmo/Yholmo,1067,55,district,2016
Jirel,15,55,district,2016
Magar,10375,55,district,2016
Maithili,464,55,district,2016
Majhi,4219,55,district,2016
Nepali,119687,55,district,2016
Newar,13845,55,district,2016
Not Reported,983,55,district,2016
Others,221,55,district,2016
Pahari,323,55,district,2016
Rai,40,55,district,2016
Sherpa,3277,55,district,2016
Sunuwar,7478,55,district,2016
Tamang,36819,55,district,2016
Thami,2024,55,district,2016
Tharu,50,55,district,2016
Jirel,15,21008,local,2016
Magar,106,21008,local,2016
Maithili,53,21008,local,2016
Nepali,9833,21008,local,2016
Newar,697,21008,local,2016
Not Reported,16,21008,local,2016
Others,26,21008,local,2016
Rai,29,21008,local,2016
Sherpa,1970,21008,local,2016
Sunuwar,3562,21008,local,2016
Tamang,1257,21008,local,2016
Thami,37,21008,local,2016
Bhojpuri,22,21005,local,2016
Gurung,11,21005,local,2016
Hayu/Vayu,17,21005,local,2016
Hyolmo/Yholmo,356,21005,local,2016
Magar,1810,21005,local,2016
Maithili,217,21005,local,2016
Majhi,3260,21005,local,2016
Nepali,32621,21005,local,2016
Newar,2393,21005,local,2016
Not Reported,195,21005,local,2016
Others,41,21005,local,2016
Sherpa,29,21005,local,2016
Sunuwar,30,21005,local,2016
Tamang,4397,21005,local,2016
Tharu,17,21005,local,2016
Magar,1123,21001,local,2016
Maithili,32,21001,local,2016
Nepali,11793,21001,local,2016
Newar,788,21001,local,2016
Not Reported,35,21001,local,2016
Others,32,21001,local,2016
Pahari,323,21001,local,2016
Sherpa,151,21001,local,2016
Tamang,6685,21001,local,2016
Thami,1776,21001,local,2016
Hyolmo/Yholmo,490,21002,local,2016
Maithili,26,21002,local,2016
Nepali,13949,21002,local,2016
Newar,223,21002,local,2016
Not Reported,41,21002,local,2016
Others,29,21002,local,2016
Rai,11,21002,local,2016
Sherpa,1107,21002,local,2016
Sunuwar,1981,21002,local,2016
Tamang,2201,21002,local,2016
Doteli,54,21007,local,2016
Hyolmo/Yholmo,11,21007,local,2016
Magar,69,21007,local,2016
Maithili,16,21007,local,2016
Majhi,100,21007,local,2016
Nepali,9537,21007,local,2016
Newar,2038,21007,local,2016
Others,29,21007,local,2016
Tamang,6274,21007,local,2016
Bhojpuri,11,21004,local,2016
Gurung,43,21004,local,2016
Hyolmo/Yholmo,210,21004,local,2016
Magar,1652,21004,local,2016
Maithili,25,21004,local,2016
Majhi,61,21004,local,2016
Nepali,13082,21004,local,2016
Newar,1005,21004,local,2016
Not Reported,140,21004,local,2016
Others,16,21004,local,2016
Sherpa,20,21004,local,2016
Sunuwar,1482,21004,local,2016
Tamang,5329,21004,local,2016
Tharu,33,21004,local,2016
Magar,847,21003,local,2016
Maithili,37,21003,local,2016
Majhi,770,21003,local,2016
Nepali,13382,21003,local,2016
Newar,3569,21003,local,2016
Not Reported,475,21003,local,2016
Others,27,21003,local,2016
Tamang,6443,21003,local,2016
Thami,211,21003,local,2016
Bhojpuri,16,21006,local,2016
Hayu/Vayu,362,21006,local,2016
Magar,4768,21006,local,2016
Maithili,58,21006,local,2016
Majhi,28,21006,local,2016
Nepali,15490,21006,local,2016
Newar,3132,21006,local,2016
Not Reported,81,21006,local,2016
Others,21,21006,local,2016
Sunuwar,423,21006,local,2016
Tamang,4233,21006,local,2016
Bhojpuri,214,48,district,2016
Doteli,11,48,district,2016
Ghale,165,48,district,2016
Gurung,1065,48,district,2016
Hindi,139,48,district,2016
Hyolmo/Yholmo,352,48,district,2016
Kumal,1190,48,district,2016
Lapcha,2489,48,district,2016
Magar,472,48,district,2016
Maithili,381,48,district,2016
Nepali,150427,48,district,2016
Newar,5485,48,district,2016
Not Reported,601,48,district,2016
Others,485,48,district,2016
Rai,1035,48,district,2016
Sanskrit,13,48,district,2016
Sherpa,435,48,district,2016
Tamang,110608,48,district,2016
Tharu,12,48,district,2016
Urdu,196,48,district,2016
Gurung,176,28009,local,2016
Maithili,19,28009,local,2016
Nepali,9109,28009,local,2016
Newar,171,28009,local,2016
Not Reported,14,28009,local,2016
Others,31,28009,local,2016
Sanskrit,13,28009,local,2016
Tamang,11236,28009,local,2016
Bhojpuri,182,28002,local,2016
Doteli,11,28002,local,2016
Ghale,55,28002,local,2016
Gurung,162,28002,local,2016
Hindi,139,28002,local,2016
Kumal,1190,28002,local,2016
Magar,265,28002,local,2016
Maithili,153,28002,local,2016
Nepali,41185,28002,local,2016
Newar,2404,28002,local,2016
Not Reported,36,28002,local,2016
Others,151,28002,local,2016
Rai,174,28002,local,2016
Sherpa,16,28002,local,2016
Tamang,8038,28002,local,2016
Tharu,12,28002,local,2016
Urdu,178,28002,local,2016
Maithili,14,28008,local,2016
Nepali,11628,28008,local,2016
Newar,350,28008,local,2016
Not Reported,33,28008,local,2016
Others,32,28008,local,2016
Tamang,3888,28008,local,2016
Magar,15,28006,local,2016
Maithili,19,28006,local,2016
Nepali,15320,28006,local,2016
Newar,209,28006,local,2016
Others,36,28006,local,2016
Rai,654,28006,local,2016
Tamang,599,28006,local,2016
Gurung,85,28011,local,2016
Magar,24,28011,local,2016
Maithili,12,28011,local,2016
Nepali,7185,28011,local,2016
Newar,489,28011,local,2016
Not Reported,25,28011,local,2016
Others,17,28011,local,2016
Sherpa,75,28011,local,2016
Tamang,10020,28011,local,2016
Gurung,35,28012,local,2016
Maithili,21,28012,local,2016
Nepali,9617,28012,local,2016
Newar,305,28012,local,2016
Not Reported,45,28012,local,2016
Others,12,28012,local,2016
Tamang,5684,28012,local,2016
Gurung,29,28003,local,2016
Hyolmo/Yholmo,352,28003,local,2016
Maithili,15,28003,local,2016
Nepali,3745,28003,local,2016
Newar,27,28003,local,2016
Not Reported,28,28003,local,2016
Others,25,28003,local,2016
Sherpa,323,28003,local,2016
Tamang,17562,28003,local,2016
Ghale,110,28005,local,2016
Gurung,108,28005,local,2016
Maithili,19,28005,local,2016
Nepali,3853,28005,local,2016
Newar,28,28005,local,2016
Not Reported,18,28005,local,2016
Others,13,28005,local,2016
Tamang,10712,28005,local,2016
Gurung,75,28010,local,2016
Magar,46,28010,local,2016
Nepali,9262,28010,local,2016
Newar,156,28010,local,2016
Not Reported,33,28010,local,2016
Others,31,28010,local,2016
Tamang,7197,28010,local,2016
Gurung,42,28007,local,2016
Maithili,29,28007,local,2016
Nepali,1876,28007,local,2016
Newar,100,28007,local,2016
Not Reported,39,28007,local,2016
Others,27,28007,local,2016
Tamang,11366,28007,local,2016
Gurung,87,28001,local,2016
Magar,122,28001,local,2016
Maithili,34,28001,local,2016
Nepali,29664,28001,local,2016
Newar,208,28001,local,2016
Not Reported,64,28001,local,2016
Others,79,28001,local,2016
Tamang,10440,28001,local,2016
Bhojpuri,32,28004,local,2016
Gurung,266,28004,local,2016
Lapcha,2489,28004,local,2016
Maithili,46,28004,local,2016
Nepali,7983,28004,local,2016
Newar,1038,28004,local,2016
Not Reported,266,28004,local,2016
Others,31,28004,local,2016
Rai,207,28004,local,2016
Sherpa,21,28004,local,2016
Tamang,13866,28004,local,2016
Urdu,18,28004,local,2016
Bhojpuri,532,17,district,2016
Bhujel,22,17,district,2016
Chepang,8442,17,district,2016
Doteli,11,17,district,2016
English,18,17,district,2016
Ghale,2463,17,district,2016
Gurung,7031,17,district,2016
Hindi,273,17,district,2016
Jirel,14,17,district,2016
Kumal,1587,17,district,2016
Limbu,13,17,district,2016
Magar,6432,17,district,2016
Maithili,384,17,district,2016
Majhi,48,17,district,2016
Nepali,235784,17,district,2016
Newar,3085,17,district,2016
Not Reported,252,17,district,2016
Others,333,17,district,2016
Rai,74,17,district,2016
Sherpa,13,17,district,2016
Sign Language,16,17,district,2016
Tamang,67114,17,district,2016
Tharu,42,17,district,2016
Urdu,309,17,district,2016
Gurung,21,30010,local,2016
Nepali,1354,30010,local,2016
Others,24,30010,local,2016
Tamang,8163,30010,local,2016
Gurung,58,30007,local,2016
Nepali,1552,30007,local,2016
Newar,11,30007,local,2016
Not Reported,40,30007,local,2016
Others,27,30007,local,2016
Tamang,11061,30007,local,2016
Bhojpuri,78,30004,local,2016
Gurung,26,30004,local,2016
Hindi,60,30004,local,2016
Magar,254,30004,local,2016
Maithili,35,30004,local,2016
Nepali,20148,30004,local,2016
Newar,80,30004,local,2016
Not Reported,32,30004,local,2016
Others,18,30004,local,2016
Sherpa,13,30004,local,2016
Tamang,4888,30004,local,2016
Urdu,23,30004,local,2016
Bhojpuri,161,30009,local,2016
Ghale,57,30009,local,2016
Gurung,3603,30009,local,2016
Hindi,71,30009,local,2016
Kumal,807,30009,local,2016
Magar,1006,30009,local,2016
Maithili,82,30009,local,2016
Nepali,47898,30009,local,2016
Newar,905,30009,local,2016
Not Reported,21,30009,local,2016
Others,37,30009,local,2016
Sign Language,16,30009,local,2016
Tamang,3813,30009,local,2016
Urdu,38,30009,local,2016
Ghale,52,30011,local,2016
Gurung,178,30011,local,2016
Magar,2562,30011,local,2016
Majhi,48,30011,local,2016
Nepali,20454,30011,local,2016
Newar,50,30011,local,2016
Not Reported,40,30011,local,2016
Others,20,30011,local,2016
Tamang,311,30011,local,2016
Urdu,14,30011,local,2016
Ghale,2011,30005,local,2016
Gurung,2483,30005,local,2016
Nepali,10683,30005,local,2016
Newar,42,30005,local,2016
Others,34,30005,local,2016
Tamang,6531,30005,local,2016
Ghale,102,30008,local,2016
Gurung,103,30008,local,2016
Nepali,7308,30008,local,2016
Newar,26,30008,local,2016
Others,19,30008,local,2016
Tamang,5312,30008,local,2016
Bhojpuri,58,30003,local,2016
Chepang,91,30003,local,2016
Hindi,18,30003,local,2016
Magar,133,30003,local,2016
Maithili,18,30003,local,2016
Nepali,20960,30003,local,2016
Newar,116,30003,local,2016
Not Reported,30,30003,local,2016
Others,35,30003,local,2016
Rai,18,30003,local,2016
Tamang,5558,30003,local,2016
Urdu,49,30003,local,2016
Gurung,57,30006,local,2016
Kumal,506,30006,local,2016
Magar,1450,30006,local,2016
Maithili,22,30006,local,2016
Nepali,20043,30006,local,2016
Newar,519,30006,local,2016
Not Reported,24,30006,local,2016
Others,16,30006,local,2016
Tamang,1329,30006,local,2016
Bhojpuri,25,30013,local,2016
Ghale,147,30013,local,2016
Gurung,131,30013,local,2016
Hindi,12,30013,local,2016
Kumal,274,30013,local,2016
Magar,19,30013,local,2016
Nepali,21856,30013,local,2016
Newar,113,30013,local,2016
Not Reported,32,30013,local,2016
Others,25,30013,local,2016
Tamang,296,30013,local,2016
Urdu,30,30013,local,2016
Bhojpuri,77,30002,local,2016
English,18,30002,local,2016
Hindi,38,30002,local,2016
Jirel,14,30002,local,2016
Magar,16,30002,local,2016
Maithili,98,30002,local,2016
Nepali,23933,30002,local,2016
Newar,911,30002,local,2016
Others,28,30002,local,2016
Tamang,5840,30002,local,2016
Tharu,16,30002,local,2016
Urdu,40,30002,local,2016
Bhojpuri,42,30012,local,2016
Chepang,80,30012,local,2016
Gurung,20,30012,local,2016
Hindi,21,30012,local,2016
Limbu,13,30012,local,2016
Magar,52,30012,local,2016
Maithili,59,30012,local,2016
Nepali,21325,30012,local,2016
Newar,129,30012,local,2016
Not Reported,15,30012,local,2016
Others,17,30012,local,2016
Rai,35,30012,local,2016
Tamang,11056,30012,local,2016
Urdu,50,30012,local,2016
Bhojpuri,91,30001,local,2016
Bhujel,22,30001,local,2016
Chepang,8271,30001,local,2016
Doteli,11,30001,local,2016
Ghale,94,30001,local,2016
Gurung,351,30001,local,2016
Hindi,53,30001,local,2016
Magar,940,30001,local,2016
Maithili,70,30001,local,2016
Nepali,18270,30001,local,2016
Newar,183,30001,local,2016
Not Reported,18,30001,local,2016
Others,33,30001,local,2016
Rai,21,30001,local,2016
Tamang,2956,30001,local,2016
Tharu,26,30001,local,2016
Urdu,65,30001,local,2016
Achhami,75,5,province,2016
Assami,151,5,province,2016
Avadhi,497701,5,province,2016
Bangla,600,5,province,2016
Bhojpuri,508630,5,province,2016
Bhujel,726,5,province,2016
Bote,1280,5,province,2016
Chepang,31,5,province,2016
Chhantyal,570,5,province,2016
Dailekhi,14,5,province,2016
Danuwar,32,5,province,2016
Darai,61,5,province,2016
Doteli,2921,5,province,2016
English,60,5,province,2016
Ganagai,22,5,province,2016
Ghale,40,5,province,2016
Gurung,19520,5,province,2016
Hindi,15212,5,province,2016
Kham,17080,5,province,2016
Kumal,2835,5,province,2016
Limbu,190,5,province,2016
Magar,204034,5,province,2016
Maithili,54135,5,province,2016
Majhi,15,5,province,2016
Nepali,2273980,5,province,2016
Newar,27413,5,province,2016
Not Reported,2667,5,province,2016
Others,3482,5,province,2016
Punjabi,169,5,province,2016
Rai,783,5,province,2016
Rajbanshi,27,5,province,2016
Raji,748,5,province,2016
Rajsthani,504,5,province,2016
Santhali,412,5,province,2016
Sherpa,800,5,province,2016
Sign Language,279,5,province,2016
Sindhi,26,5,province,2016
Sonaha,503,5,province,2016
Sunuwar,98,5,province,2016
Tamang,3007,5,province,2016
Thakali,304,5,province,2016
Tharu,595304,5,province,2016
Uranw/Urau,157,5,province,2016
Urdu,228371,5,province,2016
Yakkha,216,5,province,2016
Bhojpuri,45,24,district,2016
Bhujel,99,24,district,2016
Bote,580,24,district,2016
Chepang,18,24,district,2016
Chhantyal,35,24,district,2016
Gurung,840,24,district,2016
Hindi,70,24,district,2016
Kumal,209,24,district,2016
Magar,5436,24,district,2016
Maithili,45,24,district,2016
Majhi,15,24,district,2016
Nepali,268490,24,district,2016
Newar,2623,24,district,2016
Not Reported,92,24,district,2016
Others,305,24,district,2016
Tharu,17,24,district,2016
Urdu,86,24,district,2016
Chhantyal,35,46006,local,2016
Gurung,331,46006,local,2016
Magar,662,46006,local,2016
Nepali,17635,46006,local,2016
Newar,165,46006,local,2016
Not Reported,22,46006,local,2016
Others,26,46006,local,2016
Bhojpuri,18,46001,local,2016
Bote,88,46001,local,2016
Chepang,18,46001,local,2016
Gurung,38,46001,local,2016
Hindi,12,46001,local,2016
Nepali,21567,46001,local,2016
Newar,43,46001,local,2016
Others,32,46001,local,2016
Urdu,11,46001,local,2016
Bhojpuri,27,46010,local,2016
Gurung,139,46010,local,2016
Hindi,31,46010,local,2016
Magar,127,46010,local,2016
Maithili,16,46010,local,2016
Nepali,31808,46010,local,2016
Newar,294,46010,local,2016
Others,42,46010,local,2016
Tharu,17,46010,local,2016
Urdu,47,46010,local,2016
Nepali,21679,46008,local,2016
Not Reported,40,46008,local,2016
Others,10,46008,local,2016
Bote,253,46011,local,2016
Gurung,16,46011,local,2016
Hindi,27,46011,local,2016
Magar,70,46011,local,2016
Maithili,14,46011,local,2016
Majhi,15,46011,local,2016
Nepali,17259,46011,local,2016
Newar,889,46011,local,2016
Others,26,46011,local,2016
Urdu,12,46011,local,2016
Bote,20,46012,local,2016
Magar,4202,46012,local,2016
Maithili,15,46012,local,2016
Nepali,19422,46012,local,2016
Newar,120,46012,local,2016
Others,28,46012,local,2016
Nepali,22394,46003,local,2016
Newar,41,46003,local,2016
Others,19,46003,local,2016
Kumal,209,46002,local,2016
Magar,281,46002,local,2016
Nepali,20761,46002,local,2016
Newar,201,46002,local,2016
Others,29,46002,local,2016
Bote,219,46004,local,2016
Magar,43,46004,local,2016
Nepali,21355,46004,local,2016
Newar,374,46004,local,2016
Others,30,46004,local,2016
Urdu,16,46004,local,2016
Bhujel,99,46007,local,2016
Nepali,21769,46007,local,2016
Not Reported,12,46007,local,2016
Others,19,46007,local,2016
Gurung,316,46009,local,2016
Magar,40,46009,local,2016
Nepali,31950,46009,local,2016
Newar,451,46009,local,2016
Not Reported,18,46009,local,2016
Others,27,46009,local,2016
Magar,11,46005,local,2016
Nepali,20891,46005,local,2016
Newar,45,46005,local,2016
Others,17,46005,local,2016
Bhojpuri,11,59,district,2016
Doteli,58,59,district,2016
Ghale,12,59,district,2016
Gurung,391,59,district,2016
Kham,5667,59,district,2016
Magar,10115,59,district,2016
Nepali,36636,59,district,2016
Not Reported,16,59,district,2016
Others,84,59,district,2016
Sign Language,14,59,district,2016
Thakali,14,59,district,2016
Ghale,12,77001,local,2016
Gurung,275,77001,local,2016
Kham,1040,77001,local,2016
Magar,5251,77001,local,2016
Nepali,11957,77001,local,2016
Not Reported,16,77001,local,2016
Others,38,77001,local,2016
Bhojpuri,11,77002,local,2016
Doteli,58,77002,local,2016
Gurung,116,77002,local,2016
Kham,4627,77002,local,2016
Magar,4864,77002,local,2016
Nepali,8203,77002,local,2016
Others,39,77002,local,2016
Thakali,14,77002,local,2016
Nepali,16476,77003,local,2016
Others,7,77003,local,2016
Sign Language,14,77003,local,2016
Bangla,12,54,district,2016
Bhojpuri,87,54,district,2016
Doteli,24,54,district,2016
Gurung,962,54,district,2016
Hindi,22,54,district,2016
Magar,5156,54,district,2016
Maithili,72,54,district,2016
Nepali,218167,54,district,2016
Newar,1468,54,district,2016
Not Reported,60,54,district,2016
Others,181,54,district,2016
Tamang,303,54,district,2016
Tharu,181,54,district,2016
Urdu,101,54,district,2016
Bhojpuri,11,52001,local,2016
Gurung,625,52001,local,2016
Magar,1550,52001,local,2016
Nepali,20187,52001,local,2016
Others,19,52001,local,2016
Gurung,49,52004,local,2016
Magar,33,52004,local,2016
Maithili,18,52004,local,2016
Nepali,16524,52004,local,2016
Newar,961,52004,local,2016
Others,23,52004,local,2016
Tharu,55,52004,local,2016
Urdu,23,52004,local,2016
Magar,449,52003,local,2016
Nepali,27415,52003,local,2016
Newar,19,52003,local,2016
Not Reported,12,52003,local,2016
Others,21,52003,local,2016
Urdu,15,52003,local,2016
Magar,20,52005,local,2016
Nepali,15011,52005,local,2016
Others,27,52005,local,2016
Bhojpuri,39,52008,local,2016
Gurung,175,52008,local,2016
Hindi,22,52008,local,2016
Magar,2826,52008,local,2016
Nepali,15468,52008,local,2016
Newar,31,52008,local,2016
Others,18,52008,local,2016
Tharu,15,52008,local,2016
Urdu,33,52008,local,2016
Gurung,64,52002,local,2016
Nepali,25053,52002,local,2016
Others,12,52002,local,2016
Tamang,292,52002,local,2016
Magar,150,52009,local,2016
Nepali,30726,52009,local,2016
Newar,15,52009,local,2016
Not Reported,22,52009,local,2016
Others,16,52009,local,2016
Tamang,11,52009,local,2016
Bangla,12,52007,local,2016
Bhojpuri,37,52007,local,2016
Doteli,24,52007,local,2016
Gurung,49,52007,local,2016
Magar,97,52007,local,2016
Maithili,54,52007,local,2016
Nepali,37564,52007,local,2016
Newar,442,52007,local,2016
Others,29,52007,local,2016
Tharu,111,52007,local,2016
Urdu,30,52007,local,2016
Magar,31,52006,local,2016
Nepali,30219,52006,local,2016
Not Reported,26,52006,local,2016
Others,16,52006,local,2016
Avadhi,55997,60,district,2016
Bangla,378,60,district,2016
Bhojpuri,321970,60,district,2016
Bhujel,171,60,district,2016
Chhantyal,335,60,district,2016
Doteli,652,60,district,2016
English,11,60,district,2016
Gurung,10493,60,district,2016
Hindi,4178,60,district,2016
Kham,147,60,district,2016
Kumal,56,60,district,2016
Limbu,56,60,district,2016
Magar,36684,60,district,2016
Maithili,31053,60,district,2016
Nepali,319796,60,district,2016
Newar,11534,60,district,2016
Not Reported,606,60,district,2016
Others,715,60,district,2016
Punjabi,41,60,district,2016
Rai,286,60,district,2016
Rajsthani,253,60,district,2016
Santhali,77,60,district,2016
Sherpa,333,60,district,2016
Sign Language,42,60,district,2016
Sindhi,26,60,district,2016
Sunuwar,24,60,district,2016
Tamang,657,60,district,2016
Thakali,225,60,district,2016
Tharu,55211,60,district,2016
Uranw/Urau,71,60,district,2016
Urdu,22488,60,district,2016
Avadhi,1241,49010,local,2016
Bhojpuri,31789,49010,local,2016
Bhujel,75,49010,local,2016
Doteli,60,49010,local,2016
Maithili,2026,49010,local,2016
Nepali,581,49010,local,2016
Newar,57,49010,local,2016
Not Reported,66,49010,local,2016
Others,39,49010,local,2016
Tharu,362,49010,local,2016
Urdu,879,49010,local,2016
Avadhi,585,49004,local,2016
Bhojpuri,1906,49004,local,2016
Gurung,262,49004,local,2016
Magar,3140,49004,local,2016
Maithili,153,49004,local,2016
Nepali,23301,49004,local,2016
Newar,97,49004,local,2016
Others,56,49004,local,2016
Rai,26,49004,local,2016
Thakali,12,49004,local,2016
Tharu,3534,49004,local,2016
Bhojpuri,34384,49012,local,2016
Doteli,159,49012,local,2016
Limbu,11,49012,local,2016
Maithili,3452,49012,local,2016
Nepali,77,49012,local,2016
Newar,177,49012,local,2016
Others,31,49012,local,2016
Urdu,14,49012,local,2016
Avadhi,367,49001,local,2016
Bangla,186,49001,local,2016
Bhojpuri,2814,49001,local,2016
Chhantyal,290,49001,local,2016
Doteli,24,49001,local,2016
Gurung,3015,49001,local,2016
Hindi,2602,49001,local,2016
Kham,109,49001,local,2016
Kumal,22,49001,local,2016
Limbu,18,49001,local,2016
Magar,11247,49001,local,2016
Maithili,1205,49001,local,2016
Nepali,100920,49001,local,2016
Newar,7197,49001,local,2016
Not Reported,109,49001,local,2016
Others,78,49001,local,2016
Punjabi,19,49001,local,2016
Rai,89,49001,local,2016
Rajsthani,54,49001,local,2016
Sign Language,15,49001,local,2016
Tamang,250,49001,local,2016
Thakali,188,49001,local,2016
Tharu,7382,49001,local,2016
Urdu,542,49001,local,2016
Avadhi,1675,49015,local,2016
Bhojpuri,12940,49015,local,2016
Gurung,40,49015,local,2016
Hindi,75,49015,local,2016
Magar,723,49015,local,2016
Maithili,884,49015,local,2016
Nepali,10104,49015,local,2016
Newar,64,49015,local,2016
Others,44,49015,local,2016
Tharu,7911,49015,local,2016
Urdu,178,49015,local,2016
Avadhi,4977,49009,local,2016
Bangla,43,49009,local,2016
Bhojpuri,18743,49009,local,2016
Bhujel,16,49009,local,2016
Gurung,468,49009,local,2016
Hindi,117,49009,local,2016
Magar,1185,49009,local,2016
Maithili,1089,49009,local,2016
Nepali,5137,49009,local,2016
Newar,125,49009,local,2016
Others,39,49009,local,2016
Santhali,16,49009,local,2016
Tharu,1296,49009,local,2016
Urdu,940,49009,local,2016
Avadhi,274,49011,local,2016
Bhojpuri,1057,49011,local,2016
Chhantyal,14,49011,local,2016
Gurung,217,49011,local,2016
Hindi,84,49011,local,2016
Magar,3390,49011,local,2016
Maithili,300,49011,local,2016
Nepali,39718,49011,local,2016
Newar,627,49011,local,2016
Others,47,49011,local,2016
Rai,11,49011,local,2016
Tamang,11,49011,local,2016
Tharu,10039,49011,local,2016
Urdu,33,49011,local,2016
Avadhi,349,49016,local,2016
Bhojpuri,8417,49016,local,2016
Chhantyal,31,49016,local,2016
Doteli,37,49016,local,2016
Gurung,2890,49016,local,2016
Hindi,338,49016,local,2016
Kham,38,49016,local,2016
Kumal,34,49016,local,2016
Limbu,27,49016,local,2016
Magar,8274,49016,local,2016
Maithili,1890,49016,local,2016
Nepali,61333,49016,local,2016
Newar,970,49016,local,2016
Not Reported,96,49016,local,2016
Others,70,49016,local,2016
Rai,17,49016,local,2016
Santhali,33,49016,local,2016
Sherpa,11,49016,local,2016
Sign Language,15,49016,local,2016
Tamang,62,49016,local,2016
Tharu,14988,49016,local,2016
Urdu,229,49016,local,2016
Avadhi,845,49014,local,2016
Bangla,15,49014,local,2016
Bhojpuri,18803,49014,local,2016
Gurung,380,49014,local,2016
Hindi,25,49014,local,2016
Magar,422,49014,local,2016
Maithili,1639,49014,local,2016
