education level passed,geo_code,geo_level,sex,total
SLC and Equivalent,9008,local,Female,3693
SLC and Equivalent,9008,local,Male,4591
Beginners,9009,local,Female,1661
Beginners,9009,local,Male,1893
Graduate and Equivalent,9009,local,Female,294
Graduate and Equivalent,9009,local,Male,794
Intermediate and Equivalent,9009,local,Female,1271
Intermediate and Equivalent,9009,local,Male,2023
Level not Stated,9009,local,Female,226
Level not Stated,9009,local,Male,206
Lower Secondary (Class 6-8),9009,local,Female,10704
Lower Secondary (Class 6-8),9009,local,Male,10449
Non Formal Education,9009,local,Female,2701
Non Formal Education,9009,local,Male,2951
Others,9009,local,Female,36
Others,9009,local,Male,46
Post Graduate Equivalent and Above,9009,local,Female,42
Post Graduate Equivalent and Above,9009,local,Male,259
Primary Education (1-5 Class),9009,local,Female,23144
Primary Education (1-5 Class),9009,local,Male,24337
Secondary Level (Class 9-10),9009,local,Female,4713
Secondary Level (Class 9-10),9009,local,Male,5462
SLC and Equivalent,9009,local,Female,3693
SLC and Equivalent,9009,local,Male,4591
Beginners,75,district,Female,3749
Beginners,75,district,Male,4183
Graduate and Equivalent,75,district,Female,552
Graduate and Equivalent,75,district,Male,1472
Intermediate and Equivalent,75,district,Female,3703
Intermediate and Equivalent,75,district,Male,4036
Level not Stated,75,district,Female,270
Level not Stated,75,district,Male,306
Lower Secondary (Class 6-8),75,district,Female,21575
Lower Secondary (Class 6-8),75,district,Male,22015
Non Formal Education,75,district,Female,5086
Non Formal Education,75,district,Male,4654
Others,75,district,Female,76
Others,75,district,Male,65
Post Graduate Equivalent and Above,75,district,Female,78
Post Graduate Equivalent and Above,75,district,Male,477
Primary Education (1-5 Class),75,district,Female,38915
Primary Education (1-5 Class),75,district,Male,44176
Secondary Level (Class 9-10),75,district,Female,10333
Secondary Level (Class 9-10),75,district,Male,10758
SLC and Equivalent,75,district,Female,11125
SLC and Equivalent,75,district,Male,11294
Beginners,14006,local,Female,3749
Beginners,14006,local,Male,4183
Graduate and Equivalent,14006,local,Female,552
Graduate and Equivalent,14006,local,Male,1472
Intermediate and Equivalent,14006,local,Female,3703
Intermediate and Equivalent,14006,local,Male,4036
Level not Stated,14006,local,Female,270
Level not Stated,14006,local,Male,306
Lower Secondary (Class 6-8),14006,local,Female,21575
Lower Secondary (Class 6-8),14006,local,Male,22015
Non Formal Education,14006,local,Female,5086
Non Formal Education,14006,local,Male,4654
Others,14006,local,Female,76
Others,14006,local,Male,65
Post Graduate Equivalent and Above,14006,local,Female,78
Post Graduate Equivalent and Above,14006,local,Male,477
Primary Education (1-5 Class),14006,local,Female,38915
Primary Education (1-5 Class),14006,local,Male,44176
Secondary Level (Class 9-10),14006,local,Female,10333
Secondary Level (Class 9-10),14006,local,Male,10758
SLC and Equivalent,14006,local,Female,11125
SLC and Equivalent,14006,local,Male,11294
Beginners,14004,local,Female,3749
Beginners,14004,local,Male,4183
Graduate and Equivalent,14004,local,Female,552
Graduate and Equivalent,14004,local,Male,1472
Intermediate and Equivalent,14004,local,Female,3703
Intermediate and Equivalent,14004,local,Male,4036
Level not Stated,14004,local,Female,270
Level not Stated,14004,local,Male,306
Lower Secondary (Class 6-8),14004,local,Female,21575
Lower Secondary (Class 6-8),14004,local,Male,22015
Non Formal Education,14004,local,Female,5086
Non Formal Education,14004,local,Male,4654
Others,14004,local,Female,76
Others,14004,local,Male,65
Post Graduate Equivalent and Above,14004,local,Female,78
Post Graduate Equivalent and Above,14004,local,Male,477
Primary Education (1-5 Class),14004,local,Female,38915
Primary Education (1-5 Class),14004,local,Male,44176
Secondary Level (Class 9-10),14004,local,Female,10333
Secondary Level (Class 9-10),14004,local,Male,10758
SLC and Equivalent,14004,local,Female,11125
SLC and Equivalent,14004,local,Male,11294
Beginners,14007,local,Female,3749
Beginners,14007,local,Male,4183
Graduate and Equivalent,14007,local,Female,552
Graduate and Equivalent,14007,local,Male,1472
Intermediate and Equivalent,14007,local,Female,3703
Intermediate and Equivalent,14007,local,Male,4036
Level not Stated,14007,local,Female,270
Level not Stated,14007,local,Male,306
Lower Secondary (Class 6-8),14007,local,Female,21575
Lower Secondary (Class 6-8),14007,local,Male,22015
Non Formal Education,14007,local,Female,5086
Non Formal Education,14007,local,Male,4654
Others,14007,local,Female,76
Others,14007,local,Male,65
Post Graduate Equivalent and Above,14007,local,Female,78
Post Graduate Equivalent and Above,14007,local,Male,477
Primary Education (1-5 Class),14007,local,Female,38915
Primary Education (1-5 Class),14007,local,Male,44176
Secondary Level (Class 9-10),14007,local,Female,10333
Secondary Level (Class 9-10),14007,local,Male,10758
SLC and Equivalent,14007,local,Female,11125
SLC and Equivalent,14007,local,Male,11294
Beginners,14001,local,Female,3749
Beginners,14001,local,Male,4183
Graduate and Equivalent,14001,local,Female,552
Graduate and Equivalent,14001,local,Male,1472
Intermediate and Equivalent,14001,local,Female,3703
Intermediate and Equivalent,14001,local,Male,4036
Level not Stated,14001,local,Female,270
Level not Stated,14001,local,Male,306
Lower Secondary (Class 6-8),14001,local,Female,21575
Lower Secondary (Class 6-8),14001,local,Male,22015
Non Formal Education,14001,local,Female,5086
Non Formal Education,14001,local,Male,4654
Others,14001,local,Female,76
Others,14001,local,Male,65
Post Graduate Equivalent and Above,14001,local,Female,78
Post Graduate Equivalent and Above,14001,local,Male,477
Primary Education (1-5 Class),14001,local,Female,38915
Primary Education (1-5 Class),14001,local,Male,44176
Secondary Level (Class 9-10),14001,local,Female,10333
Secondary Level (Class 9-10),14001,local,Male,10758
SLC and Equivalent,14001,local,Female,11125
SLC and Equivalent,14001,local,Male,11294
Beginners,14005,local,Female,3749
Beginners,14005,local,Male,4183
Graduate and Equivalent,14005,local,Female,552
Graduate and Equivalent,14005,local,Male,1472
Intermediate and Equivalent,14005,local,Female,3703
Intermediate and Equivalent,14005,local,Male,4036
Level not Stated,14005,local,Female,270
Level not Stated,14005,local,Male,306
Lower Secondary (Class 6-8),14005,local,Female,21575
Lower Secondary (Class 6-8),14005,local,Male,22015
Non Formal Education,14005,local,Female,5086
Non Formal Education,14005,local,Male,4654
Others,14005,local,Female,76
Others,14005,local,Male,65
Post Graduate Equivalent and Above,14005,local,Female,78
Post Graduate Equivalent and Above,14005,local,Male,477
Primary Education (1-5 Class),14005,local,Female,38915
Primary Education (1-5 Class),14005,local,Male,44176
Secondary Level (Class 9-10),14005,local,Female,10333
Secondary Level (Class 9-10),14005,local,Male,10758
SLC and Equivalent,14005,local,Female,11125
SLC and Equivalent,14005,local,Male,11294
Beginners,14003,local,Female,3749
Beginners,14003,local,Male,4183
Graduate and Equivalent,14003,local,Female,552
Graduate and Equivalent,14003,local,Male,1472
Intermediate and Equivalent,14003,local,Female,3703
Intermediate and Equivalent,14003,local,Male,4036
Level not Stated,14003,local,Female,270
Level not Stated,14003,local,Male,306
Lower Secondary (Class 6-8),14003,local,Female,21575
Lower Secondary (Class 6-8),14003,local,Male,22015
Non Formal Education,14003,local,Female,5086
Non Formal Education,14003,local,Male,4654
Others,14003,local,Female,76
Others,14003,local,Male,65
Post Graduate Equivalent and Above,14003,local,Female,78
Post Graduate Equivalent and Above,14003,local,Male,477
Primary Education (1-5 Class),14003,local,Female,38915
Primary Education (1-5 Class),14003,local,Male,44176
Secondary Level (Class 9-10),14003,local,Female,10333
Secondary Level (Class 9-10),14003,local,Male,10758
SLC and Equivalent,14003,local,Female,11125
SLC and Equivalent,14003,local,Male,11294
Beginners,14008,local,Female,3749
Beginners,14008,local,Male,4183
Graduate and Equivalent,14008,local,Female,552
Graduate and Equivalent,14008,local,Male,1472
Intermediate and Equivalent,14008,local,Female,3703
Intermediate and Equivalent,14008,local,Male,4036
Level not Stated,14008,local,Female,270
Level not Stated,14008,local,Male,306
Lower Secondary (Class 6-8),14008,local,Female,21575
Lower Secondary (Class 6-8),14008,local,Male,22015
Non Formal Education,14008,local,Female,5086
Non Formal Education,14008,local,Male,4654
Others,14008,local,Female,76
Others,14008,local,Male,65
Post Graduate Equivalent and Above,14008,local,Female,78
Post Graduate Equivalent and Above,14008,local,Male,477
Primary Education (1-5 Class),14008,local,Female,38915
Primary Education (1-5 Class),14008,local,Male,44176
Secondary Level (Class 9-10),14008,local,Female,10333
Secondary Level (Class 9-10),14008,local,Male,10758
SLC and Equivalent,14008,local,Female,11125
SLC and Equivalent,14008,local,Male,11294
Beginners,14002,local,Female,3749
Beginners,14002,local,Male,4183
Graduate and Equivalent,14002,local,Female,552
Graduate and Equivalent,14002,local,Male,1472
Intermediate and Equivalent,14002,local,Female,3703
Intermediate and Equivalent,14002,local,Male,4036
Level not Stated,14002,local,Female,270
Level not Stated,14002,local,Male,306
Lower Secondary (Class 6-8),14002,local,Female,21575
Lower Secondary (Class 6-8),14002,local,Male,22015
Non Formal Education,14002,local,Female,5086
Non Formal Education,14002,local,Male,4654
Others,14002,local,Female,76
Others,14002,local,Male,65
Post Graduate Equivalent and Above,14002,local,Female,78
Post Graduate Equivalent and Above,14002,local,Male,477
Primary Education (1-5 Class),14002,local,Female,38915
Primary Education (1-5 Class),14002,local,Male,44176
Secondary Level (Class 9-10),14002,local,Female,10333
Secondary Level (Class 9-10),14002,local,Male,10758
SLC and Equivalent,14002,local,Female,11125
SLC and Equivalent,14002,local,Male,11294
Beginners,51,district,Female,1913
Beginners,51,district,Male,2153
Graduate and Equivalent,51,district,Female,486
Graduate and Equivalent,51,district,Male,1101
Intermediate and Equivalent,51,district,Female,2311
Intermediate and Equivalent,51,district,Male,2469
Level not Stated,51,district,Female,107
Level not Stated,51,district,Male,137
Lower Secondary (Class 6-8),51,district,Female,15275
Lower Secondary (Class 6-8),51,district,Male,14215
Non Formal Education,51,district,Female,2638
Non Formal Education,51,district,Male,2958
Others,51,district,Female,6
Others,51,district,Male,12
Post Graduate Equivalent and Above,51,district,Female,60
Post Graduate Equivalent and Above,51,district,Male,298
Primary Education (1-5 Class),51,district,Female,24437
Primary Education (1-5 Class),51,district,Male,27408
Secondary Level (Class 9-10),51,district,Female,8689
Secondary Level (Class 9-10),51,district,Male,8728
SLC and Equivalent,51,district,Female,6831
SLC and Equivalent,51,district,Male,6338
Beginners,2004,local,Female,1913
Beginners,2004,local,Male,2153
Graduate and Equivalent,2004,local,Female,486
Graduate and Equivalent,2004,local,Male,1101
Intermediate and Equivalent,2004,local,Female,2311
Intermediate and Equivalent,2004,local,Male,2469
Level not Stated,2004,local,Female,107
Level not Stated,2004,local,Male,137
Lower Secondary (Class 6-8),2004,local,Female,15275
Lower Secondary (Class 6-8),2004,local,Male,14215
Non Formal Education,2004,local,Female,2638
Non Formal Education,2004,local,Male,2958
Others,2004,local,Female,6
Others,2004,local,Male,12
Post Graduate Equivalent and Above,2004,local,Female,60
Post Graduate Equivalent and Above,2004,local,Male,298
Primary Education (1-5 Class),2004,local,Female,24437
Primary Education (1-5 Class),2004,local,Male,27408
Secondary Level (Class 9-10),2004,local,Female,8689
Secondary Level (Class 9-10),2004,local,Male,8728
SLC and Equivalent,2004,local,Female,6831
SLC and Equivalent,2004,local,Male,6338
Beginners,2001,local,Female,1913
Beginners,2001,local,Male,2153
Graduate and Equivalent,2001,local,Female,486
Graduate and Equivalent,2001,local,Male,1101
Intermediate and Equivalent,2001,local,Female,2311
Intermediate and Equivalent,2001,local,Male,2469
Level not Stated,2001,local,Female,107
Level not Stated,2001,local,Male,137
Lower Secondary (Class 6-8),2001,local,Female,15275
Lower Secondary (Class 6-8),2001,local,Male,14215
Non Formal Education,2001,local,Female,2638
Non Formal Education,2001,local,Male,2958
Others,2001,local,Female,6
Others,2001,local,Male,12
Post Graduate Equivalent and Above,2001,local,Female,60
Post Graduate Equivalent and Above,2001,local,Male,298
Primary Education (1-5 Class),2001,local,Female,24437
Primary Education (1-5 Class),2001,local,Male,27408
Secondary Level (Class 9-10),2001,local,Female,8689
Secondary Level (Class 9-10),2001,local,Male,8728
SLC and Equivalent,2001,local,Female,6831
SLC and Equivalent,2001,local,Male,6338
Beginners,2003,local,Female,1913
Beginners,2003,local,Male,2153
Graduate and Equivalent,2003,local,Female,486
Graduate and Equivalent,2003,local,Male,1101
Intermediate and Equivalent,2003,local,Female,2311
Intermediate and Equivalent,2003,local,Male,2469
Level not Stated,2003,local,Female,107
Level not Stated,2003,local,Male,137
Lower Secondary (Class 6-8),2003,local,Female,15275
Lower Secondary (Class 6-8),2003,local,Male,14215
Non Formal Education,2003,local,Female,2638
Non Formal Education,2003,local,Male,2958
Others,2003,local,Female,6
Others,2003,local,Male,12
Post Graduate Equivalent and Above,2003,local,Female,60
Post Graduate Equivalent and Above,2003,local,Male,298
Primary Education (1-5 Class),2003,local,Female,24437
Primary Education (1-5 Class),2003,local,Male,27408
Secondary Level (Class 9-10),2003,local,Female,8689
Secondary Level (Class 9-10),2003,local,Male,8728
SLC and Equivalent,2003,local,Female,6831
SLC and Equivalent,2003,local,Male,6338
Beginners,2005,local,Female,1913
Beginners,2005,local,Male,2153
Graduate and Equivalent,2005,local,Female,486
Graduate and Equivalent,2005,local,Male,1101
Intermediate and Equivalent,2005,local,Female,2311
Intermediate and Equivalent,2005,local,Male,2469
Level not Stated,2005,local,Female,107
Level not Stated,2005,local,Male,137
Lower Secondary (Class 6-8),2005,local,Female,15275
Lower Secondary (Class 6-8),2005,local,Male,14215
Non Formal Education,2005,local,Female,2638
Non Formal Education,2005,local,Male,2958
Others,2005,local,Female,6
Others,2005,local,Male,12
Post Graduate Equivalent and Above,2005,local,Female,60
Post Graduate Equivalent and Above,2005,local,Male,298
Primary Education (1-5 Class),2005,local,Female,24437
Primary Education (1-5 Class),2005,local,Male,27408
Secondary Level (Class 9-10),2005,local,Female,8689
Secondary Level (Class 9-10),2005,local,Male,8728
SLC and Equivalent,2005,local,Female,6831
SLC and Equivalent,2005,local,Male,6338
Beginners,2006,local,Female,1913
Beginners,2006,local,Male,2153
Graduate and Equivalent,2006,local,Female,486
Graduate and Equivalent,2006,local,Male,1101
Intermediate and Equivalent,2006,local,Female,2311
Intermediate and Equivalent,2006,local,Male,2469
Level not Stated,2006,local,Female,107
Level not Stated,2006,local,Male,137
Lower Secondary (Class 6-8),2006,local,Female,15275
Lower Secondary (Class 6-8),2006,local,Male,14215
Non Formal Education,2006,local,Female,2638
Non Formal Education,2006,local,Male,2958
Others,2006,local,Female,6
Others,2006,local,Male,12
Post Graduate Equivalent and Above,2006,local,Female,60
Post Graduate Equivalent and Above,2006,local,Male,298
Primary Education (1-5 Class),2006,local,Female,24437
Primary Education (1-5 Class),2006,local,Male,27408
Secondary Level (Class 9-10),2006,local,Female,8689
Secondary Level (Class 9-10),2006,local,Male,8728
SLC and Equivalent,2006,local,Female,6831
SLC and Equivalent,2006,local,Male,6338
Beginners,2008,local,Female,1913
Beginners,2008,local,Male,2153
Graduate and Equivalent,2008,local,Female,486
Graduate and Equivalent,2008,local,Male,1101
Intermediate and Equivalent,2008,local,Female,2311
Intermediate and Equivalent,2008,local,Male,2469
Level not Stated,2008,local,Female,107
Level not Stated,2008,local,Male,137
Lower Secondary (Class 6-8),2008,local,Female,15275
Lower Secondary (Class 6-8),2008,local,Male,14215
Non Formal Education,2008,local,Female,2638
Non Formal Education,2008,local,Male,2958
Others,2008,local,Female,6
Others,2008,local,Male,12
Post Graduate Equivalent and Above,2008,local,Female,60
Post Graduate Equivalent and Above,2008,local,Male,298
Primary Education (1-5 Class),2008,local,Female,24437
Primary Education (1-5 Class),2008,local,Male,27408
Secondary Level (Class 9-10),2008,local,Female,8689
Secondary Level (Class 9-10),2008,local,Male,8728
SLC and Equivalent,2008,local,Female,6831
SLC and Equivalent,2008,local,Male,6338
Beginners,2007,local,Female,1913
Beginners,2007,local,Male,2153
Graduate and Equivalent,2007,local,Female,486
Graduate and Equivalent,2007,local,Male,1101
Intermediate and Equivalent,2007,local,Female,2311
Intermediate and Equivalent,2007,local,Male,2469
Level not Stated,2007,local,Female,107
Level not Stated,2007,local,Male,137
Lower Secondary (Class 6-8),2007,local,Female,15275
Lower Secondary (Class 6-8),2007,local,Male,14215
Non Formal Education,2007,local,Female,2638
Non Formal Education,2007,local,Male,2958
Others,2007,local,Female,6
Others,2007,local,Male,12
Post Graduate Equivalent and Above,2007,local,Female,60
Post Graduate Equivalent and Above,2007,local,Male,298
Primary Education (1-5 Class),2007,local,Female,24437
Primary Education (1-5 Class),2007,local,Male,27408
Secondary Level (Class 9-10),2007,local,Female,8689
Secondary Level (Class 9-10),2007,local,Male,8728
SLC and Equivalent,2007,local,Female,6831
SLC and Equivalent,2007,local,Male,6338
Beginners,2002,local,Female,1913
Beginners,2002,local,Male,2153
Graduate and Equivalent,2002,local,Female,486
Graduate and Equivalent,2002,local,Male,1101
Intermediate and Equivalent,2002,local,Female,2311
Intermediate and Equivalent,2002,local,Male,2469
Level not Stated,2002,local,Female,107
Level not Stated,2002,local,Male,137
Lower Secondary (Class 6-8),2002,local,Female,15275
Lower Secondary (Class 6-8),2002,local,Male,14215
Non Formal Education,2002,local,Female,2638
Non Formal Education,2002,local,Male,2958
Others,2002,local,Female,6
Others,2002,local,Male,12
Post Graduate Equivalent and Above,2002,local,Female,60
Post Graduate Equivalent and Above,2002,local,Male,298
Primary Education (1-5 Class),2002,local,Female,24437
Primary Education (1-5 Class),2002,local,Male,27408
Secondary Level (Class 9-10),2002,local,Female,8689
Secondary Level (Class 9-10),2002,local,Male,8728
SLC and Equivalent,2002,local,Female,6831
SLC and Equivalent,2002,local,Male,6338
Beginners,74,district,Female,764
Beginners,74,district,Male,906
Graduate and Equivalent,74,district,Female,240
Graduate and Equivalent,74,district,Male,651
Intermediate and Equivalent,74,district,Female,1012
Intermediate and Equivalent,74,district,Male,1378
Level not Stated,74,district,Female,84
Level not Stated,74,district,Male,92
Lower Secondary (Class 6-8),74,district,Female,8275
Lower Secondary (Class 6-8),74,district,Male,7546
Non Formal Education,74,district,Female,1787
Non Formal Education,74,district,Male,1797
Others,74,district,Female,20
Others,74,district,Male,30
Post Graduate Equivalent and Above,74,district,Female,30
Post Graduate Equivalent and Above,74,district,Male,211
Primary Education (1-5 Class),74,district,Female,12004
Primary Education (1-5 Class),74,district,Male,12655
Secondary Level (Class 9-10),74,district,Female,4542
Secondary Level (Class 9-10),74,district,Male,4782
SLC and Equivalent,74,district,Female,5149
SLC and Equivalent,74,district,Male,5331
Beginners,8001,local,Female,764
Beginners,8001,local,Male,906
Graduate and Equivalent,8001,local,Female,240
Graduate and Equivalent,8001,local,Male,651
Intermediate and Equivalent,8001,local,Female,1012
Intermediate and Equivalent,8001,local,Male,1378
Level not Stated,8001,local,Female,84
Level not Stated,8001,local,Male,92
Lower Secondary (Class 6-8),8001,local,Female,8275
Lower Secondary (Class 6-8),8001,local,Male,7546
Non Formal Education,8001,local,Female,1787
Non Formal Education,8001,local,Male,1797
Others,8001,local,Female,20
Others,8001,local,Male,30
Post Graduate Equivalent and Above,8001,local,Female,30
Post Graduate Equivalent and Above,8001,local,Male,211
Primary Education (1-5 Class),8001,local,Female,12004
Primary Education (1-5 Class),8001,local,Male,12655
Secondary Level (Class 9-10),8001,local,Female,4542
Secondary Level (Class 9-10),8001,local,Male,4782
SLC and Equivalent,8001,local,Female,5149
SLC and Equivalent,8001,local,Male,5331
Beginners,8005,local,Female,764
Beginners,8005,local,Male,906
Graduate and Equivalent,8005,local,Female,240
Graduate and Equivalent,8005,local,Male,651
Intermediate and Equivalent,8005,local,Female,1012
Intermediate and Equivalent,8005,local,Male,1378
Level not Stated,8005,local,Female,84
Level not Stated,8005,local,Male,92
Lower Secondary (Class 6-8),8005,local,Female,8275
Lower Secondary (Class 6-8),8005,local,Male,7546
Non Formal Education,8005,local,Female,1787
Non Formal Education,8005,local,Male,1797
Others,8005,local,Female,20
Others,8005,local,Male,30
Post Graduate Equivalent and Above,8005,local,Female,30
Post Graduate Equivalent and Above,8005,local,Male,211
Primary Education (1-5 Class),8005,local,Female,12004
Primary Education (1-5 Class),8005,local,Male,12655
Secondary Level (Class 9-10),8005,local,Female,4542
Secondary Level (Class 9-10),8005,local,Male,4782
SLC and Equivalent,8005,local,Female,5149
SLC and Equivalent,8005,local,Male,5331
Beginners,8003,local,Female,764
Beginners,8003,local,Male,906
Graduate and Equivalent,8003,local,Female,240
Graduate and Equivalent,8003,local,Male,651
Intermediate and Equivalent,8003,local,Female,1012
Intermediate and Equivalent,8003,local,Male,1378
Level not Stated,8003,local,Female,84
Level not Stated,8003,local,Male,92
Lower Secondary (Class 6-8),8003,local,Female,8275
Lower Secondary (Class 6-8),8003,local,Male,7546
Non Formal Education,8003,local,Female,1787
Non Formal Education,8003,local,Male,1797
Others,8003,local,Female,20
Others,8003,local,Male,30
Post Graduate Equivalent and Above,8003,local,Female,30
Post Graduate Equivalent and Above,8003,local,Male,211
Primary Education (1-5 Class),8003,local,Female,12004
Primary Education (1-5 Class),8003,local,Male,12655
Secondary Level (Class 9-10),8003,local,Female,4542
Secondary Level (Class 9-10),8003,local,Male,4782
SLC and Equivalent,8003,local,Female,5149
SLC and Equivalent,8003,local,Male,5331
Beginners,8004,local,Female,764
Beginners,8004,local,Male,906
Graduate and Equivalent,8004,local,Female,240
Graduate and Equivalent,8004,local,Male,651
Intermediate and Equivalent,8004,local,Female,1012
Intermediate and Equivalent,8004,local,Male,1378
Level not Stated,8004,local,Female,84
Level not Stated,8004,local,Male,92
Lower Secondary (Class 6-8),8004,local,Female,8275
Lower Secondary (Class 6-8),8004,local,Male,7546
Non Formal Education,8004,local,Female,1787
Non Formal Education,8004,local,Male,1797
Others,8004,local,Female,20
Others,8004,local,Male,30
Post Graduate Equivalent and Above,8004,local,Female,30
Post Graduate Equivalent and Above,8004,local,Male,211
Primary Education (1-5 Class),8004,local,Female,12004
Primary Education (1-5 Class),8004,local,Male,12655
Secondary Level (Class 9-10),8004,local,Female,4542
Secondary Level (Class 9-10),8004,local,Male,4782
SLC and Equivalent,8004,local,Female,5149
SLC and Equivalent,8004,local,Male,5331
Beginners,8006,local,Female,764
Beginners,8006,local,Male,906
Graduate and Equivalent,8006,local,Female,240
Graduate and Equivalent,8006,local,Male,651
Intermediate and Equivalent,8006,local,Female,1012
Intermediate and Equivalent,8006,local,Male,1378
Level not Stated,8006,local,Female,84
Level not Stated,8006,local,Male,92
Lower Secondary (Class 6-8),8006,local,Female,8275
Lower Secondary (Class 6-8),8006,local,Male,7546
Non Formal Education,8006,local,Female,1787
Non Formal Education,8006,local,Male,1797
Others,8006,local,Female,20
Others,8006,local,Male,30
Post Graduate Equivalent and Above,8006,local,Female,30
Post Graduate Equivalent and Above,8006,local,Male,211
Primary Education (1-5 Class),8006,local,Female,12004
Primary Education (1-5 Class),8006,local,Male,12655
Secondary Level (Class 9-10),8006,local,Female,4542
Secondary Level (Class 9-10),8006,local,Male,4782
SLC and Equivalent,8006,local,Female,5149
SLC and Equivalent,8006,local,Male,5331
Beginners,8002,local,Female,764
Beginners,8002,local,Male,906
Graduate and Equivalent,8002,local,Female,240
Graduate and Equivalent,8002,local,Male,651
Intermediate and Equivalent,8002,local,Female,1012
Intermediate and Equivalent,8002,local,Male,1378
Level not Stated,8002,local,Female,84
Level not Stated,8002,local,Male,92
Lower Secondary (Class 6-8),8002,local,Female,8275
Lower Secondary (Class 6-8),8002,local,Male,7546
Non Formal Education,8002,local,Female,1787
Non Formal Education,8002,local,Male,1797
Others,8002,local,Female,20
Others,8002,local,Male,30
Post Graduate Equivalent and Above,8002,local,Female,30
Post Graduate Equivalent and Above,8002,local,Male,211
Primary Education (1-5 Class),8002,local,Female,12004
Primary Education (1-5 Class),8002,local,Male,12655
Secondary Level (Class 9-10),8002,local,Female,4542
Secondary Level (Class 9-10),8002,local,Male,4782
SLC and Equivalent,8002,local,Female,5149
SLC and Equivalent,8002,local,Male,5331
Beginners,26,district,Female,1901
Beginners,26,district,Male,2075
Graduate and Equivalent,26,district,Female,1108
Graduate and Equivalent,26,district,Male,2266
Intermediate and Equivalent,26,district,Female,4468
Intermediate and Equivalent,26,district,Male,5134
Level not Stated,26,district,Female,696
Level not Stated,26,district,Male,868
Lower Secondary (Class 6-8),26,district,Female,24655
Lower Secondary (Class 6-8),26,district,Male,24257
Non Formal Education,26,district,Female,6747
Non Formal Education,26,district,Male,7018
Others,26,district,Female,20
Others,26,district,Male,24
Post Graduate Equivalent and Above,26,district,Female,181
Post Graduate Equivalent and Above,26,district,Male,672
Primary Education (1-5 Class),26,district,Female,36034
Primary Education (1-5 Class),26,district,Male,42120
Secondary Level (Class 9-10),26,district,Female,15035
Secondary Level (Class 9-10),26,district,Male,14784
SLC and Equivalent,26,district,Female,10184
SLC and Equivalent,26,district,Male,9883
Beginners,3009,local,Female,1901
Beginners,3009,local,Male,2075
Graduate and Equivalent,3009,local,Female,1108
Graduate and Equivalent,3009,local,Male,2266
Intermediate and Equivalent,3009,local,Female,4468
Intermediate and Equivalent,3009,local,Male,5134
Level not Stated,3009,local,Female,696
Level not Stated,3009,local,Male,868
Lower Secondary (Class 6-8),3009,local,Female,24655
Lower Secondary (Class 6-8),3009,local,Male,24257
Non Formal Education,3009,local,Female,6747
Non Formal Education,3009,local,Male,7018
Others,3009,local,Female,20
Others,3009,local,Male,24
Post Graduate Equivalent and Above,3009,local,Female,181
Post Graduate Equivalent and Above,3009,local,Male,672
Primary Education (1-5 Class),3009,local,Female,36034
Primary Education (1-5 Class),3009,local,Male,42120
Secondary Level (Class 9-10),3009,local,Female,15035
Secondary Level (Class 9-10),3009,local,Male,14784
SLC and Equivalent,3009,local,Female,10184
SLC and Equivalent,3009,local,Male,9883
Beginners,3001,local,Female,1901
Beginners,3001,local,Male,2075
Graduate and Equivalent,3001,local,Female,1108
Graduate and Equivalent,3001,local,Male,2266
Intermediate and Equivalent,3001,local,Female,4468
Intermediate and Equivalent,3001,local,Male,5134
Level not Stated,3001,local,Female,696
Level not Stated,3001,local,Male,868
Lower Secondary (Class 6-8),3001,local,Female,24655
Lower Secondary (Class 6-8),3001,local,Male,24257
Non Formal Education,3001,local,Female,6747
Non Formal Education,3001,local,Male,7018
Others,3001,local,Female,20
Others,3001,local,Male,24
Post Graduate Equivalent and Above,3001,local,Female,181
Post Graduate Equivalent and Above,3001,local,Male,672
Primary Education (1-5 Class),3001,local,Female,36034
Primary Education (1-5 Class),3001,local,Male,42120
Secondary Level (Class 9-10),3001,local,Female,15035
Secondary Level (Class 9-10),3001,local,Male,14784
SLC and Equivalent,3001,local,Female,10184
SLC and Equivalent,3001,local,Male,9883
Beginners,3007,local,Female,1901
Beginners,3007,local,Male,2075
Graduate and Equivalent,3007,local,Female,1108
Graduate and Equivalent,3007,local,Male,2266
Intermediate and Equivalent,3007,local,Female,4468
Intermediate and Equivalent,3007,local,Male,5134
Level not Stated,3007,local,Female,696
Level not Stated,3007,local,Male,868
Lower Secondary (Class 6-8),3007,local,Female,24655
Lower Secondary (Class 6-8),3007,local,Male,24257
Non Formal Education,3007,local,Female,6747
Non Formal Education,3007,local,Male,7018
Others,3007,local,Female,20
Others,3007,local,Male,24
Post Graduate Equivalent and Above,3007,local,Female,181
Post Graduate Equivalent and Above,3007,local,Male,672
Primary Education (1-5 Class),3007,local,Female,36034
Primary Education (1-5 Class),3007,local,Male,42120
Secondary Level (Class 9-10),3007,local,Female,15035
Secondary Level (Class 9-10),3007,local,Male,14784
SLC and Equivalent,3007,local,Female,10184
SLC and Equivalent,3007,local,Male,9883
Beginners,3003,local,Female,1901
Beginners,3003,local,Male,2075
Graduate and Equivalent,3003,local,Female,1108
Graduate and Equivalent,3003,local,Male,2266
Intermediate and Equivalent,3003,local,Female,4468
Intermediate and Equivalent,3003,local,Male,5134
Level not Stated,3003,local,Female,696
Level not Stated,3003,local,Male,868
Lower Secondary (Class 6-8),3003,local,Female,24655
Lower Secondary (Class 6-8),3003,local,Male,24257
