geo_code,geo_level,literacy,sex,total,geo_version
53010,local,Not Read/Write,Female,3573,2016
53010,local,Not Read/Write,Male,1600,2016
53010,local,Not Stated,Female,3,2016
53010,local,Not Stated,Male,2,2016
53010,local,Read Only,Female,188,2016
53010,local,Read Only,Male,156,2016
53006,local,Literate,Female,5130,2016
53006,local,Literate,Male,5612,2016
53006,local,Not Read/Write,Female,4142,2016
53006,local,Not Read/Write,Male,2181,2016
53006,local,Not Stated,Female,0,2016
53006,local,Not Stated,Male,0,2016
53006,local,Read Only,Female,158,2016
53006,local,Read Only,Male,142,2016
53009,local,Literate,Female,2286,2016
53009,local,Literate,Male,2850,2016
53009,local,Not Read/Write,Female,2756,2016
53009,local,Not Read/Write,Male,1419,2016
53009,local,Not Stated,Female,6,2016
53009,local,Not Stated,Male,2,2016
53009,local,Read Only,Female,120,2016
53009,local,Read Only,Male,127,2016
53005,local,Literate,Female,7260,2016
53005,local,Literate,Male,7644,2016
53005,local,Not Read/Write,Female,5871,2016
53005,local,Not Read/Write,Male,2530,2016
53005,local,Not Stated,Female,9,2016
53005,local,Not Stated,Male,5,2016
53005,local,Read Only,Female,440,2016
53005,local,Read Only,Male,336,2016
53002,local,Literate,Female,3619,2016
53002,local,Literate,Male,5381,2016
53002,local,Not Read/Write,Female,7462,2016
53002,local,Not Read/Write,Male,3052,2016
53002,local,Not Stated,Female,17,2016
53002,local,Not Stated,Male,7,2016
53002,local,Read Only,Female,310,2016
53002,local,Read Only,Male,258,2016
53007,local,Literate,Female,2659,2016
53007,local,Literate,Male,3852,2016
53007,local,Not Read/Write,Female,4655,2016
53007,local,Not Read/Write,Male,2343,2016
53007,local,Not Stated,Female,6,2016
53007,local,Not Stated,Male,4,2016
53007,local,Read Only,Female,282,2016
53007,local,Read Only,Male,251,2016
15,district,Literate,Female,166193,2016
15,district,Literate,Male,180586,2016
15,district,Not Read/Write,Female,93194,2016
15,district,Not Read/Write,Male,44554,2016
15,district,Not Stated,Female,213,2016
15,district,Not Stated,Male,140,2016
15,district,Read Only,Female,5333,2016
15,district,Read Only,Male,4484,2016
56005,local,Literate,Female,50825,2016
56005,local,Literate,Male,53244,2016
56005,local,Not Read/Write,Female,24306,2016
56005,local,Not Read/Write,Male,10330,2016
56005,local,Not Stated,Female,48,2016
56005,local,Not Stated,Male,28,2016
56005,local,Read Only,Female,1449,2016
56005,local,Read Only,Male,1210,2016
56010,local,Literate,Female,45849,2016
56010,local,Literate,Male,49871,2016
56010,local,Not Read/Write,Female,21352,2016
56010,local,Not Read/Write,Male,9116,2016
56010,local,Not Stated,Female,47,2016
56010,local,Not Stated,Male,38,2016
56010,local,Read Only,Female,1271,2016
56010,local,Read Only,Male,900,2016
56003,local,Literate,Female,6592,2016
56003,local,Literate,Male,6916,2016
56003,local,Not Read/Write,Female,3766,2016
56003,local,Not Read/Write,Male,1880,2016
56003,local,Not Stated,Female,13,2016
56003,local,Not Stated,Male,8,2016
56003,local,Read Only,Female,208,2016
56003,local,Read Only,Male,157,2016
56007,local,Literate,Female,5754,2016
56007,local,Literate,Male,7511,2016
56007,local,Not Read/Write,Female,5252,2016
56007,local,Not Read/Write,Male,2865,2016
56007,local,Not Stated,Female,11,2016
56007,local,Not Stated,Male,7,2016
56007,local,Read Only,Female,305,2016
56007,local,Read Only,Male,355,2016
56006,local,Literate,Female,14308,2016
56006,local,Literate,Male,16186,2016
56006,local,Not Read/Write,Female,7889,2016
56006,local,Not Read/Write,Male,4224,2016
56006,local,Not Stated,Female,28,2016
56006,local,Not Stated,Male,14,2016
56006,local,Read Only,Female,386,2016
56006,local,Read Only,Male,326,2016
56009,local,Literate,Female,7405,2016
56009,local,Literate,Male,7676,2016
56009,local,Not Read/Write,Female,4707,2016
56009,local,Not Read/Write,Male,2416,2016
56009,local,Not Stated,Female,13,2016
56009,local,Not Stated,Male,9,2016
56009,local,Read Only,Female,212,2016
56009,local,Read Only,Male,207,2016
56001,local,Literate,Female,7787,2016
56001,local,Literate,Male,8107,2016
56001,local,Not Read/Write,Female,5453,2016
56001,local,Not Read/Write,Male,2775,2016
56001,local,Not Stated,Female,5,2016
56001,local,Not Stated,Male,5,2016
56001,local,Read Only,Female,266,2016
56001,local,Read Only,Male,204,2016
56008,local,Literate,Female,11570,2016
56008,local,Literate,Male,12997,2016
56008,local,Not Read/Write,Female,7297,2016
56008,local,Not Read/Write,Male,3994,2016
56008,local,Not Stated,Female,22,2016
56008,local,Not Stated,Male,13,2016
56008,local,Read Only,Female,594,2016
56008,local,Read Only,Male,490,2016
56002,local,Literate,Female,5864,2016
56002,local,Literate,Male,6408,2016
56002,local,Not Read/Write,Female,5487,2016
56002,local,Not Read/Write,Male,2445,2016
56002,local,Not Stated,Female,15,2016
56002,local,Not Stated,Male,8,2016
56002,local,Read Only,Female,282,2016
56002,local,Read Only,Male,291,2016
56004,local,Literate,Female,10239,2016
56004,local,Literate,Male,11670,2016
56004,local,Not Read/Write,Female,7685,2016
56004,local,Not Read/Write,Male,4509,2016
56004,local,Not Stated,Female,11,2016
56004,local,Not Stated,Male,10,2016
56004,local,Read Only,Female,360,2016
56004,local,Read Only,Male,344,2016
02,district,Literate,Female,66832,2016
02,district,Literate,Male,60799,2016
02,district,Not Read/Write,Female,32465,2016
02,district,Not Read/Write,Male,12026,2016
02,district,Not Stated,Female,101,2016
02,district,Not Stated,Male,35,2016
02,district,Read Only,Female,2189,2016
02,district,Read Only,Male,1657,2016
51002,local,Literate,Female,8959,2016
51002,local,Literate,Male,7422,2016
51002,local,Not Read/Write,Female,4610,2016
51002,local,Not Read/Write,Male,1478,2016
51002,local,Not Stated,Female,1,2016
51002,local,Not Stated,Male,0,2016
51002,local,Read Only,Female,295,2016
51002,local,Read Only,Male,200,2016
51003,local,Literate,Female,9562,2016
51003,local,Literate,Male,8251,2016
51003,local,Not Read/Write,Female,4933,2016
51003,local,Not Read/Write,Male,1772,2016
51003,local,Not Stated,Female,4,2016
51003,local,Not Stated,Male,2,2016
51003,local,Read Only,Female,227,2016
51003,local,Read Only,Male,142,2016
51005,local,Literate,Female,14715,2016
51005,local,Literate,Male,13735,2016
51005,local,Not Read/Write,Female,5925,2016
51005,local,Not Read/Write,Male,2110,2016
51005,local,Not Stated,Female,15,2016
51005,local,Not Stated,Male,8,2016
51005,local,Read Only,Female,415,2016
51005,local,Read Only,Male,351,2016
51001,local,Literate,Female,11127,2016
51001,local,Literate,Male,9875,2016
51001,local,Not Read/Write,Female,5609,2016
51001,local,Not Read/Write,Male,2022,2016
51001,local,Not Stated,Female,16,2016
51001,local,Not Stated,Male,3,2016
51001,local,Read Only,Female,265,2016
51001,local,Read Only,Male,179,2016
51006,local,Literate,Female,13334,2016
51006,local,Literate,Male,13654,2016
51006,local,Not Read/Write,Female,7046,2016
51006,local,Not Read/Write,Male,3104,2016
51006,local,Not Stated,Female,55,2016
51006,local,Not Stated,Male,19,2016
51006,local,Read Only,Female,573,2016
51006,local,Read Only,Male,441,2016
51004,local,Literate,Female,9135,2016
51004,local,Literate,Male,7862,2016
51004,local,Not Read/Write,Female,4342,2016
51004,local,Not Read/Write,Male,1540,2016
51004,local,Not Stated,Female,10,2016
51004,local,Not Stated,Male,3,2016
51004,local,Read Only,Female,414,2016
51004,local,Read Only,Male,344,2016
09,district,Literate,Female,117167,2016
09,district,Literate,Male,133486,2016
09,district,Not Read/Write,Female,81039,2016
09,district,Not Read/Write,Male,45617,2016
09,district,Not Stated,Female,67,2016
09,district,Not Stated,Male,32,2016
09,district,Read Only,Female,4004,2016
09,district,Read Only,Male,3258,2016
58007,local,Literate,Female,16083,2016
58007,local,Literate,Male,19379,2016
58007,local,Not Read/Write,Female,11712,2016
58007,local,Not Read/Write,Male,6794,2016
58007,local,Not Stated,Female,9,2016
58007,local,Not Stated,Male,3,2016
58007,local,Read Only,Female,410,2016
58007,local,Read Only,Male,348,2016
58001,local,Literate,Female,13906,2016
58001,local,Literate,Male,14803,2016
58001,local,Not Read/Write,Female,8881,2016
58001,local,Not Read/Write,Male,4726,2016
58001,local,Not Stated,Female,6,2016
58001,local,Not Stated,Male,6,2016
58001,local,Read Only,Female,556,2016
58001,local,Read Only,Male,447,2016
58008,local,Literate,Female,12969,2016
58008,local,Literate,Male,14310,2016
58008,local,Not Read/Write,Female,8181,2016
58008,local,Not Read/Write,Male,4035,2016
58008,local,Not Stated,Female,5,2016
58008,local,Not Stated,Male,2,2016
58008,local,Read Only,Female,351,2016
58008,local,Read Only,Male,279,2016
58004,local,Literate,Female,9845,2016
58004,local,Literate,Male,11148,2016
58004,local,Not Read/Write,Female,6974,2016
58004,local,Not Read/Write,Male,3623,2016
58004,local,Not Stated,Female,3,2016
58004,local,Not Stated,Male,2,2016
58004,local,Read Only,Female,153,2016
58004,local,Read Only,Male,138,2016
58002,local,Literate,Female,15942,2016
58002,local,Literate,Male,17643,2016
58002,local,Not Read/Write,Female,10348,2016
58002,local,Not Read/Write,Male,5420,2016
58002,local,Not Stated,Female,20,2016
58002,local,Not Stated,Male,8,2016
58002,local,Read Only,Female,722,2016
58002,local,Read Only,Male,513,2016
58005,local,Literate,Female,15722,2016
58005,local,Literate,Male,20110,2016
58005,local,Not Read/Write,Female,13666,2016
58005,local,Not Read/Write,Male,9240,2016
58005,local,Not Stated,Female,12,2016
58005,local,Not Stated,Male,7,2016
58005,local,Read Only,Female,758,2016
58005,local,Read Only,Male,732,2016
58006,local,Literate,Female,13961,2016
58006,local,Literate,Male,14458,2016
58006,local,Not Read/Write,Female,8447,2016
58006,local,Not Read/Write,Male,4494,2016
58006,local,Not Stated,Female,5,2016
58006,local,Not Stated,Male,1,2016
58006,local,Read Only,Female,359,2016
58006,local,Read Only,Male,295,2016
58003,local,Literate,Female,18739,2016
58003,local,Literate,Male,21635,2016
58003,local,Not Read/Write,Female,12830,2016
58003,local,Not Read/Write,Male,7285,2016
58003,local,Not Stated,Female,7,2016
58003,local,Not Stated,Male,3,2016
58003,local,Read Only,Female,695,2016
58003,local,Read Only,Male,506,2016
33,district,Literate,Female,114657,2016
33,district,Literate,Male,162548,2016
33,district,Not Read/Write,Female,130848,2016
33,district,Not Read/Write,Male,79376,2016
33,district,Not Stated,Female,313,2016
33,district,Not Stated,Male,222,2016
33,district,Read Only,Female,9325,2016
33,district,Read Only,Male,9118,2016
50009,local,Literate,Female,7098,2016
50009,local,Literate,Male,11946,2016
50009,local,Not Read/Write,Female,11749,2016
50009,local,Not Read/Write,Male,7066,2016
50009,local,Not Stated,Female,25,2016
50009,local,Not Stated,Male,28,2016
50009,local,Read Only,Female,857,2016
50009,local,Read Only,Male,768,2016
50001,local,Literate,Female,24562,2016
50001,local,Literate,Male,25924,2016
50001,local,Not Read/Write,Female,12070,2016
50001,local,Not Read/Write,Male,5112,2016
50001,local,Not Stated,Female,43,2016
50001,local,Not Stated,Male,27,2016
50001,local,Read Only,Female,797,2016
50001,local,Read Only,Male,635,2016
50002,local,Literate,Female,5523,2016
50002,local,Literate,Male,9121,2016
50002,local,Not Read/Write,Female,9798,2016
50002,local,Not Read/Write,Male,6871,2016
50002,local,Not Stated,Female,5,2016
50002,local,Not Stated,Male,3,2016
50002,local,Read Only,Female,554,2016
50002,local,Read Only,Male,582,2016
50007,local,Literate,Female,8195,2016
50007,local,Literate,Male,12679,2016
50007,local,Not Read/Write,Female,11434,2016
50007,local,Not Read/Write,Male,7019,2016
50007,local,Not Stated,Female,41,2016
50007,local,Not Stated,Male,23,2016
50007,local,Read Only,Female,1445,2016
50007,local,Read Only,Male,1485,2016
50010,local,Literate,Female,6185,2016
50010,local,Literate,Male,10751,2016
50010,local,Not Read/Write,Female,10077,2016
50010,local,Not Read/Write,Male,5954,2016
50010,local,Not Stated,Female,7,2016
50010,local,Not Stated,Male,9,2016
50010,local,Read Only,Female,642,2016
50010,local,Read Only,Male,657,2016
50005,local,Literate,Female,10144,2016
50005,local,Literate,Male,15850,2016
50005,local,Not Read/Write,Female,15015,2016
50005,local,Not Read/Write,Male,11452,2016
50005,local,Not Stated,Female,52,2016
50005,local,Not Stated,Male,50,2016
50005,local,Read Only,Female,1238,2016
50005,local,Read Only,Male,1287,2016
50003,local,Literate,Female,14954,2016
50003,local,Literate,Male,19408,2016
50003,local,Not Read/Write,Female,14269,2016
50003,local,Not Read/Write,Male,7906,2016
50003,local,Not Stated,Female,11,2016
50003,local,Not Stated,Male,10,2016
50003,local,Read Only,Female,750,2016
50003,local,Read Only,Male,714,2016
50004,local,Literate,Female,15924,2016
50004,local,Literate,Male,23276,2016
50004,local,Not Read/Write,Female,17104,2016
50004,local,Not Read/Write,Male,9517,2016
50004,local,Not Stated,Female,79,2016
50004,local,Not Stated,Male,37,2016
50004,local,Read Only,Female,1182,2016
50004,local,Read Only,Male,1132,2016
50008,local,Literate,Female,13672,2016
50008,local,Literate,Male,19023,2016
50008,local,Not Read/Write,Female,15236,2016
50008,local,Not Read/Write,Male,9299,2016
50008,local,Not Stated,Female,16,2016
50008,local,Not Stated,Male,20,2016
50008,local,Read Only,Female,948,2016
50008,local,Read Only,Male,874,2016
50006,local,Literate,Female,8400,2016
50006,local,Literate,Male,14570,2016
50006,local,Not Read/Write,Female,14096,2016
50006,local,Not Read/Write,Male,9180,2016
50006,local,Not Stated,Female,34,2016
50006,local,Not Stated,Male,15,2016
50006,local,Read Only,Female,912,2016
50006,local,Read Only,Male,984,2016
4,province,Literate,Female,816718,2016
4,province,Literate,Male,801500,2016
4,province,Not Read/Write,Female,364896,2016
4,province,Not Read/Write,Male,141916,2016
4,province,Not Stated,Female,891,2016
4,province,Not Stated,Male,408,2016
4,province,Read Only,Female,25422,2016
4,province,Read Only,Male,19090,2016
23,district,Literate,Female,81960,2016
23,district,Literate,Male,80398,2016
23,district,Not Read/Write,Female,52759,2016
23,district,Not Read/Write,Male,24526,2016
23,district,Not Stated,Female,78,2016
23,district,Not Stated,Male,39,2016
23,district,Read Only,Female,3366,2016
23,district,Read Only,Male,2621,2016
36011,local,Literate,Female,7170,2016
36011,local,Literate,Male,6823,2016
36011,local,Not Read/Write,Female,5571,2016
36011,local,Not Read/Write,Male,2739,2016
36011,local,Not Stated,Female,12,2016
36011,local,Not Stated,Male,16,2016
36011,local,Read Only,Female,369,2016
36011,local,Read Only,Male,323,2016
36008,local,Literate,Female,12340,2016
36008,local,Literate,Male,11832,2016
36008,local,Not Read/Write,Female,7187,2016
36008,local,Not Read/Write,Male,2856,2016
36008,local,Not Stated,Female,12,2016
36008,local,Not Stated,Male,1,2016
36008,local,Read Only,Female,407,2016
36008,local,Read Only,Male,317,2016
36001,local,Literate,Female,6517,2016
36001,local,Literate,Male,6584,2016
36001,local,Not Read/Write,Female,5338,2016
36001,local,Not Read/Write,Male,2793,2016
36001,local,Not Stated,Female,2,2016
36001,local,Not Stated,Male,0,2016
36001,local,Read Only,Female,309,2016
36001,local,Read Only,Male,183,2016
36003,local,Literate,Female,7143,2016
36003,local,Literate,Male,6587,2016
36003,local,Not Read/Write,Female,4239,2016
36003,local,Not Read/Write,Male,1762,2016
36003,local,Not Stated,Female,5,2016
36003,local,Not Stated,Male,1,2016
36003,local,Read Only,Female,336,2016
36003,local,Read Only,Male,273,2016
36006,local,Literate,Female,6998,2016
36006,local,Literate,Male,7043,2016
36006,local,Not Read/Write,Female,4508,2016
36006,local,Not Read/Write,Male,2390,2016
36006,local,Not Stated,Female,7,2016
36006,local,Not Stated,Male,4,2016
36006,local,Read Only,Female,284,2016
36006,local,Read Only,Male,206,2016
36010,local,Literate,Female,7149,2016
36010,local,Literate,Male,7343,2016
36010,local,Not Read/Write,Female,4729,2016
36010,local,Not Read/Write,Male,2097,2016
36010,local,Not Stated,Female,6,2016
36010,local,Not Stated,Male,0,2016
36010,local,Read Only,Female,274,2016
36010,local,Read Only,Male,187,2016
36002,local,Literate,Female,4577,2016
36002,local,Literate,Male,4911,2016
36002,local,Not Read/Write,Female,2913,2016
36002,local,Not Read/Write,Male,1401,2016
36002,local,Not Stated,Female,5,2016
36002,local,Not Stated,Male,1,2016
36002,local,Read Only,Female,259,2016
36002,local,Read Only,Male,156,2016
36007,local,Literate,Female,17658,2016
36007,local,Literate,Male,16638,2016
36007,local,Not Read/Write,Female,7182,2016
36007,local,Not Read/Write,Male,2751,2016
36007,local,Not Stated,Female,13,2016
36007,local,Not Stated,Male,5,2016
36007,local,Read Only,Female,457,2016
36007,local,Read Only,Male,377,2016
36004,local,Literate,Female,767,2016
36004,local,Literate,Male,1277,2016
36004,local,Not Read/Write,Female,2341,2016
36004,local,Not Read/Write,Male,1440,2016
36004,local,Not Stated,Female,4,2016
36004,local,Not Stated,Male,2,2016
36004,local,Read Only,Female,122,2016
36004,local,Read Only,Male,126,2016
36005,local,Literate,Female,2544,2016
36005,local,Literate,Male,2902,2016
36005,local,Not Read/Write,Female,3661,2016
36005,local,Not Read/Write,Male,2056,2016
36005,local,Not Stated,Female,4,2016
36005,local,Not Stated,Male,4,2016
36005,local,Read Only,Female,299,2016
36005,local,Read Only,Male,254,2016
36009,local,Literate,Female,9097,2016
36009,local,Literate,Male,8458,2016
36009,local,Not Read/Write,Female,5090,2016
36009,local,Not Read/Write,Male,2241,2016
36009,local,Not Stated,Female,8,2016
36009,local,Not Stated,Male,5,2016
36009,local,Read Only,Female,250,2016
36009,local,Read Only,Male,219,2016
03,district,Literate,Female,89264,2016
03,district,Literate,Male,82120,2016
03,district,Not Read/Write,Female,43971,2016
03,district,Not Read/Write,Male,17467,2016
03,district,Not Stated,Female,114,2016
03,district,Not Stated,Male,43,2016
03,district,Read Only,Female,3552,2016
03,district,Read Only,Male,2611,2016
45008,local,Literate,Female,6150,2016
45008,local,Literate,Male,6150,2016
45008,local,Not Read/Write,Female,4989,2016
45008,local,Not Read/Write,Male,2360,2016
45008,local,Not Stated,Female,3,2016
45008,local,Not Stated,Male,2,2016
45008,local,Read Only,Female,436,2016
45008,local,Read Only,Male,309,2016
45007,local,Literate,Female,9197,2016
45007,local,Literate,Male,8080,2016
45007,local,Not Read/Write,Female,4237,2016
45007,local,Not Read/Write,Male,1402,2016
45007,local,Not Stated,Female,11,2016
45007,local,Not Stated,Male,5,2016
45007,local,Read Only,Female,420,2016
45007,local,Read Only,Male,340,2016
45005,local,Literate,Female,11683,2016
45005,local,Literate,Male,10274,2016
45005,local,Not Read/Write,Female,5117,2016
45005,local,Not Read/Write,Male,2035,2016
45005,local,Not Stated,Female,15,2016
45005,local,Not Stated,Male,8,2016
45005,local,Read Only,Female,507,2016
45005,local,Read Only,Male,365,2016
45001,local,Literate,Female,10078,2016
45001,local,Literate,Male,9062,2016
45001,local,Not Read/Write,Female,5136,2016
45001,local,Not Read/Write,Male,2346,2016
45001,local,Not Stated,Female,3,2016
45001,local,Not Stated,Male,2,2016
45001,local,Read Only,Female,270,2016
45001,local,Read Only,Male,221,2016
45002,local,Literate,Female,21602,2016
45002,local,Literate,Male,20175,2016
45002,local,Not Read/Write,Female,7729,2016
45002,local,Not Read/Write,Male,2246,2016
45002,local,Not Stated,Female,24,2016
45002,local,Not Stated,Male,8,2016
45002,local,Read Only,Female,530,2016
45002,local,Read Only,Male,379,2016
45003,local,Literate,Female,5028,2016
45003,local,Literate,Male,4384,2016
45003,local,Not Read/Write,Female,2435,2016
45003,local,Not Read/Write,Male,977,2016
45003,local,Not Stated,Female,5,2016
45003,local,Not Stated,Male,0,2016
45003,local,Read Only,Female,151,2016
45003,local,Read Only,Male,91,2016
45009,local,Literate,Female,3020,2016
45009,local,Literate,Male,2924,2016
45009,local,Not Read/Write,Female,2130,2016
45009,local,Not Read/Write,Male,968,2016
45009,local,Not Stated,Female,17,2016
45009,local,Not Stated,Male,6,2016
45009,local,Read Only,Female,165,2016
45009,local,Read Only,Male,128,2016
45004,local,Literate,Female,7171,2016
45004,local,Literate,Male,7270,2016
45004,local,Not Read/Write,Female,5238,2016
45004,local,Not Read/Write,Male,2530,2016
45004,local,Not Stated,Female,17,2016
45004,local,Not Stated,Male,8,2016
45004,local,Read Only,Female,380,2016
45004,local,Read Only,Male,294,2016
45010,local,Literate,Female,4014,2016
45010,local,Literate,Male,3684,2016
45010,local,Not Read/Write,Female,1683,2016
45010,local,Not Read/Write,Male,780,2016
45010,local,Not Stated,Female,7,2016
45010,local,Not Stated,Male,3,2016
45010,local,Read Only,Female,316,2016
45010,local,Read Only,Male,194,2016
45006,local,Literate,Female,11321,2016
45006,local,Literate,Male,10117,2016
45006,local,Not Read/Write,Female,5277,2016
45006,local,Not Read/Write,Male,1823,2016
45006,local,Not Stated,Female,12,2016
45006,local,Not Stated,Male,1,2016
45006,local,Read Only,Female,377,2016
45006,local,Read Only,Male,290,2016
71,district,Literate,Female,105435,2016
71,district,Literate,Male,96596,2016
71,district,Not Read/Write,Female,43550,2016
71,district,Not Read/Write,Male,13919,2016
71,district,Not Stated,Female,121,2016
71,district,Not Stated,Male,45,2016
71,district,Read Only,Female,2496,2016
71,district,Read Only,Male,1819,2016
39008,local,Literate,Female,8303,2016
39008,local,Literate,Male,7332,2016
39008,local,Not Read/Write,Female,3041,2016
39008,local,Not Read/Write,Male,981,2016
39008,local,Not Stated,Female,11,2016
39008,local,Not Stated,Male,1,2016
39008,local,Read Only,Female,172,2016
39008,local,Read Only,Male,141,2016
39005,local,Literate,Female,9218,2016
39005,local,Literate,Male,8318,2016
39005,local,Not Read/Write,Female,4365,2016
39005,local,Not Read/Write,Male,1337,2016
39005,local,Not Stated,Female,6,2016
39005,local,Not Stated,Male,0,2016
39005,local,Read Only,Female,192,2016
39005,local,Read Only,Male,117,2016
39009,local,Literate,Female,4623,2016
39009,local,Literate,Male,4163,2016
39009,local,Not Read/Write,Female,1917,2016
39009,local,Not Read/Write,Male,538,2016
39009,local,Not Stated,Female,4,2016
39009,local,Not Stated,Male,1,2016
39009,local,Read Only,Female,87,2016
39009,local,Read Only,Male,53,2016
39001,local,Literate,Female,5960,2016
39001,local,Literate,Male,5363,2016
39001,local,Not Read/Write,Female,2764,2016
39001,local,Not Read/Write,Male,921,2016
39001,local,Not Stated,Female,4,2016
39001,local,Not Stated,Male,1,2016
39001,local,Read Only,Female,108,2016
39001,local,Read Only,Male,96,2016
39004,local,Literate,Female,6358,2016
39004,local,Literate,Male,6166,2016
39004,local,Not Read/Write,Female,3111,2016
39004,local,Not Read/Write,Male,1016,2016
39004,local,Not Stated,Female,4,2016
39004,local,Not Stated,Male,1,2016
39004,local,Read Only,Female,210,2016
39004,local,Read Only,Male,144,2016
39003,local,Literate,Female,9594,2016
39003,local,Literate,Male,8456,2016
39003,local,Not Read/Write,Female,3781,2016
39003,local,Not Read/Write,Male,1152,2016
39003,local,Not Stated,Female,13,2016
39003,local,Not Stated,Male,4,2016
39003,local,Read Only,Female,165,2016
39003,local,Read Only,Male,138,2016
39011,local,Literate,Female,18895,2016
39011,local,Literate,Male,17736,2016
39011,local,Not Read/Write,Female,7216,2016
39011,local,Not Read/Write,Male,2280,2016
39011,local,Not Stated,Female,16,2016
39011,local,Not Stated,Male,11,2016
39011,local,Read Only,Female,557,2016
39011,local,Read Only,Male,395,2016
39006,local,Literate,Female,14480,2016
39006,local,Literate,Male,12735,2016
39006,local,Not Read/Write,Female,5022,2016
39006,local,Not Read/Write,Male,1817,2016
39006,local,Not Stated,Female,10,2016
39006,local,Not Stated,Male,2,2016
39006,local,Read Only,Female,300,2016
39006,local,Read Only,Male,241,2016
39002,local,Literate,Female,5555,2016
39002,local,Literate,Male,5143,2016
39002,local,Not Read/Write,Female,2843,2016
39002,local,Not Read/Write,Male,1027,2016
39002,local,Not Stated,Female,11,2016
39002,local,Not Stated,Male,4,2016
39002,local,Read Only,Female,95,2016
39002,local,Read Only,Male,78,2016
39010,local,Literate,Female,16416,2016
39010,local,Literate,Male,15603,2016
39010,local,Not Read/Write,Female,6725,2016
39010,local,Not Read/Write,Male,1942,2016
39010,local,Not Stated,Female,17,2016
39010,local,Not Stated,Male,7,2016
39010,local,Read Only,Female,418,2016
39010,local,Read Only,Male,262,2016
39007,local,Literate,Female,6033,2016
39007,local,Literate,Male,5581,2016
39007,local,Not Read/Write,Female,2765,2016
39007,local,Not Read/Write,Male,908,2016
39007,local,Not Stated,Female,25,2016
39007,local,Not Stated,Male,13,2016
39007,local,Read Only,Female,192,2016
39007,local,Read Only,Male,154,2016
47,district,Literate,Female,106505,2016
47,district,Literate,Male,105935,2016
47,district,Not Read/Write,Female,46110,2016
47,district,Not Read/Write,Male,19746,2016
47,district,Not Stated,Female,106,2016
47,district,Not Stated,Male,72,2016
47,district,Read Only,Female,3324,2016
47,district,Read Only,Male,2707,2016
76004,local,Literate,Female,15312,2016
76004,local,Literate,Male,14984,2016
76004,local,Not Read/Write,Female,5671,2016
76004,local,Not Read/Write,Male,2444,2016
76004,local,Not Stated,Female,12,2016
76004,local,Not Stated,Male,12,2016
76004,local,Read Only,Female,426,2016
76004,local,Read Only,Male,373,2016
76002,local,Literate,Female,5174,2016
76002,local,Literate,Male,5631,2016
76002,local,Not Read/Write,Female,3908,2016
76002,local,Not Read/Write,Male,1748,2016
76002,local,Not Stated,Female,3,2016
76002,local,Not Stated,Male,6,2016
76002,local,Read Only,Female,368,2016
76002,local,Read Only,Male,294,2016
76007,local,Literate,Female,22212,2016
76007,local,Literate,Male,21718,2016
76007,local,Not Read/Write,Female,8624,2016
76007,local,Not Read/Write,Male,3713,2016
76007,local,Not Stated,Female,15,2016
76007,local,Not Stated,Male,10,2016
76007,local,Read Only,Female,709,2016
76007,local,Read Only,Male,581,2016
76008,local,Literate,Female,18379,2016
76008,local,Literate,Male,17515,2016
76008,local,Not Read/Write,Female,8982,2016
76008,local,Not Read/Write,Male,3854,2016
76008,local,Not Stated,Female,11,2016
76008,local,Not Stated,Male,10,2016
76008,local,Read Only,Female,462,2016
76008,local,Read Only,Male,347,2016
76001,local,Literate,Female,11272,2016
76001,local,Literate,Male,10726,2016
76001,local,Not Read/Write,Female,5101,2016
76001,local,Not Read/Write,Male,2206,2016
76001,local,Not Stated,Female,10,2016
76001,local,Not Stated,Male,4,2016
76001,local,Read Only,Female,285,2016
76001,local,Read Only,Male,251,2016
76005,local,Literate,Female,21215,2016
76005,local,Literate,Male,22613,2016
76005,local,Not Read/Write,Female,6778,2016
76005,local,Not Read/Write,Male,2790,2016
76005,local,Not Stated,Female,47,2016
76005,local,Not Stated,Male,24,2016
76005,local,Read Only,Female,582,2016
76005,local,Read Only,Male,497,2016
76006,local,Literate,Female,7903,2016
76006,local,Literate,Male,7848,2016
76006,local,Not Read/Write,Female,4366,2016
76006,local,Not Read/Write,Male,1868,2016
76006,local,Not Stated,Female,2,2016
76006,local,Not Stated,Male,2,2016
76006,local,Read Only,Female,267,2016
76006,local,Read Only,Male,194,2016
76003,local,Literate,Female,5038,2016
76003,local,Literate,Male,4900,2016
76003,local,Not Read/Write,Female,2680,2016
76003,local,Not Read/Write,Male,1123,2016
76003,local,Not Stated,Female,6,2016
76003,local,Not Stated,Male,4,2016
76003,local,Read Only,Female,225,2016
76003,local,Read Only,Male,170,2016
46,district,Literate,Female,36198,2016
46,district,Literate,Male,35486,2016
46,district,Not Read/Write,Female,18579,2016
46,district,Not Read/Write,Male,7588,2016
46,district,Not Stated,Female,38,2016
46,district,Not Stated,Male,18,2016
46,district,Read Only,Female,1412,2016
46,district,Read Only,Male,935,2016
43003,local,Literate,Female,3900,2016
43003,local,Literate,Male,3920,2016
43003,local,Not Read/Write,Female,2702,2016
43003,local,Not Read/Write,Male,1278,2016
43003,local,Not Stated,Female,7,2016
43003,local,Not Stated,Male,5,2016
43003,local,Read Only,Female,263,2016
43003,local,Read Only,Male,211,2016
43002,local,Literate,Female,11814,2016
43002,local,Literate,Male,11488,2016
43002,local,Not Read/Write,Female,4644,2016
