geo_code,geo_level,literacy,sex,total,geo_version
32006,local,Literate,Male,7812,2016
32006,local,Not Read/Write,Female,11933,2016
32006,local,Not Read/Write,Male,9584,2016
32006,local,Not Stated,Female,87,2016
32006,local,Not Stated,Male,53,2016
32006,local,Read Only,Female,789,2016
32006,local,Read Only,Male,769,2016
32016,local,Literate,Female,4941,2016
32016,local,Literate,Male,8296,2016
32016,local,Not Read/Write,Female,7427,2016
32016,local,Not Read/Write,Male,5438,2016
32016,local,Not Stated,Female,13,2016
32016,local,Not Stated,Male,5,2016
32016,local,Read Only,Female,347,2016
32016,local,Read Only,Male,381,2016
32017,local,Literate,Female,3891,2016
32017,local,Literate,Male,5858,2016
32017,local,Not Read/Write,Female,13330,2016
32017,local,Not Read/Write,Male,11022,2016
32017,local,Not Stated,Female,36,2016
32017,local,Not Stated,Male,40,2016
32017,local,Read Only,Female,482,2016
32017,local,Read Only,Male,517,2016
32018,local,Literate,Female,2549,2016
32018,local,Literate,Male,4459,2016
32018,local,Not Read/Write,Female,7347,2016
32018,local,Not Read/Write,Male,5947,2016
32018,local,Not Stated,Female,9,2016
32018,local,Not Stated,Male,7,2016
32018,local,Read Only,Female,263,2016
32018,local,Read Only,Male,245,2016
32007,local,Literate,Female,6280,2016
32007,local,Literate,Male,11398,2016
32007,local,Not Read/Write,Female,14118,2016
32007,local,Not Read/Write,Male,10409,2016
32007,local,Not Stated,Female,320,2016
32007,local,Not Stated,Male,287,2016
32007,local,Read Only,Female,823,2016
32007,local,Read Only,Male,908,2016
32014,local,Literate,Female,4245,2016
32014,local,Literate,Male,7611,2016
32014,local,Not Read/Write,Female,10999,2016
32014,local,Not Read/Write,Male,8552,2016
32014,local,Not Stated,Female,11,2016
32014,local,Not Stated,Male,12,2016
32014,local,Read Only,Female,485,2016
32014,local,Read Only,Male,475,2016
32004,local,Literate,Female,3251,2016
32004,local,Literate,Male,6152,2016
32004,local,Not Read/Write,Female,9777,2016
32004,local,Not Read/Write,Male,7559,2016
32004,local,Not Stated,Female,36,2016
32004,local,Not Stated,Male,26,2016
32004,local,Read Only,Female,594,2016
32004,local,Read Only,Male,766,2016
32009,local,Literate,Female,7259,2016
32009,local,Literate,Male,11445,2016
32009,local,Not Read/Write,Female,12415,2016
32009,local,Not Read/Write,Male,8425,2016
32009,local,Not Stated,Female,31,2016
32009,local,Not Stated,Male,13,2016
32009,local,Read Only,Female,951,2016
32009,local,Read Only,Male,974,2016
32012,local,Literate,Female,4104,2016
32012,local,Literate,Male,8060,2016
32012,local,Not Read/Write,Female,9993,2016
32012,local,Not Read/Write,Male,7400,2016
32012,local,Not Stated,Female,23,2016
32012,local,Not Stated,Male,13,2016
32012,local,Read Only,Female,783,2016
32012,local,Read Only,Male,738,2016
32013,local,Literate,Female,2542,2016
32013,local,Literate,Male,5354,2016
32013,local,Not Read/Write,Female,7948,2016
32013,local,Not Read/Write,Male,6121,2016
32013,local,Not Stated,Female,7,2016
32013,local,Not Stated,Male,2,2016
32013,local,Read Only,Female,462,2016
32013,local,Read Only,Male,463,2016
32008,local,Literate,Female,7566,2016
32008,local,Literate,Male,11188,2016
32008,local,Not Read/Write,Female,6675,2016
32008,local,Not Read/Write,Male,4693,2016
32008,local,Not Stated,Female,45,2016
32008,local,Not Stated,Male,24,2016
32008,local,Read Only,Female,617,2016
32008,local,Read Only,Male,618,2016
08,district,Literate,Female,121019,2016
08,district,Literate,Male,193671,2016
08,district,Not Read/Write,Female,167274,2016
08,district,Not Read/Write,Male,106551,2016
08,district,Not Stated,Female,304,2016
08,district,Not Stated,Male,190,2016
08,district,Read Only,Female,9075,2016
08,district,Read Only,Male,9261,2016
33014,local,Literate,Female,4780,2016
33014,local,Literate,Male,7976,2016
33014,local,Not Read/Write,Female,5676,2016
33014,local,Not Read/Write,Male,3240,2016
33014,local,Not Stated,Female,2,2016
33014,local,Not Stated,Male,2,2016
33014,local,Read Only,Female,251,2016
33014,local,Read Only,Male,224,2016
33016,local,Literate,Female,2879,2016
33016,local,Literate,Male,6031,2016
33016,local,Not Read/Write,Female,8626,2016
33016,local,Not Read/Write,Male,6361,2016
33016,local,Not Stated,Female,13,2016
33016,local,Not Stated,Male,13,2016
33016,local,Read Only,Female,835,2016
33016,local,Read Only,Male,870,2016
33012,local,Literate,Female,3825,2016
33012,local,Literate,Male,7238,2016
33012,local,Not Read/Write,Female,5460,2016
33012,local,Not Read/Write,Male,2899,2016
33012,local,Not Stated,Female,13,2016
33012,local,Not Stated,Male,4,2016
33012,local,Read Only,Female,280,2016
33012,local,Read Only,Male,286,2016
33007,local,Literate,Female,4150,2016
33007,local,Literate,Male,7190,2016
33007,local,Not Read/Write,Female,7074,2016
33007,local,Not Read/Write,Male,4477,2016
33007,local,Not Stated,Female,20,2016
33007,local,Not Stated,Male,9,2016
33007,local,Read Only,Female,339,2016
33007,local,Read Only,Male,342,2016
33004,local,Literate,Female,3029,2016
33004,local,Literate,Male,5827,2016
33004,local,Not Read/Write,Female,6383,2016
33004,local,Not Read/Write,Male,4519,2016
33004,local,Not Stated,Female,8,2016
33004,local,Not Stated,Male,5,2016
33004,local,Read Only,Female,254,2016
33004,local,Read Only,Male,293,2016
33010,local,Literate,Female,9387,2016
33010,local,Literate,Male,11124,2016
33010,local,Not Read/Write,Female,7055,2016
33010,local,Not Read/Write,Male,3951,2016
33010,local,Not Stated,Female,8,2016
33010,local,Not Stated,Male,3,2016
33010,local,Read Only,Female,395,2016
33010,local,Read Only,Male,431,2016
33002,local,Literate,Female,4208,2016
33002,local,Literate,Male,7139,2016
33002,local,Not Read/Write,Female,7493,2016
33002,local,Not Read/Write,Male,4941,2016
33002,local,Not Stated,Female,3,2016
33002,local,Not Stated,Male,9,2016
33002,local,Read Only,Female,204,2016
33002,local,Read Only,Male,218,2016
33005,local,Literate,Female,26823,2016
33005,local,Literate,Male,36419,2016
33005,local,Not Read/Write,Female,24151,2016
33005,local,Not Read/Write,Male,14802,2016
33005,local,Not Stated,Female,54,2016
33005,local,Not Stated,Male,36,2016
33005,local,Read Only,Female,1653,2016
33005,local,Read Only,Male,1731,2016
33001,local,Literate,Female,3153,2016
33001,local,Literate,Male,5975,2016
33001,local,Not Read/Write,Female,8106,2016
33001,local,Not Read/Write,Male,6043,2016
33001,local,Not Stated,Female,5,2016
33001,local,Not Stated,Male,2,2016
33001,local,Read Only,Female,287,2016
33001,local,Read Only,Male,282,2016
33013,local,Literate,Female,4475,2016
33013,local,Literate,Male,7596,2016
33013,local,Not Read/Write,Female,5970,2016
33013,local,Not Read/Write,Male,3597,2016
33013,local,Not Stated,Female,9,2016
33013,local,Not Stated,Male,5,2016
33013,local,Read Only,Female,329,2016
33013,local,Read Only,Male,300,2016
33011,local,Literate,Female,4171,2016
33011,local,Literate,Male,7791,2016
33011,local,Not Read/Write,Female,9734,2016
33011,local,Not Read/Write,Male,6969,2016
33011,local,Not Stated,Female,11,2016
33011,local,Not Stated,Male,8,2016
33011,local,Read Only,Female,543,2016
33011,local,Read Only,Male,532,2016
33009,local,Literate,Female,8103,2016
33009,local,Literate,Male,14246,2016
33009,local,Not Read/Write,Female,13544,2016
33009,local,Not Read/Write,Male,8513,2016
33009,local,Not Stated,Female,38,2016
33009,local,Not Stated,Male,23,2016
33009,local,Read Only,Female,594,2016
33009,local,Read Only,Male,638,2016
33006,local,Literate,Female,22309,2016
33006,local,Literate,Male,37171,2016
33006,local,Not Read/Write,Female,28224,2016
33006,local,Not Read/Write,Male,17262,2016
33006,local,Not Stated,Female,82,2016
33006,local,Not Stated,Male,40,2016
33006,local,Read Only,Female,1708,2016
33006,local,Read Only,Male,1808,2016
33003,local,Literate,Female,3460,2016
33003,local,Literate,Male,6715,2016
33003,local,Not Read/Write,Female,5810,2016
33003,local,Not Read/Write,Male,3788,2016
33003,local,Not Stated,Female,9,2016
33003,local,Not Stated,Male,10,2016
33003,local,Read Only,Female,405,2016
33003,local,Read Only,Male,397,2016
33008,local,Literate,Female,9694,2016
33008,local,Literate,Male,13400,2016
33008,local,Not Read/Write,Female,10577,2016
33008,local,Not Read/Write,Male,5445,2016
33008,local,Not Stated,Female,12,2016
33008,local,Not Stated,Male,4,2016
33008,local,Read Only,Female,474,2016
33008,local,Read Only,Male,426,2016
33015,local,Literate,Female,6573,2016
33015,local,Literate,Male,11833,2016
33015,local,Not Read/Write,Female,13391,2016
33015,local,Not Read/Write,Male,9744,2016
33015,local,Not Stated,Female,17,2016
33015,local,Not Stated,Male,17,2016
33015,local,Read Only,Female,524,2016
33015,local,Read Only,Male,483,2016
19,district,Literate,Female,136421,2016
19,district,Literate,Male,205276,2016
19,district,Not Read/Write,Female,189350,2016
19,district,Not Read/Write,Male,121966,2016
19,district,Not Stated,Female,1534,2016
19,district,Not Stated,Male,1085,2016
19,district,Read Only,Female,11814,2016
19,district,Read Only,Male,10910,2016
17013,local,Literate,Female,10454,2016
17013,local,Literate,Male,14760,2016
17013,local,Not Read/Write,Female,9118,2016
17013,local,Not Read/Write,Male,5550,2016
17013,local,Not Stated,Female,22,2016
17013,local,Not Stated,Male,23,2016
17013,local,Read Only,Female,579,2016
17013,local,Read Only,Male,581,2016
17017,local,Literate,Female,8392,2016
17017,local,Literate,Male,12052,2016
17017,local,Not Read/Write,Female,15286,2016
17017,local,Not Read/Write,Male,9485,2016
17017,local,Not Stated,Female,35,2016
17017,local,Not Stated,Male,27,2016
17017,local,Read Only,Female,875,2016
17017,local,Read Only,Male,749,2016
17004,local,Literate,Female,7366,2016
17004,local,Literate,Male,11180,2016
17004,local,Not Read/Write,Female,10672,2016
17004,local,Not Read/Write,Male,7267,2016
17004,local,Not Stated,Female,8,2016
17004,local,Not Stated,Male,4,2016
17004,local,Read Only,Female,546,2016
17004,local,Read Only,Male,520,2016
17015,local,Literate,Female,3305,2016
17015,local,Literate,Male,5808,2016
17015,local,Not Read/Write,Female,7177,2016
17015,local,Not Read/Write,Male,5697,2016
17015,local,Not Stated,Female,21,2016
17015,local,Not Stated,Male,21,2016
17015,local,Read Only,Female,319,2016
17015,local,Read Only,Male,314,2016
17011,local,Literate,Female,5275,2016
17011,local,Literate,Male,8287,2016
17011,local,Not Read/Write,Female,11958,2016
17011,local,Not Read/Write,Male,7788,2016
17011,local,Not Stated,Female,13,2016
17011,local,Not Stated,Male,10,2016
17011,local,Read Only,Female,539,2016
17011,local,Read Only,Male,451,2016
17016,local,Literate,Female,5740,2016
17016,local,Literate,Male,9153,2016
17016,local,Not Read/Write,Female,9554,2016
17016,local,Not Read/Write,Male,6257,2016
17016,local,Not Stated,Female,126,2016
17016,local,Not Stated,Male,81,2016
17016,local,Read Only,Female,398,2016
17016,local,Read Only,Male,413,2016
17006,local,Literate,Female,8012,2016
17006,local,Literate,Male,11600,2016
17006,local,Not Read/Write,Female,12275,2016
17006,local,Not Read/Write,Male,7487,2016
17006,local,Not Stated,Female,41,2016
17006,local,Not Stated,Male,34,2016
17006,local,Read Only,Female,779,2016
17006,local,Read Only,Male,633,2016
17018,local,Literate,Female,7200,2016
17018,local,Literate,Male,11114,2016
17018,local,Not Read/Write,Female,13664,2016
17018,local,Not Read/Write,Male,8558,2016
17018,local,Not Stated,Female,28,2016
17018,local,Not Stated,Male,19,2016
17018,local,Read Only,Female,883,2016
17018,local,Read Only,Male,836,2016
17007,local,Literate,Female,6928,2016
17007,local,Literate,Male,9510,2016
17007,local,Not Read/Write,Female,9341,2016
17007,local,Not Read/Write,Male,5718,2016
17007,local,Not Stated,Female,30,2016
17007,local,Not Stated,Male,22,2016
17007,local,Read Only,Female,544,2016
17007,local,Read Only,Male,515,2016
17014,local,Literate,Female,5234,2016
17014,local,Literate,Male,8304,2016
17014,local,Not Read/Write,Female,8785,2016
17014,local,Not Read/Write,Male,5640,2016
17014,local,Not Stated,Female,136,2016
17014,local,Not Stated,Male,117,2016
17014,local,Read Only,Female,943,2016
17014,local,Read Only,Male,903,2016
17012,local,Literate,Female,5193,2016
17012,local,Literate,Male,7987,2016
17012,local,Not Read/Write,Female,6720,2016
17012,local,Not Read/Write,Male,4475,2016
17012,local,Not Stated,Female,142,2016
17012,local,Not Stated,Male,106,2016
17012,local,Read Only,Female,500,2016
17012,local,Read Only,Male,474,2016
17005,local,Literate,Female,3103,2016
17005,local,Literate,Male,5133,2016
17005,local,Not Read/Write,Female,5896,2016
17005,local,Not Read/Write,Male,4238,2016
17005,local,Not Stated,Female,223,2016
17005,local,Not Stated,Male,184,2016
17005,local,Read Only,Female,268,2016
17005,local,Read Only,Male,258,2016
17001,local,Literate,Female,3398,2016
17001,local,Literate,Male,5665,2016
17001,local,Not Read/Write,Female,6454,2016
17001,local,Not Read/Write,Male,4328,2016
17001,local,Not Stated,Female,19,2016
17001,local,Not Stated,Male,5,2016
17001,local,Read Only,Female,227,2016
17001,local,Read Only,Male,196,2016
17009,local,Literate,Female,3633,2016
17009,local,Literate,Male,5840,2016
17009,local,Not Read/Write,Female,7586,2016
17009,local,Not Read/Write,Male,4666,2016
17009,local,Not Stated,Female,45,2016
17009,local,Not Stated,Male,31,2016
17009,local,Read Only,Female,339,2016
17009,local,Read Only,Male,311,2016
17010,local,Literate,Female,38373,2016
17010,local,Literate,Male,55960,2016
17010,local,Not Read/Write,Female,30640,2016
17010,local,Not Read/Write,Male,19013,2016
17010,local,Not Stated,Female,97,2016
17010,local,Not Stated,Male,56,2016
17010,local,Read Only,Female,1983,2016
17010,local,Read Only,Male,1952,2016
17008,local,Literate,Female,6090,2016
17008,local,Literate,Male,9238,2016
17008,local,Not Read/Write,Female,10543,2016
17008,local,Not Read/Write,Male,6297,2016
17008,local,Not Stated,Female,371,2016
17008,local,Not Stated,Male,225,2016
17008,local,Read Only,Female,846,2016
17008,local,Read Only,Male,671,2016
17003,local,Literate,Female,4684,2016
17003,local,Literate,Male,7373,2016
17003,local,Not Read/Write,Female,8865,2016
17003,local,Not Read/Write,Male,6091,2016
17003,local,Not Stated,Female,110,2016
17003,local,Not Stated,Male,77,2016
17003,local,Read Only,Female,900,2016
17003,local,Read Only,Male,784,2016
17002,local,Literate,Female,4041,2016
17002,local,Literate,Male,6312,2016
17002,local,Not Read/Write,Female,4816,2016
17002,local,Not Read/Write,Male,3411,2016
17002,local,Not Stated,Female,67,2016
17002,local,Not Stated,Male,43,2016
17002,local,Read Only,Female,346,2016
17002,local,Read Only,Male,349,2016
7,province,Literate,Female,616042,2016
7,province,Literate,Male,794891,2016
7,province,Not Read/Write,Female,537219,2016
7,province,Not Read/Write,Male,223250,2016
7,province,Not Stated,Female,847,2016
7,province,Not Stated,Male,456,2016
7,province,Read Only,Female,33813,2016
7,province,Read Only,Male,27962,2016
04,district,Literate,Female,57994,2016
04,district,Literate,Male,79205,2016
04,district,Not Read/Write,Female,56601,2016
04,district,Not Read/Write,Male,18608,2016
04,district,Not Stated,Female,100,2016
04,district,Not Stated,Male,53,2016
04,district,Read Only,Female,3148,2016
04,district,Read Only,Male,2538,2016
74005,local,Literate,Female,3895,2016
74005,local,Literate,Male,5508,2016
74005,local,Not Read/Write,Female,4873,2016
74005,local,Not Read/Write,Male,1552,2016
74005,local,Not Stated,Female,21,2016
74005,local,Not Stated,Male,8,2016
74005,local,Read Only,Female,248,2016
74005,local,Read Only,Male,193,2016
74008,local,Literate,Female,3041,2016
74008,local,Literate,Male,4988,2016
74008,local,Not Read/Write,Female,4612,2016
74008,local,Not Read/Write,Male,1719,2016
74008,local,Not Stated,Female,5,2016
74008,local,Not Stated,Male,1,2016
74008,local,Read Only,Female,185,2016
74008,local,Read Only,Male,160,2016
74010,local,Literate,Female,4302,2016
74010,local,Literate,Male,5842,2016
74010,local,Not Read/Write,Female,4281,2016
74010,local,Not Read/Write,Male,1215,2016
74010,local,Not Stated,Female,20,2016
74010,local,Not Stated,Male,14,2016
74010,local,Read Only,Female,288,2016
74010,local,Read Only,Male,172,2016
74009,local,Literate,Female,4141,2016
74009,local,Literate,Male,6466,2016
74009,local,Not Read/Write,Female,5342,2016
74009,local,Not Read/Write,Male,2161,2016
74009,local,Not Stated,Female,2,2016
74009,local,Not Stated,Male,2,2016
74009,local,Read Only,Female,222,2016
74009,local,Read Only,Male,228,2016
74007,local,Literate,Female,7121,2016
74007,local,Literate,Male,11556,2016
74007,local,Not Read/Write,Female,9937,2016
74007,local,Not Read/Write,Male,4282,2016
74007,local,Not Stated,Female,7,2016
74007,local,Not Stated,Male,4,2016
74007,local,Read Only,Female,464,2016
74007,local,Read Only,Male,424,2016
74003,local,Literate,Female,5990,2016
74003,local,Literate,Male,7515,2016
74003,local,Not Read/Write,Female,5547,2016
74003,local,Not Read/Write,Male,1790,2016
74003,local,Not Stated,Female,4,2016
74003,local,Not Stated,Male,4,2016
74003,local,Read Only,Female,275,2016
74003,local,Read Only,Male,279,2016
74004,local,Literate,Female,5369,2016
74004,local,Literate,Male,7354,2016
74004,local,Not Read/Write,Female,5170,2016
74004,local,Not Read/Write,Male,1494,2016
74004,local,Not Stated,Female,2,2016
74004,local,Not Stated,Male,4,2016
74004,local,Read Only,Female,272,2016
74004,local,Read Only,Male,220,2016
74001,local,Literate,Female,10169,2016
74001,local,Literate,Male,11998,2016
74001,local,Not Read/Write,Female,6391,2016
74001,local,Not Read/Write,Male,1342,2016
74001,local,Not Stated,Female,15,2016
74001,local,Not Stated,Male,7,2016
74001,local,Read Only,Female,450,2016
74001,local,Read Only,Male,347,2016
74002,local,Literate,Female,5342,2016
74002,local,Literate,Male,7391,2016
74002,local,Not Read/Write,Female,4915,2016
74002,local,Not Read/Write,Male,1871,2016
74002,local,Not Stated,Female,21,2016
74002,local,Not Stated,Male,8,2016
74002,local,Read Only,Female,256,2016
74002,local,Read Only,Male,200,2016
74006,local,Literate,Female,8624,2016
74006,local,Literate,Male,10587,2016
74006,local,Not Read/Write,Female,5533,2016
74006,local,Not Read/Write,Male,1182,2016
74006,local,Not Stated,Female,3,2016
74006,local,Not Stated,Male,1,2016
74006,local,Read Only,Female,488,2016
74006,local,Read Only,Male,315,2016
16,district,Literate,Female,32607,2016
16,district,Literate,Male,43210,2016
16,district,Not Read/Write,Female,27501,2016
16,district,Not Read/Write,Male,10259,2016
16,district,Not Stated,Female,24,2016
16,district,Not Stated,Male,18,2016
16,district,Read Only,Female,1555,2016
16,district,Read Only,Male,1195,2016
75005,local,Literate,Female,6187,2016
75005,local,Literate,Male,7669,2016
75005,local,Not Read/Write,Female,3641,2016
75005,local,Not Read/Write,Male,1208,2016
75005,local,Not Stated,Female,5,2016
75005,local,Not Stated,Male,2,2016
75005,local,Read Only,Female,195,2016
75005,local,Read Only,Male,150,2016
75009,local,Literate,Female,5319,2016
75009,local,Literate,Male,7167,2016
75009,local,Not Read/Write,Female,4666,2016
75009,local,Not Read/Write,Male,1741,2016
75009,local,Not Stated,Female,4,2016
75009,local,Not Stated,Male,8,2016
75009,local,Read Only,Female,281,2016
75009,local,Read Only,Male,247,2016
75001,local,Literate,Female,1602,2016
75001,local,Literate,Male,2289,2016
75001,local,Not Read/Write,Female,1285,2016
75001,local,Not Read/Write,Male,568,2016
75001,local,Not Stated,Female,0,2016
75001,local,Not Stated,Male,0,2016
75001,local,Read Only,Female,114,2016
75001,local,Read Only,Male,83,2016
75008,local,Literate,Female,2772,2016
75008,local,Literate,Male,4519,2016
75008,local,Not Read/Write,Female,4090,2016
75008,local,Not Read/Write,Male,1763,2016
75008,local,Not Stated,Female,0,2016
75008,local,Not Stated,Male,1,2016
75008,local,Read Only,Female,141,2016
75008,local,Read Only,Male,121,2016
75002,local,Literate,Female,2482,2016
75002,local,Literate,Male,3302,2016
75002,local,Not Read/Write,Female,2301,2016
75002,local,Not Read/Write,Male,910,2016
75002,local,Not Stated,Female,3,2016
75002,local,Not Stated,Male,1,2016
75002,local,Read Only,Female,121,2016
75002,local,Read Only,Male,97,2016
75004,local,Literate,Female,3903,2016
75004,local,Literate,Male,4747,2016
75004,local,Not Read/Write,Female,3156,2016
75004,local,Not Read/Write,Male,980,2016
75004,local,Not Stated,Female,4,2016
75004,local,Not Stated,Male,2,2016
75004,local,Read Only,Female,170,2016
75004,local,Read Only,Male,132,2016
75006,local,Literate,Female,4340,2016
75006,local,Literate,Male,5195,2016
75006,local,Not Read/Write,Female,2958,2016
75006,local,Not Read/Write,Male,1030,2016
75006,local,Not Stated,Female,4,2016
75006,local,Not Stated,Male,3,2016
75006,local,Read Only,Female,177,2016
75006,local,Read Only,Male,84,2016
75003,local,Literate,Female,2547,2016
75003,local,Literate,Male,3512,2016
75003,local,Not Read/Write,Female,2437,2016
75003,local,Not Read/Write,Male,840,2016
75003,local,Not Stated,Female,4,2016
75003,local,Not Stated,Male,1,2016
75003,local,Read Only,Female,132,2016
75003,local,Read Only,Male,102,2016
75007,local,Literate,Female,3455,2016
75007,local,Literate,Male,4810,2016
75007,local,Not Read/Write,Female,2967,2016
75007,local,Not Read/Write,Male,1219,2016
75007,local,Not Stated,Female,0,2016
75007,local,Not Stated,Male,0,2016
75007,local,Read Only,Female,224,2016
75007,local,Read Only,Male,179,2016
13,district,Literate,Female,35485,2016
13,district,Literate,Male,45017,2016
13,district,Not Read/Write,Female,29813,2016
13,district,Not Read/Write,Male,10224,2016
13,district,Not Stated,Female,53,2016
13,district,Not Stated,Male,24,2016
13,district,Read Only,Female,1719,2016
13,district,Read Only,Male,1503,2016
73006,local,Literate,Female,4787,2016
73006,local,Literate,Male,5749,2016
73006,local,Not Read/Write,Female,5057,2016
73006,local,Not Read/Write,Male,1329,2016
73006,local,Not Stated,Female,5,2016
73006,local,Not Stated,Male,2,2016
73006,local,Read Only,Female,246,2016
73006,local,Read Only,Male,235,2016
73005,local,Literate,Female,3700,2016
73005,local,Literate,Male,4307,2016
73005,local,Not Read/Write,Female,3787,2016
73005,local,Not Read/Write,Male,1096,2016
73005,local,Not Stated,Female,2,2016
73005,local,Not Stated,Male,2,2016
73005,local,Read Only,Female,169,2016
73005,local,Read Only,Male,114,2016
73007,local,Literate,Female,8679,2016
73007,local,Literate,Male,11123,2016
73007,local,Not Read/Write,Female,6733,2016
73007,local,Not Read/Write,Male,2907,2016
73007,local,Not Stated,Female,14,2016
73007,local,Not Stated,Male,7,2016
73007,local,Read Only,Female,495,2016
73007,local,Read Only,Male,431,2016
73002,local,Literate,Female,4626,2016
73002,local,Literate,Male,5962,2016
73002,local,Not Read/Write,Female,3496,2016
73002,local,Not Read/Write,Male,1545,2016
73002,local,Not Stated,Female,15,2016
73002,local,Not Stated,Male,7,2016
73002,local,Read Only,Female,225,2016
73002,local,Read Only,Male,187,2016
73001,local,Literate,Female,4257,2016
73001,local,Literate,Male,5524,2016
73001,local,Not Read/Write,Female,3787,2016
73001,local,Not Read/Write,Male,1256,2016
73001,local,Not Stated,Female,4,2016
73001,local,Not Stated,Male,2,2016
73001,local,Read Only,Female,232,2016
73001,local,Read Only,Male,202,2016
73004,local,Literate,Female,3591,2016
73004,local,Literate,Male,4805,2016
73004,local,Not Read/Write,Female,2793,2016
73004,local,Not Read/Write,Male,915,2016
73004,local,Not Stated,Female,7,2016
73004,local,Not Stated,Male,3,2016
73004,local,Read Only,Female,184,2016
73004,local,Read Only,Male,169,2016
73003,local,Literate,Female,5845,2016
73003,local,Literate,Male,7547,2016
73003,local,Not Read/Write,Female,4160,2016
73003,local,Not Read/Write,Male,1176,2016
73003,local,Not Stated,Female,6,2016
73003,local,Not Stated,Male,1,2016
73003,local,Read Only,Female,168,2016
73003,local,Read Only,Male,165,2016
06,district,Literate,Female,25893,2016
06,district,Literate,Male,37952,2016
06,district,Not Read/Write,Female,32319,2016
06,district,Not Read/Write,Male,16181,2016
06,district,Not Stated,Female,20,2016
06,district,Not Stated,Male,17,2016
06,district,Read Only,Female,1559,2016
06,district,Read Only,Male,1288,2016
67002,local,Literate,Female,4781,2016
67002,local,Literate,Male,6401,2016
67002,local,Not Read/Write,Female,5280,2016
67002,local,Not Read/Write,Male,1845,2016
67002,local,Not Stated,Female,5,2016
67002,local,Not Stated,Male,1,2016
67002,local,Read Only,Female,193,2016
67002,local,Read Only,Male,138,2016
67006,local,Literate,Female,1540,2016
67006,local,Literate,Male,2562,2016
67006,local,Not Read/Write,Female,2288,2016
67006,local,Not Read/Write,Male,1269,2016
67006,local,Not Stated,Female,2,2016
67006,local,Not Stated,Male,0,2016
67006,local,Read Only,Female,144,2016
67006,local,Read Only,Male,111,2016
67009,local,Literate,Female,3929,2016
67009,local,Literate,Male,5103,2016
67009,local,Not Read/Write,Female,4203,2016
67009,local,Not Read/Write,Male,2050,2016
67009,local,Not Stated,Female,2,2016
67009,local,Not Stated,Male,2,2016
67009,local,Read Only,Female,207,2016
67009,local,Read Only,Male,132,2016
67007,local,Literate,Female,1759,2016
67007,local,Literate,Male,2551,2016
67007,local,Not Read/Write,Female,2205,2016
67007,local,Not Read/Write,Male,1334,2016
67007,local,Not Stated,Female,0,2016
67007,local,Not Stated,Male,1,2016
67007,local,Read Only,Female,110,2016
67007,local,Read Only,Male,91,2016
67008,local,Literate,Female,2218,2016
67008,local,Literate,Male,3402,2016
67008,local,Not Read/Write,Female,3257,2016
67008,local,Not Read/Write,Male,1753,2016
67008,local,Not Stated,Female,0,2016
67008,local,Not Stated,Male,0,2016
67008,local,Read Only,Female,163,2016
67008,local,Read Only,Male,131,2016
67003,local,Literate,Female,3584,2016
67003,local,Literate,Male,5225,2016
67003,local,Not Read/Write,Female,4383,2016
67003,local,Not Read/Write,Male,2587,2016
67003,local,Not Stated,Female,8,2016
67003,local,Not Stated,Male,7,2016
67003,local,Read Only,Female,205,2016
67003,local,Read Only,Male,195,2016
67005,local,Literate,Female,1684,2016
67005,local,Literate,Male,2374,2016
67005,local,Not Read/Write,Female,1921,2016
67005,local,Not Read/Write,Male,1094,2016
67005,local,Not Stated,Female,0,2016
67005,local,Not Stated,Male,1,2016
67005,local,Read Only,Female,144,2016
67005,local,Read Only,Male,139,2016
67004,local,Literate,Female,3000,2016
67004,local,Literate,Male,4731,2016
67004,local,Not Read/Write,Female,5274,2016
67004,local,Not Read/Write,Male,2472,2016
67004,local,Not Stated,Female,0,2016
67004,local,Not Stated,Male,2,2016
67004,local,Read Only,Female,158,2016
67004,local,Read Only,Male,142,2016
67001,local,Literate,Female,3398,2016
67001,local,Literate,Male,5603,2016
67001,local,Not Read/Write,Female,3508,2016
67001,local,Not Read/Write,Male,1777,2016
67001,local,Not Stated,Female,3,2016
67001,local,Not Stated,Male,3,2016
67001,local,Read Only,Female,235,2016
67001,local,Read Only,Male,209,2016
30,district,Literate,Female,204889,2016
30,district,Literate,Male,251413,2016
30,district,Not Read/Write,Female,144631,2016
30,district,Not Read/Write,Male,72456,2016
30,district,Not Stated,Female,159,2016
30,district,Not Stated,Male,78,2016
30,district,Read Only,Female,10308,2016
30,district,Read Only,Male,8491,2016
71004,local,Literate,Female,45525,2016
71004,local,Literate,Male,56041,2016
71004,local,Not Read/Write,Female,21037,2016
71004,local,Not Read/Write,Male,9501,2016
71004,local,Not Stated,Female,25,2016
71004,local,Not Stated,Male,10,2016
71004,local,Read Only,Female,1563,2016
71004,local,Read Only,Male,1291,2016
71012,local,Literate,Female,4448,2016
71012,local,Literate,Male,6717,2016
71012,local,Not Read/Write,Female,4881,2016
71012,local,Not Read/Write,Male,2360,2016
71012,local,Not Stated,Female,7,2016
71012,local,Not Stated,Male,4,2016
71012,local,Read Only,Female,292,2016
71012,local,Read Only,Male,286,2016
71009,local,Literate,Female,8812,2016
71009,local,Literate,Male,11324,2016
71009,local,Not Read/Write,Female,7839,2016
71009,local,Not Read/Write,Male,4535,2016
71009,local,Not Stated,Female,4,2016
71009,local,Not Stated,Male,2,2016
71009,local,Read Only,Female,456,2016
71009,local,Read Only,Male,396,2016
71013,local,Literate,Female,21646,2016
